Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
SP117956	2	12	0	6	9	12	1	18	0	30	4	7	6	18	2
SP117975	4	18	4	0	9	8	0	15	0	0	1	3	7	19	0
SP2149	20	14	9	163	213	55	0	0	24	35	34	8	23	2	8
SP117113	5	108	0	5	8	10	0	12	4	10	11	4	6	24	2
SP117245	2	18	0	2	15	17	0	29	0	29	8	10	6	21	2
SP117402	9	18	0	0	3	12	2	18	0	27	6	16	4	5	0
SP117136	10	59	0	8	0	0	0	18	0	13	2	12	18	9	3
SP117378	3	33	0	8	10	15	0	0	0	40	15	10	2	5	0
SP116947	5	27	0	5	5	16	1	16	1	16	10	27	16	4	5
SP117369	1	20	0	0	5	4	0	10	14	0	63	9	4	25	2
SP117244	5	48	0	0	1	7	3	15	0	6	7	3	0	7	2
SP117162	8	10	3	4	3	6	1	11	0	4	24	15	17	17	3
SP117079	0	19	0	4	11	6	0	22	0	27	10	9	10	8	2
SP117344	8	54	0	243	107	33	6	34	28	13	14	9	7	9	11
SP118074	106	177	15	16	18	37	3	8	0	14	11	34	21	4	16
SP117598	2	39	0	22	103	28	0	216	0	7	26	73	19	0	6
SP117312	4	30	0	0	3	12	0	10	0	20	7	2	27	0	5
SP118038	1	55	0	11	1	13	2	8	0	12	13	3	5	12	4
SP117552	7	20	0	0	6	4	2	4	0	9	5	8	10	11	5
SP118073	1	44	0	1	9	6	0	28	7	28	9	4	5	9	1
SP117933	4	16	0	5	6	7	0	2	0	12	4	8	7	12	1
SP118012	2	20	0	7	5	19	2	11	0	43	12	19	7	1	5
SP117108	6	46	0	0	10	2	0	24	0	4	3	12	13	3	1
SP117812	11	13	0	8	6	10	0	14	2	0	13	15	7	8	2
SP117354	17	52	0	16	27	20	5	0	0	31	11	16	10	29	8
SP117370	5	61	5	4	2	8	0	9	0	21	9	6	9	2	3
SP116991	13	37	7	0	24	9	1	17	6	20	7	5	7	14	6
SP117629	3	17	4	310	124	19	10	54	0	33	17	2	4	0	9
SP124199	20	58	0	3	12	19	0	16	0	15	3	23	11	6	0
SP124195	11	82	0	4	10	7	1	8	0	31	8	14	4	10	2
SP117850	9	24	6	1	12	14	2	26	0	0	4	9	6	13	0
SP117127	10	48	0	4	7	5	0	5	0	18	0	14	5	14	7
SP117614	7	6	6	0	9	36	0	26	10	14	17	20	15	7	6
SP116948	7	100	6	7	15	28	0	35	0	32	11	16	20	10	5
SP117409	7	35	10	305	127	75	7	35	0	36	22	29	10	21	9
SP117593	5	26	7	7	5	12	0	13	8	22	0	19	15	5	3
SP117372	6	21	0	3	8	23	1	13	1	28	30	5	3	0	1
SP118077	12	21	1	20	11	17	0	16	1	23	6	11	23	3	3
SP117840	10	80	0	0	18	19	0	14	1	7	1	26	8	11	6
SP117363	21	82	0	57	52	58	10	43	0	23	58	79	14	0	7
SP117887	4	23	0	409	183	45	25	59	0	51	27	7	27	35	6
SP116946	12	37	0	12	8	18	0	52	0	12	10	23	7	0	0
SP117901	9	27	0	92	101	19	2	32	0	27	42	6	0	7	0
SP117454	10	35	0	6	6	6	0	19	0	28	11	14	17	6	0
SP124197	24	38	0	428	228	97	25	26	0	19	108	33	30	17	22
SP117919	30	40	0	469	151	23	16	63	0	13	33	17	14	0	17
SP117250	2	40	0	0	10	11	0	15	0	23	23	10	10	8	1
SP117983	19	72	0	11	16	9	2	27	0	22	11	8	6	3	7
SP117676	3	10	0	1	2	6	0	3	0	16	5	11	15	12	0
SP117011	8	36	0	12	14	10	2	13	0	24	30	7	9	21	0
SP117057	9	23	0	2	2	10	0	10	0	11	12	12	6	1	2
SP117126	2	48	12	0	16	26	1	20	18	4	6	5	27	8	1
SP117728	3	65	5	9	13	12	0	16	0	7	3	10	13	2	1
SP117618	7	38	0	5	3	7	1	0	0	11	2	11	0	13	3
SP117257	1	13	6	4	1	11	0	12	0	23	7	0	0	12	0
SP116963	8	21	6	3	5	5	0	15	7	8	2	6	12	2	1
SP117078	15	133	0	16	8	23	1	29	0	6	8	42	28	12	0
SP117944	9	34	0	169	91	28	8	39	0	28	26	14	11	10	5
SP117639	52	64	13	20	21	43	1	32	0	58	15	19	28	20	3
