Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP117655	1464	0.994	400.98	27.389%	76.74	14.052%	0.23858	0.994
SP117556	786	0.994	428.395	54.503%	155.974	40.957%	1.38703	0.996
SP117627	457	0.986	259.306	56.741%	70.491	37.985%	0.86153	0.988
SP117775	982	0.988	489.346	49.832%	124.426	34.816%	0.71739	0.99
SP117332	154	0.933	109.638	71.194%	24.881	61.477%	0.6206	0.933
SP117712	527	0.957	295.856	56.14%	56.626	38.516%	0.31112	0.954
SP117017	385	0.97	383.499	99.61%	186.168	111.827%	4.97761	0.978
SP117031	942	0.993	513.1	54.469%	187.855	41.266%	1.59738	0.995
SP117759	1542	0.996	490.848	31.832%	125.511	18.557%	0.52207	0.997
SP117621	867	0.987	489.637	56.475%	144.253	44.484%	0.8682	0.99
SP117425	590	0.968	396.787	67.252%	100.533	55.454%	1.8818	0.973
SP117930	1650	0.996	716.798	43.442%	283.755	32.346%	0.90077	0.998
SP99287	166	0.977	71.018	42.782%	11.79	21.774%	0.29426	0.975
SP99293	314	0.933	159.81	50.895%	29.004	39.631%	0.35812	0.917
SP99289	725	0.981	199.97	27.582%	36.216	19.977%	0.11597	0.976
SP99297	23	0.549	34.899	151.735%	17.565	236.846%	8.45466	0.544
SP99301	1277	0.987	636.732	49.862%	248.624	40.463%	0.63017	0.988
SP99305	265	0.958	146.5	55.283%	32.342	42.648%	0.32892	0.957
SP99309	492	0.982	286.372	58.206%	95.686	48.015%	0.95633	0.985
SP99313	544	0.977	171.486	31.523%	33.243	24.04%	0.14827	0.974
SP99317	37	0.419	50.556	136.638%	14.416	132.151%	2.21423	0.356
SP99321	246	0.982	108.626	44.157%	22.957	26.044%	0.30096	0.981
SP99325	126072	0.998	26215.485	20.794%	8714.644	11.055%	0.78383	0.998
SP99329	520	0.986	137.186	26.382%	30.033	20.742%	0.11139	0.985
SP99333	250	0.984	131.458	52.583%	33.811	33.835%	0.3294	0.985
SP99337	440	0.979	394.093	89.567%	190.821	90.448%	5.54587	0.984
SP99341	334	0.986	183.314	54.884%	50.23	33.052%	0.32456	0.987
SP99345	55	0.889	34.499	62.725%	7.295	49.751%	0.50962	0.87
SP99113	79	0.792	64.618	81.795%	12.63	66.845%	0.6422	0.741
SP99185	433	0.977	128.223	29.613%	21.863	22.102%	0.1472	0.97
SP99209	536	0.986	174.915	32.633%	30.817	20.421%	0.15003	0.984
SP99213	537	0.982	407.342	75.855%	154.835	69.968%	2.05812	0.987
SP99221	48	0.815	36.844	76.758%	6.574	60.519%	0.90321	0.758
SP99225	197	0.901	141.469	71.812%	29.96	59.179%	0.465	0.891
SP99241	858	0.982	222.138	25.89%	39.043	20.025%	0.11985	0.977
CPCT02020318T	502	0.991	261.663	52.124%	70.635	35.827%	0.40852	0.993
CPCT02010377T	596	0.974	353.53	59.317%	95.087	43.322%	0.38967	0.976
CPCT02060017T	677	0.966	677.529	100.078%	281.498	114.899%	3.48292	0.978
