Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP53460	1190	0.994	174.087	14.629%	34.343	10.696%	0.03541	0.993
SP50827	1926	0.998	183.634	9.534%	30.983	6.646%	0.01953	0.997
SP50263	520	0.996	102.696	19.749%	16.285	9.522%	0.06542	0.995
SP50317	530	0.992	99.671	18.806%	17.789	12.494%	0.06925	0.991
SP54113	3873	0.999	252.936	6.531%	40.387	3.766%	0.01105	0.999
SP50406	13	0.514	18.306	140.815%	3.936	85.891%	1.7985	0.431
SP51824	910	0.996	105.147	11.555%	18.705	8.721%	0.03124	0.995
SP55387	266	0.985	60.871	22.884%	12.164	17.083%	0.09565	0.983
SP52779	1608	0.997	159.749	9.935%	30.207	7.734%	0.02204	0.996
SP55235	3234	0.997	282.726	8.742%	62.021	7.459%	0.01619	0.997
SP50713	442	0.991	89.672	20.288%	14.808	13.99%	0.08184	0.988
SP50611	1893	0.999	143.98	7.606%	27.147	5.256%	0.0155	0.998
SP50485	155	0.974	50.056	32.294%	8.916	22.952%	0.19816	0.968
SP51037	231	0.996	50.979	22.069%	8.803	9.149%	0.11045	0.996
SP55142	5828	0.999	357.34	6.131%	68.078	4.823%	0.01021	0.999
SP53387	1303	0.996	154.584	11.864%	28.177	9.256%	0.02947	0.995
SP54745	1100	0.995	153.415	13.947%	28.075	10.641%	0.04087	0.994
SP52284	435	0.996	83.139	19.112%	13.518	8.807%	0.07833	0.996
SP53618	2328	0.999	181.858	7.812%	32.727	5.465%	0.01609	0.998
SP52232	934	0.996	122.139	13.077%	21.7	8.488%	0.03851	0.996
SP50412	119	0.962	51.29	43.101%	8.301	28.159%	0.26333	0.954
SP50321	597	0.992	98.861	16.56%	17.267	13.003%	0.05347	0.989
SP53548	259	0.989	66.446	25.655%	11.957	14.887%	0.13317	0.987
SP55004	21	0.854	18.0	85.714%	3.328	51.975%	0.79383	0.831
SP56079	1503	0.997	155.953	10.376%	30.835	7.429%	0.02124	0.997
SP56168	597	0.995	84.806	14.205%	14.492	10.337%	0.04038	0.993
SP54363	1511	0.997	175.224	11.597%	31.487	8.102%	0.03236	0.996
SP53810	5442	0.997	567.778	10.433%	121.719	7.656%	0.01987	0.997
SP50518	402	0.993	92.889	23.107%	15.217	12.18%	0.0753	0.992
SP56303	804	0.994	145.12	18.05%	22.788	11.373%	0.05588	0.992
SP55711	426	0.991	104.402	24.508%	17.303	13.482%	0.10328	0.99
SP55509	2177	0.999	167.312	7.685%	30.98	5.199%	0.01729	0.998
SP55309	69	0.892	40.529	58.738%	6.265	45.332%	0.44243	0.841
SP52607	124	0.972	43.379	34.983%	7.256	23.717%	0.21993	0.965
SP52667	1180	0.998	125.437	10.63%	19.559	6.35%	0.02961	0.998
SP51446	409	0.995	83.801	20.489%	12.957	9.724%	0.08991	0.995
SP50592	341	0.994	66.626	19.538%	11.781	11.219%	0.09535	0.993
SP53073	889	0.992	163.096	18.346%	26.58	12.644%	0.05801	0.991
