Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
SP1086	19	0	28	81	41	99	67	3	11	42	0	25	19	15	5
SP1003	76	0	11	153	56	87	62	0	0	94	0	32	41	33	3
SP1677	24	0	7	90	58	247	43	1	10	68	0	25	23	25	11
SP1305	77	0	0	154	553	144	92	25	104	76	0	57	497	24	23
SP963	20	0	0	95	92	104	100	0	4	32	24	21	11	16	11
SP1144	11	35	13	21	10	125	34	1	38	10	0	20	39	18	14
SP1132	21	0	0	78	81	408	197	5	11	0	0	15	0	24	0
SP1712	3	0	8	182	11	2	57	4	0	12	0	9	2	10	8
SP1114	11	0	23	101	4	366	0	0	1	17	18	9	21	0	7
SP1431	37	0	10	221	13	1	17	0	14	7	15	50	0	11	0
SP975	70	0	3	160	565	0	12	18	133	32	0	0	323	34	9
SP1059	57	0	8	105	82	331	143	1	41	135	0	65	0	24	111
SP1419	149	0	19	190	20	15	98	0	46	42	60	15	32	93	0
SP1009	7	0	22	127	44	78	43	6	18	45	28	59	0	18	14
SP1724	11	0	9	61	18	84	32	0	6	21	4	26	11	3	7
SP96136	76	0	23	115	252	129	144	0	62	56	10	23	221	32	9
SP967	56	0	0	151	15	33	0	0	0	9	0	23	2	4	0
SP1781	65	0	8	418	18	66	137	2	4	12	3	24	27	24	8
SP1174	356	73	10	344	32	16	29	0	33	22	38	0	5	44	16
SP953	94	0	44	178	0	289	87	5	0	85	19	10	53	9	19
SP1377	11	38	0	153	23	42	28	0	12	10	13	27	7	10	7
SP1365	40	0	0	219	159	90	70	0	6	57	51	8	37	20	1
SP1491	70	12	3	105	147	19	6	0	54	0	20	22	177	18	3
CPCT02060013T	121	0	26	72	752	51	90	62	77	84	162	16	20	123	14
CPCT02100026T	102	88	0	49	24	108	3	58	43	28	0	20	29	9	12
CPCT02070020T	202	385	16	0	50	39	175	65	94	89	0	79	65	73	32
CPCT02030269T	36	0	8	126	17	0	32	47	15	15	71	17	32	16	0
CPCT02010944TIII	55	80	41	53	21	150	46	23	27	43	72	42	17	33	16
CPCT02020867T	31	113	3	0	141	8	58	67	309	44	0	52	0	13	392
CPCT02070272T	366	723	2	3	493	137	2	135	203	60	58	72	367	27	28
CPCT02020648T	41	51	34	86	36	167	147	48	30	37	70	0	67	37	13
CPCT02020362T	53	473	26	75	56	61	73	86	0	31	44	199	11	18	51
CPCT02440020T	9	903	11	17	63	69	37	27	37	38	1	42	50	16	21
CPCT02210077T	139	408	23	0	0	263	51	27	23	52	6	77	37	23	47
CPCT02070445T	173	340	23	0	0	0	162	22	10	32	26	14	23	19	30
CPCT02020894T	102	204	21	4	18	75	44	5	5	23	83	42	43	22	30
CPCT02020896T	152	0	12	66	26	37	68	24	2	27	36	28	0	31	18
CPCT02140101T	0	501	74	47	84	254	197	53	30	74	0	589	10	39	41
CPCT02210040T	234	317	18	176	0	18	21	22	0	184	0	8	25	26	62
DRUP01010020T	49968	14272	9410	0	0	71	0	0	0	442	0	0	0	0	0
CPCT02020902T	159	0	0	154	236	33	85	54	81	10	190	30	255	39	57
CPCT02070443T	191	261	0	0	1	7	83	14	53	16	149	18	8	44	18
CPCT02080295T	168	918	43	0	19	24	23	29	28	289	0	27	42	10	27
CPCT02020916T	95	9	61	19	32	233	52	33	30	29	44	242	24	35	29
CPCT02020915T	71	43	17	172	3	18	30	22	0	0	89	15	23	27	30
CPCT02160036T	40	134	18	64	0	3	32	91	25	14	32	6	64	35	8
CPCT02120184T	101	155	0	0	277	140	78	6	18	77	79	77	42	57	33
CPCT02050315T	0	14	2	90	8	39	35	61	14	14	116	40	3	19	16
