Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
SP111062	334	261	0	3	0	282	2	1	10	42	25	8	38	24	37
SP111006	502	536	0	258	0	286	555	45	5	146	75	0	71	70	0
SP110846	158	66	0	0	53	190	0	30	0	63	27	49	37	2	0
SP111086	482	79	0	207	0	196	664	153	0	58	33	133	33	0	105
SP111096	434	268	0	0	5	154	29	79	2	5	35	31	24	11	0
SP111021	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
SP111058	545	304	0	124	8	0	791	302	8	76	63	89	26	0	0
SP111092	996	183	0	0	0	101	40	108	29	297	600	147	6	0	0
SP111076	777	381	0	303	151	127	43	17	0	0	32	16	51	0	0
SP111098	337	329	95	0	0	147	89	69	20	92	31	36	30	0	0
SP111039	6	44	0	0	0	24	1	23	6	10	2	9	52	76	0
SP111052	10	2	0	0	0	46	16	7	2	0	6	20	11	0	0
SP111166	590	481	0	621	0	145	166	120	0	20	41	54	40	0	0
SP111014	49	32	0	0	25	50	4	59	0	38	8	3	2	0	0
SP111066	781	395	0	296	0	0	327	374	6	115	12	33	31	0	0
SP111094	420	111	88	0	0	461	220	144	0	96	28	110	39	0	0
SP111015	140	76	21	9	53	15	50	75	0	71	35	3	30	25	0
SP110853	220	107	0	55	0	220	126	136	2	121	93	47	64	0	206
SP111051	240	186	0	69	0	71	5	25	13	131	81	0	20	0	0
SP110855	494	172	0	23	0	268	186	120	6	0	72	30	55	112	0
SP111004	398	568	0	24	0	387	19	35	1	41	13	63	37	0	0
SP111078	141	69	0	0	0	99	4	49	0	18	3	5	25	0	5
SP110863	167	201	0	15	0	109	65	158	1	1	16	92	29	76	0
SP111013	251	105	0	149	0	167	37	46	0	22	15	26	19	7	0
SP111042	11	5	0	0	0	26	4	7	0	35	1	0	0	0	0
SP111040	45	149	0	45	0	66	58	31	0	88	48	36	18	0	0
SP111031	1668	671	0	144	0	242	125	113	15	24	13	0	39	205	0
SP23496	239	284	0	0	41	80	69	76	2	49	31	26	21	103	0
SP111030	44	103	0	33	27	32	12	58	1	0	26	5	22	179	0
SP111019	51	30	0	0	0	112	27	117	1	69	17	33	14	0	0
SP111026	439	128	0	371	0	121	153	216	7	7	21	61	28	0	0
SP110860	724	335	0	81	115	77	103	184	0	13	30	72	33	148	0
SP110851	350	475	0	69	21	370	54	55	2	38	41	46	34	43	0
SP111059	398	291	105	0	0	263	39	29	2	42	86	73	87	0	0
SP111170	775	359	0	542	0	120	89	102	4	129	85	69	28	0	0
SP111054	365	481	0	0	141	105	31	205	0	109	75	0	52	0	0
SP111033	832	565	0	17	1	130	40	56	0	95	82	0	17	0	34
SP111113	1280	222	50	242	0	221	242	414	6	118	83	87	42	0	0
SP110865	580	513	0	0	0	155	247	240	21	377	607	138	131	0	43
SP111061	372	158	0	144	0	249	83	49	0	15	12	7	38	30	0
SP111101	846	626	195	89	0	15	24	255	0	50	27	36	0	0	0
SP110859	276	339	0	382	0	0	55	37	0	14	0	34	69	153	0
SP111168	83	90	2	0	0	134	20	16	12	109	23	8	27	0	0
SP111067	136	218	0	0	0	202	17	24	7	55	25	33	20	0	0
SP111036	545	286	0	153	0	132	15	15	0	40	3	48	32	0	0
SP111116	837	332	0	653	0	186	74	60	4	3	15	0	34	0	0
SP111099	433	201	0	148	0	280	194	30	2	42	9	37	27	71	0
SP23502	711	203	0	0	0	271	404	332	0	158	58	61	76	0	0
SP111069	314	549	0	213	0	124	414	103	3	0	40	18	71	19	0
SP111043	766	598	0	269	0	43	184	204	3	0	183	73	0	269	0
SP111024	655	246	0	179	121	0	76	131	8	23	66	47	6	111	0
SP111011	393	37	0	33	0	547	152	176	5	0	25	12	42	0	0
SP111082	543	116	0	605	0	98	277	78	5	83	12	0	10	0	0
SP111074	287	200	0	23	0	115	45	133	4	75	82	26	14	61	0
SP110845	285	286	0	37	0	175	113	133	9	28	36	54	0	0	11
SP110857	345	327	0	145	0	140	21	51	0	39	25	4	32	0	0
SP111017	583	240	0	361	0	168	77	79	1	2	29	54	16	0	0
