Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
SP124369	279	27	39	137	5	68	22	10	177	23	54	22	32	8	0
SP124348	1	2	52	18	0	11	46	0	30	0	5	2	38	2	6
SP124295	25	102	159	10	0	6	181	2	52	4	0	9	12	18	0
SP124444	58	29	133	39	1	4	4	9	31	16	6	1	44	14	0
SP124365	224	27	53	139	1	80	70	5	34	13	31	23	9	25	6
SP124420	137	24	68	101	11	34	59	3	49	86	0	13	19	15	0
SP124364	233	65	129	84	0	21	6	0	31	27	12	462	0	715	0
SP124307	304	29	52	43	0	44	17	4	71	96	12	28	11	27	7
SP82445	917	9	56	53	13	166	216	8	8	0	243	20	5	0	24
SP83242	175	23	38	70	0	34	90	6	12	0	21	19	9	9	9
SP103894	384	33	19	253	0	34	78	7	0	62	21	3513	5	315	8
SP83382	148	17	33	130	1	14	63	0	40	96	8	24	12	26	0
SP82451	116	29	111	70	8	41	97	3	36	24	3	38	18	38	40
SP104330	8	0	3	48	0	3	0	2	2	1	1	4	3	6	0
SP83312	175	27	10	71	1	28	18	0	51	42	0	12	11	0	38
SP82614	164	24	10	115	4	2	37	6	82	42	17	8	8	9	15
SP82431	830	55	15	486	0	114	73	15	206	62	163	40	0	2	0
SP82459	139	5	38	37	2	35	78	0	48	11	8	6	8	0	29
SP113197	7	0	32	3	0	10	40	3	26	4	0	6	25	13	9
SP82532	378	6	81	141	0	81	149	6	0	16	76	13	23	22	14
SP82636	19	58	93	14	2	32	65	0	49	8	2	15	24	6	7
SP82796	130	17	51	15	10	13	86	0	13	4	19	4	18	6	30
SP83482	115	40	29	33	0	30	77	3	4	0	27	7	11	18	26
SP104530	157	83	456	148	0	52	196	15	27	29	39	17	43	18	4
SP82429	64	15	41	55	0	31	31	10	46	13	11	9	21	2	4
SP82644	531	14	65	132	0	74	71	11	54	135	8	14	12	20	1
SP82988	157	34	55	27	0	52	46	2	13	7	21	10	36	10	9
SP82461	179	5	66	188	3	40	46	7	30	77	22	17	22	20	20
SP82900	234	29	8	189	17	102	108	0	78	52	76	16	17	0	23
SP82399	195	10	75	173	0	45	76	12	119	31	40	13	0	2	14
SP82756	42	4	17	31	1	20	10	0	16	13	15	16	9	15	17
SP82836	67	14	112	36	1	26	57	1	75	0	3	10	21	3	0
SP82417	439	0	23	76	0	56	55	5	93	4	0	12	10	0	16
SP82471	15	5	214	23	0	33	36	8	57	1	2	16	29	16	10
SP82435	9	19	70	17	0	17	13	3	19	7	0	2	34	11	28
SP104056	972	34	45	487	27	150	211	0	104	180	158	57	29	3	7
SP83083	225	16	37	83	0	45	61	4	49	25	11	4	24	8	2
SP82433	79	28	57	29	4	23	27	0	68	14	11	8	16	7	28
SP82780	81	19	52	55	8	42	61	0	7	22	14	5	12	0	12
SP83019	270	17	35	70	11	46	37	0	45	13	11	13	10	5	36
SP83099	60	8	32	32	0	4	21	0	10	6	3	6	15	9	39
SP83146	625	14	32	389	11	115	143	5	42	136	91	28	10	13	46
SP103866	252	30	44	61	0	33	123	6	29	20	41	25	3	4	2
SP83844	177	23	24	127	0	21	37	8	24	55	3	12	10	0	12
SP83027	8	19	67	38	0	17	12	2	13	4	1	5	19	25	0
CPCT02060044T	162	76	41	51	160	39	96	57	105	27	63	15	6	8	0
CPCT02030247T	77	22	48	47	33	12	33	38	0	49	19	10	39	16	7
CPCT02050043T	29	18	97	23	15	6	5	29	27	7	10	1	24	0	11
CPCT02020342T	199	24	47	38	102	31	2	59	71	22	23	4	25	0	0
CPCT02010371T	127	18	34	102	52	35	43	82	13	27	10	12	35	14	16
CPCT02030256T	61	16	18	6	14	20	37	21	31	6	10	16	0	8	0
CPCT02050045T	187	37	84	23	155	34	9	80	60	27	45	7	63	19	1
CPCT02050047T	13	4	259	29	14	22	21	44	65	16	28	15	39	30	0
CPCT02010393T	317	68	74	8	225	68	109	79	18	8	73	11	146	20	21
CPCT02020358T	61	23	34	35	29	17	0	21	20	5	3	16	26	21	0
CPCT02090002T	207	0	21	39	21	34	61	122	0	217	43	7	23	17	7
CPCT02010403T	6	0	10	19	3	1	13	41	20	4	5	0	0	19	7
CPCT02030272T	105	41	56	78	67	16	30	89	17	9	25	16	27	27	13
CPCT02020373T	61	43	92	105	51	25	38	48	10	28	10	17	49	13	0
CPCT02050052T	75	49	17	49	59	17	31	38	2	14	8	81	58	128	11
CPCT02030270T	0	10	27	31	12	4	23	71	21	5	10	8	59	3	10
CPCT02050056T	171	31	39	77	63	15	0	93	75	28	19	2	5	18	0
CPCT02050055T	97	181	80	49	59	42	115	53	33	36	26	26	54	22	0
CPCT02030279T	25	28	53	15	4	15	36	35	33	17	7	14	33	7	8
CPCT02020320T	194	42	84	53	117	45	0	53	87	23	6	10	82	15	0
CPCT02060037T	7	5	12	11	21	5	25	14	3	5	4	1	2	4	9
CPCT02100033T	89	7	20	41	17	18	0	15	38	12	2	5	14	0	0
CPCT02010436T	177	21	26	94	107	2	28	57	30	20	27	15	17	19	11
CPCT02010439T	109	14	21	40	25	15	11	26	46	18	5	5	54	12	0
CPCT02060043T	25	54	198	33	79	7	1	5	48	23	5	26	24	50	12
CPCT02030284T	214	28	89	21	60	22	54	47	8	43	13	17	78	12	0
CPCT02020410T	225	16	35	68	12	46	0	38	57	24	9	4	22	3	0
CPCT02020408T	136	48	25	58	75	4	54	47	45	32	21	19	8	22	2
CPCT02030291T	549	22	36	84	248	83	12	95	0	32	43	21	66	3	14
CPCT02050079T	0	0	17	11	21	8	10	49	25	10	4	6	2	12	2
CPCT02050073T	31	4	46	18	19	20	35	31	50	20	20	15	58	8	4
CPCT02220001T	6	0	6	50	9	18	12	105	0	14	10	6	8	21	15
CPCT02010440T	52	25	55	52	18	16	17	49	30	20	12	8	20	20	0
CPCT02011020T	292	44	43	181	168	46	55	20	0	168	66	61	15	96	4
CPCT02340050T	6	393	333	89	34	6	27	66	116	9	20	25	56	21	2
CPCT02080280T	223	18	29	127	130	20	3	30	69	24	75	14	16	11	0
CPCT02080282T	76	61	65	2	56	38	43	19	32	28	24	28	49	39	9
CPCT02060163T	4	4	10	16	12	2	19	66	2	18	2	9	9	6	7
CPCT02011025T	96	77	65	31	98	25	19	35	91	41	39	16	41	13	0
CPCT02010754TII	82	23	51	44	94	0	32	34	3	13	234	0	35	9	11
CPCT02010716T	524	18	72	26	199	64	66	94	48	101	39	19	57	0	2
CPCT02170039T	60	8	43	39	5	11	0	18	44	56	2	11	6	7	3
CPCT02080284T	34	0	11	15	21	5	0	20	0	2	7	2	1	9	17
CPCT02030555T	214	12	54	71	63	49	0	7	83	16	25	24	55	4	0
CPCT02011037T	456	44	60	48	169	65	37	17	20	44	71	16	58	13	11
CPCT02120180T	75	17	35	18	50	43	53	15	0	0	8	9	68	2	0
CPCT02050304T	511	32	69	908	266	165	190	55	15	242	86	46	64	21	18
CPCT02020895T	10	23	105	68	57	9	5	15	5	37	12	2	51	12	9
CPCT02090032T	50	30	25	114	98	60	220	25	0	13	180	15	0	1	2
CPCT02020662T	92	7	4	21	52	17	28	58	44	16	29	7	5	11	9
DRUP01080025T	415	82	22	79	188	74	149	114	20	49	321	126	64	176	25
CPCT02020891T	205	29	21	8	43	36	22	29	35	28	21	23	19	22	28
CPCT02080266TII	0	13	37	0	54	27	0	43	137	12	125	17	68	30	13
CPCT02020901T	117	24	44	23	111	0	26	19	88	29	22	14	42	21	32
CPCT02080287T	116	26	41	30	58	30	19	28	18	10	29	4	58	7	8
CPCT02011045T	64	45	73	16	60	2	15	19	60	11	19	21	42	16	0
CPCT02020897T	64	28	21	32	33	8	35	7	14	10	27	0	2	22	25
CPCT02120101T	7	24	73	34	0	21	30	38	28	5	4	14	70	17	0
CPCT02020910T	248	23	43	27	82	34	25	21	19	34	29	15	56	19	18
CPCT02120095T	174	22	4	186	110	27	48	81	0	21	15	7	0	3	11
CPCT02080294T	0	26	59	4	54	25	39	37	27	7	29	9	73	6	16
CPCT02080292T	3	6	35	11	0	12	0	28	31	3	11	4	4	6	6
CPCT02120098T	161	9	2	88	41	13	27	43	40	25	18	6	19	10	10
CPCT02120105T	237	3592	38	22	93	0	32	132	114	75	3	4	0	0	268
CPCT02020914T	220	26	46	14	48	29	63	24	22	28	13	8	34	6	6
CPCT02160035T	302	12	64	51	39	46	8	136	36	16	32	12	22	7	0
CPCT02050310T	22	79	54	67	29	31	79	72	0	21	19	15	21	23	12
CPCT02290061T	298	29	49	96	116	58	104	73	89	24	26	24	23	14	21
CPCT02050308T	83	43	252	38	96	14	41	151	24	39	0	16	77	19	0
CPCT02090035T	149	13	89	14	64	14	13	40	15	9	15	7	82	7	15
CPCT02020933T	3	21	9	5	47	5	61	31	16	24	39	27	9	64	52
CPCT02020930T	142	14	43	182	64	16	35	17	47	28	24	7	16	9	9
CPCT02020934T	317	39	50	96	229	41	25	47	13	42	39	6	28	16	14
CPCT02020939T	39	8	52	33	46	8	18	18	37	17	9	9	44	6	4
CPCT02020670T	803	52	93	32	235	81	77	72	26	35	61	7	64	1	22
CPCT02020837TII	12	10	16	78	43	18	38	43	4	7	168	21	47	16	43
CPCT02030459T	0	38	190	7	32	8	31	55	33	17	6	99	103	176	16
CPCT02350019T	0	3	2	22	7	5	12	12	4	4	0	2	7	5	0
CPCT02050424T	2428	91	96	102	943	410	123	242	348	173	469	16	0	32	53
CPCT02340064T	70	35	49	41	41	20	13	55	16	10	15	0	24	10	10
CPCT02011045TII	69	50	83	21	61	0	18	19	52	11	13	16	41	11	0
CPCT02120189T	199	36	23	243	112	22	13	38	88	70	28	17	20	34	26
CPCT02010754T	76	21	71	61	55	13	47	67	24	24	8	7	9	9	12
CPCT02020868T	82	12	51	29	17	21	12	32	36	22	14	9	38	6	7
CPCT02060286T	316	33	30	76	199	74	50	21	133	30	57	10	89	2	11
CPCT02060288T	90	114	194	45	67	25	101	36	12	22	17	23	5	56	7
CPCT02120193T	65	16	69	54	45	32	4	30	29	15	38	12	47	16	14
CPCT02120187T	85	53	38	29	41	7	40	32	36	29	23	31	51	51	24
CPCT02120191T	98	24	101	32	80	34	53	24	47	31	4	7	128	2	11
CPCT02080304T	6	15	103	20	33	12	46	35	28	0	13	15	14	12	17
CPCT02080307T	128	32	33	95	62	0	64	30	90	41	51	9	60	2	1
CPCT02080303T	66	10	16	29	49	15	0	33	10	5	15	1	4	6	42
CPCT02340067T	6	206	277	50	64	28	192	71	5	44	20	8	90	35	0
CPCT02030461T	1763	65	191	341	451	177	195	155	0	801	188	36	11	29	22
CPCT02020919T	112	108	0	53	30	23	0	28	18	28	73	93	6	119	14
CPCT02050432T	25	15	71	22	49	38	21	26	31	12	2	2	57	7	0
CPCT02120110T	19	25	208	47	22	15	42	62	17	21	0	1	28	0	1
CPCT02080308T	12	22	45	23	28	1	1	27	31	10	5	9	29	5	3
CPCT02020951T	6	4	31	9	9	13	9	22	13	19	9	2	4	17	8
DRUP01060009T	31	141	361	112	58	0	0	271	4	19	27	25	97	50	0
CPCT02020949T	467	28	44	61	50	31	0	49	26	31	216	18	45	17	0
CPCT02020960T	153	39	81	80	78	22	90	21	51	50	23	25	63	19	12
WIDE01010033T	0	3	43	0	12	0	13	14	28	3	16	2	16	6	0
CPCT02340115T	256	73	61	54	96	51	6	35	18	22	114	15	33	28	14
CPCT02050322T	184	22	48	145	78	8	69	68	92	55	12	21	23	30	0
CPCT02050046T	114	24	87	60	93	37	11	57	46	21	14	13	48	13	0
CPCT02050331T	0	25	43	31	11	12	0	27	3	5	3	5	15	0	9
WIDE01010071T	112	22	23	19	51	2	39	11	52	10	16	616	25	0	55
CPCT02020895TII	11	22	112	69	61	3	6	10	10	38	28	6	46	13	7
CPCT02030468T	69	51	69	53	9	17	0	86	41	9	13	115	36	10	13
CPCT02020959T	37	59	60	33	40	3	35	34	49	10	26	6	13	35	10
CPCT02080313T	72	20	36	25	37	7	53	0	30	38	16	16	19	12	0
CPCT02080311T	52	10	29	34	70	28	11	36	63	17	58	19	42	0	18
CPCT02011108T	133	588	87	43	98	0	121	43	127	55	35	55	47	71	31
CPCT02080314T	185	20	16	22	146	37	0	52	17	37	135	42	8	57	14
CPCT02020694T	204	50	24	104	36	21	74	89	0	37	22	12	10	13	0
CPCT02020672T	6	4	20	6	16	0	38	135	0	11	0	4	39	4	25
WIDE01010123T	104	11	35	11	54	14	0	19	25	14	33	10	26	2	0
CPCT02020665T	94	21	24	48	48	39	59	69	6	16	29	33	28	24	19
CPCT02080207T	89	10	71	23	22	27	70	89	0	11	13	20	26	9	0
CPCT02060291T	587	9	10	121	136	45	116	54	6	29	96	16	22	8	5
CPCT02050441T	0	53	62	20	43	8	52	7	3	4	15	3	57	10	24
CPCT02050440T	155	133	45	81	79	0	78	31	42	55	29	22	47	49	10
CPCT02050438T	300	37	37	53	139	26	56	33	8	77	37	12	22	8	0
DRUP01230001T	665	22511	6073	534	950	733	0	582	0	11	283	383	275	400	5883
CPCT02080205T	165	105	174	50	140	76	120	73	0	29	37	45	20	88	3
CPCT02020714T	45	19	29	37	13	8	25	162	19	23	15	17	13	5	18
WIDE01010172T	264	221	123	85	139	40	129	29	0	35	87	158	30	215	43
CPCT02340081T	3	5	21	13	11	0	17	215	11	4	6	5	7	8	0
CPCT02010801T	5	113	129	3	64	10	30	64	16	25	11	59	110	127	18
CPCT02010794T	404	72	129	247	108	178	263	79	8	25	25	470	23	11	57
CPCT02340083T	377	57	54	7	78	1	99	159	0	41	27	13	31	18	4
CPCT02050347T	25	2	6	60	0	8	0	129	18	6	7	6	3	0	0
CPCT02120198T	180	56	44	76	60	14	63	34	69	28	25	8	32	31	10
CPCT02120199T	45	57	74	37	36	20	10	44	18	71	28	69	39	95	45
WIDE01010255T	872	26	114	141	436	151	138	76	18	59	114	9	49	23	30
CPCT02040241T	206	32	54	46	71	45	51	77	14	27	26	11	77	2	11
WIDE01010305T	412	31	85	62	184	46	0	37	123	31	25	16	53	0	0
WIDE01010314T	113	1	109	150	41	20	0	43	54	62	67	18	58	8	47
CPCT02060228T	88	36	130	223	82	17	95	53	0	53	3	12	34	18	27
WIDE01010328T	45	12	54	31	54	28	58	28	6	94	34	5	61	1	0
CPCT02030479T	401	21	10	227	154	79	34	111	59	60	30	13	1	6	6
CPCT02040246T	189	33	17	106	36	18	0	46	47	44	42	19	30	4	9
WIDE01010376T	55	19	68	39	23	14	0	28	26	11	9	3	16	12	8
WIDE01010381T	298	1348	402	16	129	6	96	38	44	66	80	146	22	281	0
WIDE01010392T	114	33	44	35	44	29	47	35	28	84	37	10	33	29	21
CPCT02080221T	8	4	0	61	46	6	0	93	35	5	2	8	0	13	6
CPCT02020723T	3	30	22	22	40	5	0	40	32	11	0	20	6	0	13
CPCT02020736T	113	12	157	67	61	34	0	125	58	26	16	19	72	25	0
CPCT02020743T	52	11	36	12	37	23	21	86	68	20	5	1	36	12	0
CPCT02020739T	317	10	107	72	235	54	62	176	222	126	28	10	145	7	0
CPCT02050365T	304	41	57	93	90	26	0	120	80	23	19	19	82	5	0
CPCT02020670TII	815	54	101	18	262	82	81	92	31	36	54	10	68	2	21
CPCT02030490T	101	48	91	150	75	62	5	103	64	31	16	22	38	9	25
CPCT02300042T	239	54	107	88	169	13	97	101	28	28	43	12	50	42	38
CPCT02020700T	124	30	44	50	110	0	63	42	14	20	6	6	36	8	9
CPCT02220050T	50	93	67	232	48	114	232	75	0	25	12	46	57	61	25
CPCT02050370T	637	117	70	127	165	126	121	50	53	71	69	31	42	6	15
CPCT02050373T	2	0	17	16	19	10	14	61	0	10	5	2	50	16	1
CPCT02080234T	647	65	114	775	274	259	400	101	0	38	113	40	0	14	95
CPCT02030499T	115	43	15	49	19	33	28	66	11	41	24	9	28	29	8
CPCT02020770T	267	16	45	64	153	25	106	64	43	0	19	21	17	34	6
CPCT02050376T	13	1	110	0	57	4	5	67	14	0	14	15	156	16	0
CPCT02080239T	68	6	25	17	51	15	10	27	40	5	4	8	32	5	4
CPCT02050301T	106	9	22	59	48	5	35	77	41	23	18	12	9	12	0
CPCT02080242T	207	66	35	44	96	28	46	89	25	36	42	6	41	10	8
CPCT02020789T	308	77	31	45	100	57	43	53	23	33	21	1283	31	14	24
CPCT02020796T	59	42	160	0	74	64	216	123	34	16	89	10	161	9	14
CPCT02220057T	320	42	74	54	146	24	93	86	110	60	58	11	33	0	0
CPCT02340098T	145	48	37	43	46	33	67	125	8	24	29	0	16	19	8
CPCT02340097T	224	64	72	47	42	39	21	51	18	42	13	4	63	18	0
CPCT02170038T	111	37	65	30	28	16	0	100	39	18	32	8	50	7	0
CPCT02010920T	7	3	0	33	14	42	39	51	24	1	5	14	6	10	3
CPCT02050399T	2	12	70	50	0	15	53	119	13	11	7	14	56	14	0
CPCT02050404T	5	29	64	22	15	4	7	52	35	4	5	17	38	4	8
CPCT02050402T	38	37	30	64	42	12	0	159	25	17	13	5	4	24	0
CPCT02060256T	80	30	80	41	45	30	63	55	6	37	22	11	21	13	15
CPCT02080259T	113	38	44	97	51	41	26	52	0	5	26	30	2	58	24
CPCT02020813T	136	22	71	68	61	30	0	46	72	14	18	26	16	22	8
CPCT02020785T	1522	98	336	98	534	287	88	112	439	224	298	27	119	8	15
CPCT02020810T	66	12	5	61	56	38	17	47	39	11	52	6	9	7	0
CPCT02020821T	149	52	51	175	95	45	9	98	26	59	14	18	101	26	0
CPCT02340100T	876	535	169	212	286	124	161	69	123	113	51	105	21	172	0
CPCT02080266T	2	13	43	29	39	27	38	66	65	21	17	15	48	29	36
CPCT02010941T	465	38	13	250	26	19	139	144	38	46	52	23	25	10	0
CPCT02020822T	323	16	9	120	136	113	70	104	50	158	70	42	24	27	2
CPCT02020819T	134	2	67	0	138	0	21	26	51	29	19	9	52	4	40
CPCT02050405T	159	21	32	64	52	68	43	72	0	14	38	7	30	2	10
CPCT02020837T	6	8	27	33	9	14	32	82	8	7	21	7	23	6	15
CPCT02340102T	69	21	38	34	14	18	17	40	14	19	10	8	31	7	23
DRUP01060021T	341	120	311	170	146	159	30	140	186	60	61	48	73	54	6
DRUP01060019T	0	221	170	173	124	48	159	55	0	60	20	18	0	92	0
DRUP01060018T	0	171	145	153	98	32	157	54	0	59	25	19	0	86	0
CPCT02070394T	2	311	415	0	63	754	0	135	346	0	84	28	137	11	108
CPCT02080269T	417	94	33	149	176	88	153	185	30	37	49	136	32	198	10
CPCT02030459TII	4	81	216	0	40	8	63	59	77	19	12	57	139	72	29
CPCT02050411T	272	44	50	117	97	44	0	46	123	36	46	12	24	19	27
CPCT02030547T	83	13	36	52	10	19	13	97	0	30	0	8	9	12	0
CPCT02020828T	36	11	16	41	17	5	6	55	18	6	5	4	28	5	2
CPCT02080270T	129	30	100	80	33	17	64	67	3	27	17	1	53	11	6
CPCT02060133T	2	7	1	30	8	8	0	32	34	5	0	1	1	9	7
CPCT02050276TII	76	34	26	40	38	19	46	34	17	19	7	11	26	8	9
CPCT02080271T	87	38	10	42	57	0	32	103	32	5	3	15	42	10	36
CPCT02050243T	24	14	65	25	14	41	38	87	0	3	10	1	121	10	0
CPCT02060126T	95	19	64	6	56	9	40	46	7	20	24	4	51	10	4
DRUP01010106T	131	117	33	17	33	2370	0	51	0	11	78	54	0	2	8
CPCT02050245T	105	37	279	69	60	40	0	86	74	16	33	1	83	13	0
CPCT02030548T	106	12	35	81	78	12	0	40	48	19	27	14	9	13	1
CPCT02050415T	161	21	14	86	52	13	32	62	98	34	24	13	27	34	7
CPCT02020853T	139	5	24	25	54	11	51	30	0	11	7	16	1	0	2
CPCT02020506TII	483	66	69	175	207	28	0	190	78	17	63	18	20	0	0
DRUP01080021T	165	130	192	39	220	68	156	35	0	46	41	46	51	103	1
CPCT02020854T	37	14	11	26	36	21	31	88	0	18	13	8	29	5	3
CPCT02010994T	155	19	48	48	50	0	0	27	63	26	3	9	30	0	6
DRUP01080022T	528	19	57	532	131	155	335	51	0	16	198	44	16	2	56
CPCT02020863T	326	63	32	128	195	58	64	66	57	77	46	17	36	21	16
CPCT02050276T	74	34	29	58	32	11	56	96	21	14	4	3	23	9	0
CPCT02030552T	173	18	24	25	62	3	47	62	0	34	16	15	27	7	1
CPCT02080275T	507	38	51	165	105	63	133	42	7	48	33	25	19	36	28
CPCT02030553T	720	12	78	111	245	95	35	141	97	205	147	7	42	14	3
CPCT02120062T	556	20	31	164	420	102	59	152	166	9	159	4	0	1	18
CPCT02020615T	70	120	41	84	66	63	37	150	51	80	5	54	98	61	15
CPCT02050421T	216	305	90	243	89	92	199	66	0	39	35	32	85	21	0
CPCT02120053T	180	40	23	78	73	55	19	94	80	29	25	16	73	0	0
CPCT02020626T	164	17	59	64	63	52	15	84	50	22	23	24	39	11	0
CPCT02120055T	54	83	63	60	44	13	12	192	0	12	4	10	23	8	15
CPCT02070422T	93	173	106	47	53	1645	0	39	30	72	60	41	38	36	0
CPCT02120058T	90	21	33	82	74	37	0	114	23	41	8	12	29	12	0
CPCT02170017T	107	101	92	72	56	34	30	64	86	15	0	43	48	75	1
CPCT02020609T	1172	119	128	269	242	243	64	176	74	194	77	26	66	41	17
CPCT02050249T	65	21	200	23	40	75	59	143	0	33	56	8	43	8	4
CPCT02060146T	4	117	131	98	55	36	96	107	0	23	21	11	0	58	0
CPCT02060049T	6	7	80	1	16	19	0	17	32	3	2	9	8	5	2
CPCT02050159T	478	57	105	77	127	77	15	29	100	21	75	10	88	15	0
CPCT02010550T	225	37	20	126	56	23	14	29	78	21	24	16	8	2	0
CPCT02010534T	5	0	5	40	4	13	0	12	16	7	8	2	2	10	4
CPCT02050079TII	0	1	15	0	25	9	27	59	10	8	7	5	4	18	13
CPCT02050170T	0	14646	2536	0	331	0	0	115	0	0	0	165	1180	288	502
CPCT02050168T	109	64	94	96	35	30	0	37	57	30	22	17	53	15	10
CPCT02020509T	21	0	34	24	17	10	0	36	15	4	8	7	18	17	0
CPCT02050073TII	28	7	44	29	15	29	31	50	73	20	25	20	68	22	0
CPCT02020511T	540	18	70	28	195	70	53	90	44	52	84	10	18	19	40
CPCT02010565T	137	11	102	118	58	34	0	56	82	65	13	17	39	28	44
CPCT02020517T	230	6	59	35	62	20	88	25	0	61	24	18	21	9	0
CPCT02010393TII	316	49	61	0	178	67	97	56	15	0	63	9	137	21	17
CPCT02050181T	7	550	706	25	0	0	89	49	40	41	214	16	11	31	0
CPCT02020519T	356	23	102	111	87	72	38	46	0	39	56	14	43	22	0
CPCT02020520T	401	14	36	50	173	87	101	48	103	20	30	23	56	14	5
CPCT02060092T	33	25	29	67	3	0	8	29	35	42	4	6	10	3	8
CPCT02080116T	637	82	150	190	250	87	112	51	107	218	50	40	57	6	3
CPCT02080113T	148	13	38	57	24	21	16	24	88	19	7	9	7	6	19
CPCT02050194T	268	14	68	24	92	75	58	53	58	43	12	13	79	8	0
CPCT02050193T	222	38	77	68	110	59	0	39	25	59	56	8	109	9	0
CPCT02030350T	12	24	104	20	14	29	54	42	7	9	11	22	49	8	7
CPCT02080123T	629	86	84	48	233	100	30	82	11	40	83	31	128	41	0
CPCT02020542T	3	61	63	2	44	27	165	36	23	10	25	12	26	15	49
CPCT02010505T	0	12	14	7	44	0	14	95	17	26	0	8	35	3	38
CPCT02020553T	5	31	60	9	21	12	27	33	9	19	0	6	40	3	8
