Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
SP95454	18053	3963	1208	3639	1022	437	0	0	0	0	0	0	0	0	0
SP94741	37639	6871	1665	6221	1586	1150	0	0	0	0	0	0	0	0	0
SP90209	57125	27641	34155	8291	0	0	0	0	0	0	0	0	0	0	0
SP90989	40853	2836	2359	3189	662	726	0	0	3	0	0	0	0	0	0
SP93540	71406	7836	2247	11616	0	2935	0	0	0	0	0	0	0	0	0
SP93227	58893	11125	54098	5223	0	0	0	0	0	0	0	0	0	0	0
SP94348	35924	5127	1048	6894	522	851	0	0	0	0	0	0	0	0	0
SP94588	21	120	50	3	48	4	6	0	41	42	28	132	38	0	0
SP90725	11	76	9	8	1	0	2	162	7	26	8	0	58	0	39
SP94236	17	0	9	6	0	15	9	190	29	43	101	56	34	2	0
SP93772	22	27	38	4	43	0	5	0	33	45	27	100	37	4	0
SP92195	18	84	85	0	42	5	7	0	46	51	85	68	14	9	0
SP89957	139	92	31	0	2	6	6	14	2	48	35	57	43	4	0
SP92268	87	47	27	10	13	0	5	154	6	47	22	20	0	0	0
SP92707	25	74	16	0	16	0	4	0	1	46	13	132	0	6	0
SP89687	90	67	23	0	0	0	0	0	53	35	103	109	8	12	0
SP90269	1	194	18	21	9	11	5	0	22	36	28	77	24	42	0
SP94933	24045	24658	856	1027	13451	0	75	0	0	0	0	0	0	174	0
SP95126	156	12	74	17	0	0	0	0	95	0	165	289	8	0	0
SP95646	25	40	66	5	1	9	5	135	21	44	114	20	3	17	0
SP89443	25	81	19	0	0	21	3	0	8	68	62	36	38	10	0
SP89651	20	42	13	9	3	2	1	0	41	27	57	46	5	17	0
SP94060	17	68	0	13	0	0	4	113	0	48	49	41	22	2	0
SP92787	5	26	29	0	9	3	1	0	20	64	38	84	0	13	0
SP92723	39	145	13	20	8	4	2	0	12	25	34	122	6	4	0
SP92364	37959	8531	4126	4120	4601	276	12	0	0	0	0	0	0	59	0
SP95406	10	24	40	21	1	0	0	10	9	48	8	117	9	7	0
SP91746	12	0	35	1	0	0	0	153	22	20	21	27	21	11	0
SP92332	40	46	123	18	7	0	2	0	127	15	213	117	9	2	1
SP91730	26	32	36	26	37	3	1	0	539	17	142	106	24	0	0
SP92947	48	48	21	9	9	3	0	294	8	22	15	0	19	11	0
SP91666	89	171	32	4	29	26	0	0	10	23	102	50	0	10	0
