Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP77443	718	0.997	162.957	22.696%	27.755	8.029%	0.09336	0.997
SP72118	663	0.998	116.442	17.563%	19.039	5.891%	0.14403	0.998
SP76891	547	0.997	114.22	20.881%	19.214	7.467%	0.14022	0.997
SP125732	7743	0.999	937.39	12.106%	318.012	6.204%	0.03473	0.999
SP125716	764	0.997	156.879	20.534%	26.317	8.07%	0.11365	0.997
SP125746	47457	1.0	3386.993	7.137%	1012.239	3.302%	0.01683	1.0
SP125797	740	0.998	130.848	17.682%	22.294	6.826%	0.09275	0.998
SP76057	573	0.998	116.557	20.342%	19.005	6.766%	0.11301	0.998
SP69565	1488	0.997	227.752	15.306%	39.353	7.97%	0.0428	0.997
SP75202	372	0.996	93.427	25.115%	16.776	11.739%	0.10478	0.996
SP110736	533	0.998	101.226	18.992%	16.503	6.539%	0.09185	0.998
SP107774	542	0.999	102.173	18.851%	16.543	4.938%	0.11161	0.999
SP110779	628	0.995	188.805	30.064%	29.832	11.681%	0.25111	0.994
SP107805	532	0.996	111.149	20.893%	18.523	8.625%	0.0785	0.996
SP110789	1169	0.989	223.089	19.084%	46.587	14.674%	0.07078	0.987
SP71846	631	0.996	143.857	22.798%	23.756	9.309%	0.17255	0.995
SP70122	623	0.999	75.556	12.128%	12.177	3.731%	0.04894	0.999
SP71404	1281	0.999	157.836	12.321%	29.914	4.818%	0.04139	0.999
SP76955	537	0.998	102.208	19.033%	20.634	6.596%	0.09934	0.998
SP107781	320	0.992	80.435	25.136%	12.754	12.53%	0.13386	0.991
SP70202	859	0.996	137.232	15.976%	23.622	9.423%	0.04998	0.995
SP70677	210	0.98	69.004	32.859%	12.396	20.125%	0.18957	0.977
SP70082	216	0.99	66.043	30.575%	10.998	14.224%	0.1714	0.99
SP70288	835	0.999	123.134	14.747%	20.122	4.89%	0.05738	0.999
SP70266	401	0.995	105.805	26.385%	17.409	10.584%	0.11149	0.994
SP107956	843	0.998	164.999	19.573%	27.056	6.825%	0.07689	0.998
SP70956	380	0.998	78.666	20.702%	14.543	9.541%	0.07844	0.998
SP108017	289	0.995	69.58	24.076%	11.592	10.21%	0.15905	0.995
SP71536	359	0.997	70.981	19.772%	12.096	7.705%	0.08812	0.997
SP70756	463	0.997	95.367	20.598%	15.316	8.304%	0.09046	0.997
SP76675	1370	0.997	211.409	15.431%	37.614	7.775%	0.05456	0.997
SP71480	569	0.998	125.175	21.999%	20.709	7.122%	0.09992	0.998
SP70313	391	0.996	75.034	19.19%	12.552	9.412%	0.08127	0.995
SP73319	368	0.997	84.489	22.959%	13.053	7.662%	0.1312	0.997
SP107813	633	0.999	102.217	16.148%	16.567	5.67%	0.06161	0.999
SP77339	484	0.998	97.526	20.15%	16.558	6.747%	0.16144	0.998
SP76017	389	0.994	113.126	29.081%	17.653	11.904%	0.25592	0.993
SP76915	487	0.99	129.23	26.536%	22.142	14.076%	0.14438	0.989
SP71974	2089	0.999	195.683	9.367%	34.862	4.513%	0.02149	0.999
SP70178	816	0.998	128.234	15.715%	23.391	5.934%	0.1024	0.998
SP107920	523	0.997	105.967	20.261%	16.966	7.492%	0.09499	0.997
SP110798	417	0.999	73.946	17.733%	11.82	5.807%	0.1221	0.999
SP107952	633	0.997	129.16	20.404%	22.011	8.01%	0.0885	0.997
SP70465	412	0.996	97.042	23.554%	14.597	9.544%	0.09876	0.996
SP70780	683	0.999	93.783	13.731%	16.526	4.919%	0.0567	0.999
SP110803	381	0.944	159.912	41.972%	33.636	33.614%	0.19778	0.932
SP107915	431	0.998	87.034	20.194%	13.576	6.924%	0.08398	0.998
SP71132	832	0.999	119.443	14.356%	18.443	4.383%	0.07873	0.999
SP71552	718	0.998	121.599	16.936%	19.337	6.262%	0.06028	0.998
SP69573	309	0.998	71.789	23.233%	11.566	7.991%	0.1144	0.998
SP75681	476	0.996	109.727	23.052%	21.282	9.23%	0.10605	0.996
SP107874	813	0.999	114.628	14.099%	19.884	4.64%	0.0535	0.999
SP110816	308	0.996	77.583	25.189%	12.247	9.23%	0.12329	0.996
SP77203	2420	0.999	214.734	8.873%	37.207	4.376%	0.01965	0.999
SP76515	566	0.998	102.918	18.183%	16.127	6.579%	0.07823	0.998
SP110770	614	0.998	97.449	15.871%	17.567	6.817%	0.05784	0.998
SP69812	264	0.994	74.378	28.173%	12.257	11.755%	0.17308	0.994
SP76136	1058	0.991	268.386	25.367%	50.995	14.127%	0.08833	0.99
SP70106	667	0.871	258.961	38.825%	89.438	50.894%	0.34969	0.844
SP108059	384	0.997	88.242	22.98%	13.473	8.538%	0.08948	0.997
SP108020	533	0.998	91.83	17.229%	15.446	6.677%	0.0627	0.998
SP76867	543	0.999	84.918	15.639%	15.443	6.093%	0.05876	0.999
SP108088	494	0.998	95.61	19.354%	16.028	7.809%	0.06444	0.997
SP71734	456	0.998	86.107	18.883%	13.641	6.712%	0.07798	0.998
SP76001	264	0.994	72.201	27.349%	11.893	11.807%	0.20726	0.993
SP108033	542	0.998	112.873	20.825%	19.84	7.569%	0.08674	0.998
SP110822	655	0.997	129.602	19.787%	22.814	8.185%	0.08954	0.996
SP69762	463	0.997	89.44	19.317%	14.623	7.525%	0.07789	0.997
SP107945	594	0.998	104.302	17.559%	17.655	6.548%	0.07012	0.998
SP107770	382	0.998	71.407	18.693%	11.143	7.204%	0.08657	0.998
SP73263	604	0.999	93.917	15.549%	16.971	5.529%	0.06422	0.999
SP77131	730	0.999	96.657	13.241%	15.549	4.005%	0.05124	0.999
SP75322	1763	0.997	260.7	14.787%	57.805	7.325%	0.06802	0.997
