Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP18310	133982	1.0	6571.174	4.905%	1677.832	1.835%	0.00926	1.0
SP17172	39880	1.0	5314.639	13.327%	2095.938	7.301%	0.03903	1.0
SP96133	77388	1.0	4973.19	6.426%	1411.378	2.678%	0.01456	1.0
SP110242	124495	1.0	6587.681	5.292%	1724.034	2.169%	0.00918	1.0
SP114330	1288	0.998	200.346	15.555%	40.139	6.425%	0.05865	0.998
SP21017	112379	1.0	4206.083	3.743%	950.593	1.256%	0.00826	1.0
SP22383	79288	1.0	5421.215	6.837%	1517.709	2.764%	0.01692	1.0
SP81312	11589	0.999	1151.807	9.939%	245.207	3.713%	0.03119	0.999
SP22031	3494	1.0	384.036	10.991%	98.688	4.278%	0.0408	1.0
SP96112	753	0.997	156.468	20.779%	27.04	7.969%	0.09134	0.997
SP19215	73731	0.999	7440.621	10.092%	2537.765	5.103%	0.02212	0.999
SP96120	2015	0.999	260.714	12.939%	49.904	5.459%	0.04474	0.998
SP16886	7663	0.997	1079.951	14.093%	382.356	8.034%	0.03832	0.997
SP96124	1637	0.999	228.87	13.981%	41.544	4.845%	0.05884	0.999
SP19295	4278	0.999	482.379	11.276%	119.666	4.659%	0.05188	0.999
SP19670	1150	0.999	185.564	16.136%	33.986	5.587%	0.07794	0.999
SP17905	25666	0.984	9091.849	35.424%	2172.594	18.042%	0.24162	0.983
SP16934	1534	0.999	200.839	13.093%	35.336	5.153%	0.05773	0.999
SP20993	2004	0.999	282.993	14.121%	53.282	5.226%	0.06162	0.999
SP19983	2272	0.999	335.426	14.763%	58.523	5.568%	0.06773	0.998
SP18121	100030	1.0	6462.303	6.46%	1637.058	2.608%	0.01557	1.0
SP96122	2474	0.999	370.217	14.964%	70.783	5.505%	0.09163	0.998
SP119755	2411	0.999	274.286	11.376%	48.314	4.198%	0.04335	0.999
SP96126	3300	0.999	570.106	17.276%	121.086	6.405%	0.13567	0.999
SP19606	1000	0.998	132.151	13.215%	22.711	6.152%	0.04696	0.998
SP96118	9465	0.992	2599.603	27.465%	1056.247	19.9%	0.08702	0.992
SP21528	1302	0.999	228.778	17.571%	37.786	5.537%	0.08326	0.999
SP21400	10551	1.0	915.858	8.68%	259.908	3.851%	0.02401	1.0
SP23078	1053	0.99	253.944	24.116%	52.728	14.378%	0.11418	0.989
SP17430	626	0.995	164.835	26.331%	25.706	10.295%	0.1201	0.995
