Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
SP135192	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
SP135335	8	0	0	9	0	0	0	0	2	0	0	14	0	0	23
SP135278	1	1	0	0	2	2	0	0	4	0	10	4	0	0	0
SP135287	48833	389	8976	6081	0	0	0	0	0	0	0	0	0	0	0
SP135345	57	2	0	34	0	0	6	0	10	0	15	120	0	0	39
SP85122	73167	2563	17079	7631	0	0	0	0	0	0	0	0	0	0	0
SP84384	72696	603	26427	1912	0	0	0	0	0	0	0	0	0	0	0
SP135184	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0
SP135226	49	0	0	82	0	0	0	1	0	0	33	17	29	0	18
SP135436	448	57	47	443	0	0	20	0	41	0	76	46	93	0	35
SP135262	11	0	6	25	0	0	11	0	3	0	55	10	0	0	12
SP135431	538	1	56	746	0	0	94	7	20	8	105	35	5	0	17
SP135425	181	0	16	163	0	0	43	0	21	152	58	150	0	0	56
SP135222	114	27	6	191	0	5	8	0	12	0	76	10	0	0	23
SP135230	95	22	10	45	0	0	6	0	1	39	19	33	37	0	3
SP135205	26	6	13	13	0	0	0	0	0	0	16	6	12	7	0
SP135180	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3
SP135213	93	2	10	50	0	0	3	0	75	0	35	0	74	0	10
SP135217	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SP135405	73	0	4	10	0	410	8	0	69	0	156	78	0	0	0
SP135238	0	0	0	0	5	0	0	0	0	0	1	1	0	0	1
SP135270	174	10	6	112	0	0	8	8	187	224	79	0	20	0	37
SP135411	75	7	18	39	0	0	0	0	2	49	29	45	20	0	0
SP135188	27	0	11	15	0	0	29	2	6	27	0	41	27	0	15
SP135194	124	0	0	102	0	0	1	2	3	38	7	24	41	0	25
SP135186	85	0	9	108	0	0	10	0	15	0	34	44	128	0	0
SP135420	222	16	18	0	0	0	20	0	18	218	139	85	8	9	24
SP135258	17	5	1	30	0	0	0	0	6	0	4	5	2	0	0
SP135234	310	8	5	341	0	0	48	1	40	165	81	94	28	0	25
SP135293	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0
SP135393	137	1	9	130	0	0	113	1	13	28	16	64	20	0	65
SP135299	123	0	19	248	0	0	95	0	4	0	13	39	276	0	0
SP135415	21	0	9	21	0	0	4	0	3	42	24	3	71	0	0
SP135310	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SP135323	8	0	1	0	0	0	0	0	3	0	0	0	114	0	21
SP135390	5	0	0	12	0	0	2	0	3	0	11	9	0	0	3
SP135209	7	0	4	7	0	9	8	2	0	0	19	0	15	0	5
SP135240	137	0	7	177	0	0	10	0	15	286	11	0	51	0	0
SP135182	1280	71	139	443	0	0	47	0	28	646	0	126	0	0	48
SP85251	27	0	19	137	24	0	0	2	10	0	131	32	17	0	17
SP84408	37	0	5	67	0	0	13	0	0	0	13	34	112	0	0
SP84491	780	94	0	885	0	296	250	55	163	82	78	446	89	0	29
SP84743	372	21	31	80	0	0	1925	36	51	223	0	95	0	282	68
SP83967	90	0	21	53	26	0	6	0	18	56	166	22	20	0	3
SP105253	476	53	40	600	0	254	207	7	41	185	64	30	106	0	19
SP84998	296	2	10	89	0	260	0	0	0	99	94	12	25	0	28
SP84062	0	2	8	8	18	0	2	11	8	56	0	37	7	0	54
SP84982	42407	53	9028	1400	0	0	88	0	0	0	0	0	0	0	0
SP84790	216	4	49	214	0	0	215	9	18	0	242	172	0	0	80
SP105673	123	6	3	40	0	86	6	12	781	0	143	96	76	0	5
SP85339	504	0	0	439	0	504	35	4	20	0	71	21	0	56	0
SP84719	289	10	223	72	0	48	19	0	21	45	72	51	10	0	1
SP105425	631	28	77	559	0	0	64	6	14	0	20	23	106	88	7
SP84056	218	61	0	89	0	0	43	12	191	714	0	0	0	0	0
SP105261	128	1	0	0	16	23	21	2	36	229	32	21	23	0	0
SP85379	621	37	0	624	0	91	163	25	35	0	64	171	0	0	40
SP105086	242	31	0	150	23	252	9	2	143	0	313	179	0	42	187
SP84392	73347	908	22310	5610	0	0	0	0	0	0	0	0	0	0	0
SP105018	160	0	50	264	0	0	165	0	3780	0	45	197	38	0	8
SP84858	673	15	17	113	0	47	57	6	195	538	162	0	0	0	106
SP84086	62	0	0	387	0	0	10	8	79	0	0	29	38	0	26
SP105213	235	0	4	225	0	0	18	0	49	0	92	82	0	227	66
SP105577	231	2	25	0	0	0	10	7	47	346	43	7	12	78	5
SP85431	58	0	0	183	0	0	0	7	26	0	54	51	124	0	20
SP84962	120	0	47	181	0	0	11	0	37	184	79	41	0	0	12
SP105006	191	5	0	0	0	251	12	11	77	62	97	142	19	79	37
SP84439	64427	0	27527	3300	0	0	625	0	0	0	0	0	0	0	0
SP105159	122	0	31	67	3	86	3	0	14	6	214	31	43	0	53
SP85230	37	0	0	0	0	0	0	24	605	96	0	18	252	0	15
SP84922	1013	27	88	301	0	0	216	27	62	49	60	478	0	5	0
SP85130	579	0	29	392	35	0	38	7	31	0	329	40	98	0	0
SP104984	197	15	0	129	0	81	20	4	18	111	68	26	16	0	62
SP85222	37	0	26	54	17	54	4	0	0	0	0	1	97	22	0
SP105375	527	21	40	708	0	0	943	16	16	772	0	39	0	0	5
SP85287	159	40	9	464	10	0	10	8	22	0	0	98	107	108	14
CPCT02060042T	3	5	3	25	0	0	0	62	5	51	0	12	35	0	16
CPCT02130027T	0	7	0	80	0	97	14	207	19	0	54	7	53	153	7
CPCT02290024T	615	40	0	835	0	30	48	244	28	0	0	169	12	733	0
CPCT02230080T	533	51	0	471	0	126	82	177	22	0	39	0	73	221	2
CPCT02070282T	328	0	0	56	0	702	108	108	0	0	145	0	120	145	85
CPCT02060201T	421	26	26	477	0	307	53	251	54	0	0	0	22	0	30
CPCT02010752T	145	3	0	0	0	0	34	223	48	260	4	0	0	0	24
CPCT02130046T	386	0	0	254	0	277	143	195	25	0	144	0	0	34	15
CPCT02190033T	369	124	0	0	0	1373	93	285	51	0	0	27	0	0	75
WIDE01010213T	394	38	0	0	0	316	134	230	487	179	58	95	0	280	3
CPCT02440010T	507	52	0	295	0	610	471	357	34	0	0	78	285	0	4
WIDE01010272T	247	27	0	0	0	395	11	68	12	0	25	0	57	16	46
DRUP01070085T	52360	1961	7574	1268	6317	19959	323	1339	0	0	0	0	0	0	0
CPCT02380045T	173	57	0	309	0	977	92	206	23	0	0	124	0	0	20
CPCT02150013T	140	31	3	0	47	0	34	215	25	301	28	28	11	0	2
CPCT02010769T	272	63	0	211	5	119	177	171	89	0	60	107	0	8	75
CPCT02450014T	21681	230564	2088	4383	6955	0	544	1271	0	0	0	0	0	0	0
CPCT02130122T	27	66	26	0	0	679	6	173	54	93	59	0	7	0	40
CPCT02230107T	780	65	0	0	0	712	69	147	0	0	42	32	96	73	13
DRUP01090017T	430	56	0	23	0	1253	810	328	31	0	0	96	368	0	1
CPCT02020781T	203	0	0	0	0	375	17	300	495	247	0	115	172	445	18
CPCT02310016T	266	8	20	210	0	0	106	194	0	0	0	167	0	177	53
CPCT02300050T	653	9	16	0	0	739	218	228	89	0	0	13	485	0	0
CPCT02020808T	500	61	0	0	0	767	26	129	359	0	104	0	0	0	35
CPCT02050414T	271	33	0	294	0	1156	28	172	70	0	146	0	19	289	59
CPCT02230042T	16	2	0	81	0	0	8	151	6	52	15	0	0	0	1
CPCT02040170T	21	23	0	0	71	53	273	128	18	125	29	10	21	0	44
CPCT02330059T	354	71	0	166	0	984	152	378	69	0	62	75	147	738	35
CPCT02330063T	658	51	0	118	0	717	42	251	36	307	181	103	0	0	54
CPCT02020512T	154	9	30	111	0	496	17	50	12	0	47	5	4	0	51
CPCT02110031T	202	13	0	112	0	245	39	113	37	0	11	0	0	0	473
CPCT02030347T	111926	0	15507	6769	32675	0	0	441	0	0	0	0	0	0	0
CPCT02050179T	585	18	0	0	0	1579	36	265	62	0	73	0	89	373	3
CPCT02010591T	117	60	0	0	0	291	82	144	21	0	168	63	60	17	27
CPCT02170007T	449	0	7	137	0	0	41	340	80	0	266	77	202	74	0
CPCT02210025T	386	55	20	356	0	43	551	464	62	0	38	76	45	0	16
CPCT02030376T	373	0	0	194	0	0	35	161	85	0	91	109	90	0	0
CPCT02050110T	342	4	0	431	0	415	181	159	77	128	0	32	174	280	79
CPCT02030318T	804	96	0	308	0	947	35	181	65	0	0	177	167	0	5
CPCT02100056T	308	0	0	51	0	0	42	102	40	0	0	93	95	0	17
CPCT02030326T	419	0	35	439	0	183	119	127	69	0	0	154	25	0	45
CPCT02120007T	458	76	42	3	0	631	397	240	38	0	1	171	0	0	0
WIDE01010573T	191	13	0	382	0	0	55	137	173	0	481	12	332	498	63
WIDE01010693T	264	21	0	126	0	319	93	88	16	0	23	109	1	9	46
