Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
SP23435	6	29	22	0	0	8	78	1	11	45	5	10	0	0	0
SP112829	1	34	7	0	0	10	85	1	34	23	11	176	16	0	13
SP112947	2	43	0	0	7	7	26	1	18	25	20	18	15	0	143
SP112985	0	0	0	1	3	0	0	0	0	0	0	0	0	0	28
SP112925	6	46	16	14	0	12	0	7	27	21	14	12	29	15	117
SP112937	7	14	0	0	17	7	2	1	10	17	11	3	22	0	11
SP112989	3	22	2	0	1	4	5	1	8	28	6	20	11	1	10
SP111145	28	33	2	0	0	13	82	0	4	64	29	11	0	2	1
SP111143	5	17	16	2	5	7	106	0	21	17	11	9	3	0	0
SP125584	2	2	0	0	0	3	0	2	0	0	1	4	0	0	0
SP111144	14	98	5	11	0	13	15	1	33	77	26	0	22	0	0
SP116296	0	0	0	0	0	0	36	0	1	11	0	3	16	0	3
SP116254	15	65	5	7	5	49	54	2	28	2	0	17	5	0	0
SP116256	17	77	7	3	3	51	4	1	31	1	3	15	28	0	0
SP116274	12	29	0	0	0	12	0	0	7	37	15	5	0	2	0
SP116259	7	69	0	11	0	0	0	0	18	44	5	14	16	7	0
SP116290	0	0	11	0	0	7	31	0	7	5	8	5	8	0	1
SP116258	3	74	16	11	4	29	16	0	22	14	2	11	24	0	0
SP116261	0	0	0	0	0	2	14	0	9	11	4	0	6	0	1
SP23463	0	13	1	3	0	6	3	2	7	4	10	11	0	0	0
SP116268	4	6	0	3	0	0	5	0	10	17	10	7	0	0	0
SP23471	5	22	1	9	0	2	0	0	12	16	7	8	6	0	0
SP116266	5	12	0	21	0	1	9	0	14	24	21	11	10	0	0
SP116264	5	39	25	12	0	0	0	6	29	29	15	15	0	4	0
SP116269	1	40	18	0	0	1	15	2	15	37	22	10	4	0	0
SP116275	16	35	0	8	0	7	0	1	6	47	11	8	0	2	0
SP23447	6	18	0	8	1	3	0	0	1	22	8	9	8	0	0
SP116255	24	81	0	0	0	56	41	2	19	4	3	16	18	0	1
SP23455	5	2	0	4	4	0	25	0	9	1	24	12	7	0	2
SP23475	8	2	4	0	0	0	31	1	6	15	12	3	0	0	0
SP116227	3	82	33	29	3	12	0	0	5	9	8	8	20	0	2
SP116226	3	3	1	0	0	2	31	0	7	12	4	0	0	3	1
SP23443	15	56	9	0	2	0	48	4	27	14	6	6	6	6	0
SP116260	15	27	1	2	0	6	69	0	6	30	3	10	0	0	0
SP116280	20	139	21	45	8	23	0	5	30	57	48	23	25	6	0
SP116224	4	18	1	0	0	11	24	0	4	16	2	0	0	0	1
SP116249	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
SP116232	1	0	0	0	0	0	2	0	4	4	2	4	0	0	0
SP116251	2	0	0	0	0	0	24	0	0	0	7	4	18	2	1
SP116272	10	42	0	0	6	7	0	1	1	46	6	2	0	2	0
SP116286	2	5	0	0	0	0	11	0	8	7	0	6	10	0	0
SP116282	4	21	0	0	1	0	37	0	19	22	6	4	0	5	1
SP116288	2	7	0	0	0	0	2	0	1	0	0	0	10	0	0
SP23467	3	27	0	0	0	7	27	0	5	27	11	4	0	1	2
SP116263	2	6	0	0	0	4	20	0	8	8	14	0	1	0	1
SP116292	4	1	0	0	0	0	32	0	6	12	4	0	1	0	1
SP116248	2	14	0	0	0	3	4	0	0	24	0	7	0	1	0
SP116276	1	1	0	0	0	1	0	0	6	0	0	3	5	0	0
SP116265	15	44	20	26	0	5	0	3	24	49	23	31	23	2	0
SP116267	12	24	0	27	0	1	14	1	18	41	17	23	6	0	1
SP116253	3	26	1	0	3	15	10	0	18	39	20	6	8	2	0
SP23481	1	0	6	0	0	0	10	0	16	5	10	1	0	0	1
SP116233	13	45	0	0	4	52	43	0	17	9	3	10	7	0	0
SP116284	15	32	0	9	0	13	37	0	2	16	2	19	0	1	0
SP116270	0	2	0	0	0	3	37	0	1	15	6	8	3	0	0
