Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP77443	718	0.976	670.855	93.434%	311.778	90.189%	6.29993	0.981
SP72118	663	0.994	354.064	53.403%	130.974	40.529%	1.32929	0.995
SP76891	547	0.991	307.797	56.27%	103.029	40.039%	1.48247	0.993
SP125732	7743	0.998	1354.255	17.49%	431.127	8.41%	0.25455	0.998
SP125716	764	0.986	569.773	74.578%	223.567	68.56%	3.74706	0.991
SP125746	47457	0.999	7373.595	15.537%	2224.085	7.254%	0.43474	0.999
SP125797	740	0.993	407.384	55.052%	131.366	40.224%	2.42281	0.995
SP76057	573	0.99	372.972	65.091%	149.171	53.109%	1.98364	0.993
SP69565	1488	0.986	546.915	36.755%	145.887	29.545%	0.19049	0.987
SP75202	372	0.985	201.519	54.172%	54.596	38.204%	0.66729	0.987
SP110736	533	0.994	253.425	47.547%	84.613	33.529%	1.5473	0.996
SP107774	542	0.995	324.112	59.799%	153.323	45.767%	2.79328	0.997
SP110779	628	0.99	342.908	54.603%	106.641	41.757%	1.02087	0.992
SP107805	532	0.989	254.014	47.747%	70.721	32.931%	0.31012	0.99
SP110789	1169	0.981	387.153	33.118%	89.216	28.102%	0.16682	0.98
SP71846	631	0.993	280.265	44.416%	82.952	32.507%	0.52828	0.995
SP70122	623	0.997	246.484	39.564%	90.071	27.601%	1.34377	0.998
SP71404	1281	0.996	552.539	43.133%	186.169	29.982%	1.21536	0.997
SP76955	537	0.995	281.15	52.356%	120.135	38.403%	1.25045	0.996
SP107781	320	0.976	174.718	54.599%	42.554	41.808%	0.35652	0.978
SP70202	859	0.98	292.544	34.056%	73.758	29.424%	0.15327	0.98
SP70677	210	0.967	122.731	58.443%	27.66	44.906%	0.40767	0.968
SP70082	216	0.975	139.407	64.54%	39.935	51.651%	0.92895	0.979
SP70288	835	0.997	326.721	39.128%	104.742	25.453%	0.9203	0.998
SP70266	401	0.986	208.598	52.019%	62.187	37.806%	0.37654	0.988
SP107956	843	0.992	477.147	56.601%	164.174	41.413%	1.49577	0.994
SP70956	380	0.991	175.234	46.114%	49.033	32.167%	0.84197	0.993
SP108017	289	0.99	148.673	51.444%	41.624	36.661%	0.82349	0.992
SP71536	359	0.984	264.054	73.553%	99.594	63.438%	1.94306	0.988
SP70756	463	0.992	196.886	42.524%	47.712	25.868%	0.27261	0.993
SP76675	1370	0.988	514.195	37.532%	135.697	28.05%	0.22037	0.989
SP71480	569	0.995	305.069	53.615%	114.777	39.474%	1.38814	0.997
SP70313	391	0.982	202.027	51.669%	51.985	38.979%	0.31484	0.984
SP73319	368	0.987	253.028	68.758%	98.445	57.787%	2.19777	0.99
SP107813	633	0.992	334.036	52.77%	120.998	41.411%	1.38875	0.994
SP77339	484	0.991	314.045	64.885%	128.022	52.169%	1.07678	0.994
SP76017	389	0.978	314.545	80.86%	101.909	68.718%	1.78514	0.983
SP76915	487	0.977	257.146	52.802%	61.938	39.376%	0.34016	0.979
SP71974	2089	0.998	333.425	15.961%	72.523	9.387%	0.05503	0.998
SP70178	816	0.994	419.911	51.46%	152.372	38.657%	1.3146	0.996
SP107920	523	0.988	350.589	67.034%	127.194	56.17%	1.71823	0.992
SP110798	417	0.992	259.453	62.219%	105.921	52.034%	1.57608	0.994
SP107952	633	0.985	467.677	73.883%	180.828	65.804%	1.99981	0.989
SP70465	412	0.971	304.409	73.886%	106.672	69.743%	1.24228	0.976
SP70780	683	0.995	322.794	47.261%	116.11	34.564%	1.27665	0.997
SP110803	381	0.974	160.375	42.093%	33.457	33.435%	0.19482	0.973
SP107915	431	0.989	259.447	60.197%	102.072	52.061%	1.46979	0.992
SP71132	832	0.997	364.647	43.828%	135.231	32.139%	1.013	0.998
SP71552	718	0.993	305.468	42.544%	92.078	29.818%	0.31449	0.994
SP69573	309	0.988	205.555	66.523%	75.146	51.921%	1.93232	0.991
SP75681	476	0.979	418.507	87.922%	204.406	88.655%	5.14863	0.984
SP107874	813	0.995	374.006	46.003%	143.456	33.479%	1.30147	0.997
SP110816	308	0.984	236.116	76.661%	93.683	70.604%	1.70798	0.989
SP77203	2420	0.999	301.591	12.462%	59.223	6.966%	0.03657	0.999
SP76515	566	0.985	414.174	73.176%	166.008	67.725%	1.78904	0.99
SP110770	614	0.989	370.506	60.343%	128.655	49.926%	1.4932	0.992
SP69812	264	0.985	146.528	55.503%	38.596	37.016%	0.9772	0.987
SP76136	1058	0.993	346.727	32.772%	76.426	21.172%	0.14267	0.993
SP70106	667	0.838	454.024	68.07%	128.377	73.051%	0.59277	0.819
SP108059	384	0.99	179.857	46.838%	48.481	30.722%	0.36874	0.992
SP108020	533	0.987	359.391	67.428%	130.613	56.461%	1.59253	0.991
SP76867	543	0.993	276.86	50.987%	98.171	38.73%	1.34626	0.995
SP108088	494	0.983	348.329	70.512%	126.15	61.461%	1.74913	0.987
SP71734	456	0.989	292.14	64.066%	105.704	52.012%	1.48864	0.992
SP76001	264	0.982	139.583	52.872%	34.886	34.634%	0.37604	0.983
SP108033	542	0.993	293.062	54.07%	99.892	38.109%	1.59462	0.994
SP110822	655	0.986	446.492	68.167%	162.963	58.465%	2.18852	0.989
SP69762	463	0.987	290.245	62.688%	101.565	52.262%	2.04209	0.99
SP107945	594	0.989	372.412	62.696%	142.885	52.993%	1.60415	0.992
SP107770	382	0.98	306.973	80.359%	115.211	74.49%	2.47161	0.985
SP73263	604	0.996	273.307	45.25%	91.399	29.775%	1.58764	0.997
SP77131	730	0.996	360.177	49.339%	145.417	37.452%	1.22873	0.997
SP75322	1763	0.992	865.368	49.085%	309.124	39.174%	2.00688	0.994
SP70046	303	0.99	178.627	58.953%	62.449	47.235%	1.10535	0.993
