Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP99325	126072	0.998	26215.485	20.794%	8714.644	11.055%	0.78383	0.998
SP18310	133982	0.999	20848.115	15.56%	6085.039	6.655%	0.48635	0.999
SP17172	39880	1.0	5137.215	12.882%	1316.753	4.587%	0.29475	1.0
SP96133	77388	0.999	10991.708	14.203%	3132.04	5.943%	0.46417	0.999
SP110242	124495	0.999	19190.014	15.414%	5646.739	7.104%	0.47457	0.999
SP21017	112379	0.999	16299.266	14.504%	4276.269	5.652%	0.59096	0.999
SP22383	79288	0.999	11165.816	14.083%	2966.869	5.402%	0.41576	0.999
SP81312	11589	0.996	3002.749	25.91%	900.604	13.636%	1.56229	0.996
SP19215	73731	0.999	13602.177	18.448%	4171.26	8.387%	0.387	0.999
SP16886	7663	0.997	1815.833	23.696%	534.134	11.223%	0.13745	0.997
SP17905	25666	0.981	10334.241	40.264%	2370.659	19.686%	0.33988	0.98
SP18121	100030	0.999	13845.143	13.841%	3120.739	4.971%	0.4904	0.999
SP96118	9465	0.99	3268.62	34.534%	1297.43	24.444%	0.48813	0.99
SP21400	10551	0.997	2576.402	24.419%	786.945	11.66%	1.31111	0.997
SP18946	16801	0.995	5096.191	30.333%	1582.93	17.554%	0.89427	0.995
SP80615	19339	0.995	6052.283	31.296%	1904.782	18.096%	0.17738	0.995
SP102897	13474	0.998	4271.454	31.701%	1572.056	21.87%	0.692	0.998
SP98845	9214	0.997	2382.893	25.862%	864.06	15.722%	0.48468	0.998
SP107012	29773	0.999	4825.025	16.206%	1477.125	8.128%	0.4279	0.999
SP55142	5828	0.971	1700.521	29.178%	371.507	26.317%	0.14289	0.966
SP53810	5442	0.979	1295.391	23.804%	382.355	24.05%	0.06196	0.977
SP116697	9384	0.994	4507.472	48.034%	1638.265	36.164%	0.91327	0.996
SP102133	20099	0.997	4967.695	24.716%	1966.994	15.247%	0.39905	0.997
SP125732	7743	0.998	1354.255	17.49%	431.127	8.41%	0.25455	0.998
SP125746	47457	0.999	7373.595	15.537%	2224.085	7.254%	0.43474	0.999
SP125770	21732	0.997	6001.263	27.615%	2149.915	18.365%	0.47867	0.997
SP77956	5473	0.168	8873.465	162.132%	2537.317	118.784%	2.48061	0.081
SP124384	22000	0.998	5131.207	23.324%	1932.698	14.777%	0.76202	0.998
SP135287	64279	0.999	7966.728	12.394%	1927.543	4.326%	0.38288	0.999
SP85122	100440	0.999	15208.326	15.142%	4462.846	6.554%	0.39932	0.999
SP84384	101638	0.997	22977.174	22.607%	8388.284	12.411%	0.47313	0.997
SP84982	52976	0.999	7530.944	14.216%	2018.163	5.291%	0.46853	0.999
SP84392	102175	0.998	19893.17	19.47%	6399.598	9.36%	0.56727	0.998
SP84439	95879	0.996	26712.642	27.861%	9937.458	16.453%	0.66147	0.996
SP95454	28322	0.998	4878.503	17.225%	1533.748	8.804%	0.52165	0.998
SP94741	55132	0.999	8872.216	16.093%	2591.806	7.365%	0.59542	0.999
SP90209	127212	0.993	30202.913	23.742%	10284.523	14.383%	0.31836	0.993
SP90989	50628	0.999	5411.325	10.688%	1236.546	3.41%	0.51769	0.999
