Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP85623	68	0.854	47.038	69.174%	8.032	53.193%	0.581	0.805
SP85491	98	0.843	72.714	74.198%	13.879	62.193%	0.67311	0.807
SP87582	63	0.779	52.43	83.222%	8.606	67.825%	0.87366	0.691
SP89090	72	0.862	56.445	78.396%	11.517	66.055%	0.87633	0.841
SP85511	157	0.88	94.978	60.496%	17.096	56.518%	0.42667	0.841
SP85952	55	0.829	39.942	72.622%	7.579	56.967%	0.82337	0.781
SP85840	92	0.767	80.703	87.721%	13.118	70.32%	0.88729	0.678
SP87675	67	0.799	58.408	87.176%	11.124	70.495%	1.03044	0.755
SP85836	155	0.916	82.035	52.926%	13.326	42.036%	0.44071	0.884
SP120767	138	0.907	72.534	52.561%	12.434	46.796%	0.32535	0.871
SP105708	96	0.927	46.381	48.314%	7.374	37.828%	0.33841	0.896
SP85818	2	0.821	2.994	149.7%	1.537	76.85%	1.38023	0.843
SP105922	61	0.884	36.993	60.644%	6.835	47.972%	0.67211	0.851
SP86118	94	0.856	65.519	69.701%	12.484	61.208%	0.74592	0.821
SP86306	159	0.958	73.34	46.126%	12.244	29.971%	0.31484	0.949
SP87099	103	0.879	74.626	72.452%	14.804	60.589%	0.80138	0.86
SP87434	70	0.814	64.234	91.763%	11.967	75.088%	1.09545	0.78
SP85864	24	0.823	21.803	90.846%	4.456	58.51%	1.41519	0.798
SP105807	104	0.842	67.129	64.547%	13.114	66.922%	0.42763	0.792
SP89291	52	0.772	45.485	87.471%	7.547	65.196%	0.88766	0.69
SP88050	42	0.833	37.895	90.226%	7.01	57.622%	1.06229	0.805
SP88593	72	0.847	52.285	72.618%	9.359	55.732%	0.62484	0.805
SP88158	29	0.665	33.499	115.514%	7.047	95.022%	3.23103	0.61
SP87534	185	0.94	113.573	61.391%	19.784	45.092%	0.49664	0.932
SP88776	103	0.905	49.875	48.422%	9.259	43.599%	0.45844	0.868
SP85725	84	0.872	61.07	72.702%	10.324	52.278%	0.53686	0.839
SP86660	162	0.94	76.37	47.142%	13.905	38.927%	0.33408	0.926
SP87903	48	0.717	49.18	102.458%	10.325	94.254%	1.49369	0.666
SP88098	121	0.896	84.911	70.174%	17.685	58.465%	0.78652	0.882
SP85487	241	0.915	243.565	101.064%	78.064	118.812%	2.39731	0.931
SP105759	60	0.825	47.079	78.465%	7.798	62.038%	0.80737	0.767
SP86775	20	0.668	23.755	118.775%	4.251	75.148%	1.39938	0.594
SP88322	93	0.901	51.916	55.824%	9.795	45.037%	0.4714	0.873
SP85582	87	0.908	46.882	53.887%	7.722	42.316%	0.38252	0.872
SP87446	201	0.921	148.44	73.851%	33.545	71.796%	0.75317	0.925
SP87337	40	0.66	39.302	98.255%	7.797	87.173%	1.24976	0.565
SP86929	157	0.945	75.957	48.38%	12.844	35.285%	0.31995	0.932
SP86130	73	0.826	56.514	77.416%	9.259	56.453%	0.84058	0.763
SP86425	136	0.881	101.053	74.304%	20.108	66.294%	0.89821	0.865
SP85495	29	0.71	29.525	101.81%	6.189	74.507%	1.42728	0.657
SP85787	41	0.837	38.75	94.512%	6.837	56.011%	1.13496	0.811
SP86836	16	0.811	22.626	141.412%	6.942	67.427%	3.6939	0.815
SP89245	32	0.74	26.334	82.294%	5.411	73.634%	0.90784	0.667
SP86989	151	0.884	87.185	57.738%	16.466	53.451%	0.41091	0.848
SP88757	59	0.731	47.03	79.712%	8.922	76.226%	0.69144	0.624
SP85733	99	0.843	65.269	65.928%	11.016	55.568%	0.52257	0.773
SP85737	25	0.766	23.184	92.736%	4.324	65.94%	1.15455	0.712
SP85647	67	0.87	46.601	69.554%	7.505	50.257%	0.69119	0.826
CPCT02011098T	188	0.942	108.713	57.826%	18.502	39.627%	0.39552	0.933
WIDE01010618T	1016	0.988	737.428	72.581%	312.75	63.111%	2.20896	0.992
WIDE01010310T	757	0.977	598.328	79.039%	208.901	78.969%	2.66074	0.986
CPCT02080230T	389	0.979	166.906	42.906%	30.832	23.623%	0.32791	0.978
CPCT02010914T	230	0.971	105.129	45.708%	17.129	24.953%	0.29927	0.967
DRUP01010057T	701	0.972	311.368	44.418%	63.729	35.758%	0.30154	0.972
CPCT02010635T	749	0.964	315.707	42.15%	59.821	26.619%	0.23455	0.959
WIDE01010556T	3926	0.995	1583.081	40.323%	479.446	29.254%	0.33128	0.996
WIDE01010540T	511	0.972	368.369	72.088%	115.129	68.516%	0.6261	0.979
