Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP23435	215	0.976	104.3	48.512%	21.039	33.121%	0.2876	0.976
SP112829	411	0.955	183.841	44.73%	31.463	30.651%	0.24933	0.945
SP112947	325	0.942	178.048	54.784%	27.714	35.651%	0.34146	0.929
SP112985	32	0.921	26.975	84.297%	6.501	45.516%	0.70601	0.92
SP112925	336	0.9	210.951	62.783%	41.621	55.949%	0.37056	0.882
SP112937	122	0.855	93.781	76.87%	17.372	65.943%	0.56103	0.825
SP112989	122	0.941	63.857	52.342%	11.169	40.043%	0.30418	0.93
SP111145	269	0.975	132.3	49.182%	26.165	35.394%	0.30828	0.975
SP111143	219	0.955	126.859	57.926%	27.306	43.126%	0.33598	0.953
SP125584	14	0.777	11.527	82.336%	3.331	62.95%	0.99473	0.754
SP111144	315	0.966	197.155	62.589%	68.584	60.289%	1.02721	0.97
SP116296	70	0.926	42.782	61.117%	7.539	38.472%	0.48302	0.913
SP116254	254	0.973	144.663	56.954%	42.694	45.815%	0.47599	0.975
SP116256	241	0.984	108.403	44.98%	26.15	30.129%	0.26095	0.984
SP116274	119	0.955	72.395	60.836%	17.842	48.328%	0.81	0.954
SP116259	191	0.972	137.653	72.07%	44.203	61.649%	1.09652	0.976
SP116290	83	0.863	58.86	70.916%	11.253	57.956%	0.53085	0.832
SP116258	226	0.984	105.674	46.758%	22.7	25.916%	0.27754	0.984
SP116261	47	0.82	37.193	79.134%	7.316	57.303%	0.61831	0.78
SP23463	60	0.912	46.806	78.01%	10.728	59.417%	0.72334	0.907
SP116268	62	0.896	43.301	69.84%	8.96	56.668%	0.66185	0.883
SP23471	88	0.928	78.29	88.966%	25.611	87.435%	1.47332	0.933
SP116266	128	0.946	77.482	60.533%	13.985	38.698%	0.47091	0.939
SP116264	179	0.94	138.706	77.489%	34.535	64.953%	0.75784	0.943
SP116269	165	0.94	131.122	79.468%	40.769	85.139%	1.00436	0.949
SP116275	141	0.977	72.66	51.532%	18.372	38.637%	0.55606	0.978
SP23447	84	0.957	54.727	65.151%	15.478	58.006%	0.70703	0.959
SP116255	265	0.973	153.295	57.847%	41.937	42.614%	0.44897	0.974
SP23455	95	0.914	59.402	62.528%	10.572	45.879%	0.47563	0.897
SP23475	82	0.932	43.814	53.432%	8.015	36.507%	0.41143	0.919
SP116227	214	0.988	109.539	51.186%	28.188	27.464%	0.34673	0.988
SP116226	67	0.907	48.764	72.782%	8.916	48.859%	0.60578	0.893
SP23443	199	0.979	105.574	53.052%	22.194	28.598%	0.47377	0.978
SP116260	169	0.968	95.335	56.411%	20.288	37.309%	0.37538	0.967
SP116280	450	0.981	272.296	60.51%	83.011	49.294%	0.57529	0.984
SP116224	81	0.931	62.375	77.006%	12.13	41.007%	0.76223	0.926
SP116249	3	0.45	4.482	149.4%	1.558	89.951%	2.78904	0.418
SP116232	17	0.712	17.389	102.288%	3.454	72.021%	1.23367	0.653
SP116251	58	0.798	51.933	89.54%	9.82	74.021%	0.87368	0.755
SP116272	123	0.974	66.486	54.054%	16.719	37.338%	0.5269	0.974
SP116286	49	0.837	41.46	84.612%	8.026	59.33%	0.79284	0.809
SP116282	120	0.928	84.402	70.335%	17.638	47.275%	0.55542	0.922
SP116288	22	0.851	26.415	120.068%	9.58	128.018%	4.02062	0.856
SP23467	114	0.954	86.275	75.68%	24.22	59.99%	1.57253	0.957
SP116263	64	0.931	34.857	54.464%	6.903	36.586%	0.34553	0.919
SP116292	61	0.924	37.612	61.659%	6.904	38.415%	0.65861	0.912
SP116248	55	0.871	52.338	95.16%	13.188	72.054%	1.34369	0.865
SP116276	17	0.609	20.664	121.553%	4.126	90.037%	1.72664	0.535
SP116265	265	0.964	153.855	58.058%	33.233	45.888%	0.35099	0.965
SP116267	185	0.966	100.94	54.562%	20.341	37.649%	0.35125	0.965
SP116253	151	0.943	82.823	54.85%	15.158	39.931%	0.35465	0.935
SP23481	50	0.887	30.39	60.78%	5.76	46.117%	0.54123	0.858
SP116233	203	0.976	82.411	40.597%	16.101	24.677%	0.24295	0.973
SP116284	146	0.978	77.56	53.123%	15.66	27.946%	0.3934	0.977
SP116270	75	0.922	48.482	64.643%	8.597	40.215%	0.51915	0.91
SP116257	196	0.974	126.827	64.708%	31.088	39.995%	0.51352	0.974
SP116298	13	0.876	11.674	89.8%	3.64	61.527%	1.84313	0.872
SP116294	32	0.888	18.876	58.988%	3.849	46.004%	0.49303	0.863
SP23439	320	0.96	120.656	37.705%	21.027	29.683%	0.18202	0.949
SP23483	10	0.357	16.235	162.35%	3.418	98.669%	2.44733	0.249
SP116262	67	0.948	45.109	67.327%	10.256	49.985%	0.84943	0.947
SP116228	422	0.981	148.24	35.128%	26.858	23.042%	0.15722	0.978
SP116222	98	0.923	63.549	64.846%	12.088	43.007%	0.40567	0.912
SP23451	103	0.89	70.38	68.33%	13.816	54.57%	0.50767	0.871
SP116247	151	0.978	61.167	40.508%	11.35	21.759%	0.27874	0.976
SP116225	101	0.894	59.33	58.743%	10.479	48.595%	0.36849	0.861
SP116273	105	0.985	44.567	42.445%	11.937	30.117%	0.41961	0.985
SP116221	78	0.927	58.153	74.555%	12.176	52.592%	1.24813	0.923
SP116271	36	0.871	27.371	76.031%	7.368	66.707%	0.87596	0.861
SP23459	85	0.942	59.818	70.374%	12.0	39.627%	0.57098	0.938
SP23479	79	0.931	60.152	76.142%	15.047	60.092%	0.83841	0.93
SP116223	83	0.908	61.404	73.981%	12.087	52.159%	0.63466	0.898
SP116229	351	0.993	156.098	44.472%	50.088	30.975%	0.56925	0.995
SP23477	69	0.889	46.682	67.655%	8.554	49.469%	0.53728	0.866
SP116252	140	0.939	72.71	51.936%	12.823	37.393%	0.34921	0.926
SP116278	6	0.837	5.928	98.8%	1.891	59.799%	0.83335	0.834
SP23431	821	0.994	350.574	42.701%	120.117	30.73%	0.77243	0.995
SP116231	114	0.976	88.893	77.976%	30.363	63.394%	1.03665	0.98
SP116250	36	0.784	34.298	95.272%	7.793	70.555%	1.31747	0.757
SP112815	352	0.968	213.121	60.546%	53.261	45.062%	0.38654	0.969
SP112799	156	0.94	108.415	69.497%	22.402	46.51%	0.51213	0.936
SP112835	238	0.924	120.638	50.688%	25.042	45.904%	0.26809	0.91
SP112955	207	0.937	109.59	52.942%	17.904	38.426%	0.35893	0.921
SP112807	304	0.972	134.5	44.243%	28.849	32.429%	0.23366	0.971
SP112953	423	0.982	156.514	37.001%	25.819	21.524%	0.19167	0.98
SP112911	156	0.947	82.788	53.069%	15.803	38.51%	0.37799	0.94
SP112847	190	0.972	126.889	66.784%	36.26	56.587%	2.00433	0.976
SP112859	452	0.967	225.212	49.826%	46.004	36.211%	0.30103	0.966
SP112919	204	0.959	105.419	51.676%	18.35	32.915%	0.31996	0.954
SP102652	222	0.954	142.841	64.343%	32.552	51.794%	0.4166	0.955
SP112981	247	0.965	102.655	41.561%	17.513	26.575%	0.23175	0.958
SP102620	304	0.942	172.26	56.664%	35.03	47.013%	0.30936	0.937
SP112987	320	0.978	207.767	64.927%	61.336	56.331%	2.47385	0.983
SP112825	255	0.959	120.941	47.428%	21.77	31.212%	0.31541	0.953
SP112967	20	0.787	22.08	110.4%	4.066	64.289%	0.87544	0.764
SP102622	363	0.97	170.019	46.837%	36.817	33.091%	0.27981	0.968
SP112785	666	0.968	236.022	35.439%	45.565	27.425%	0.16453	0.962
SP112793	271	0.975	146.532	54.071%	36.001	41.95%	0.35208	0.977
SP112963	287	0.965	164.762	57.408%	33.604	38.258%	0.3287	0.963
SP112801	464	0.98	218.095	47.003%	50.307	26.799%	0.27509	0.979
SP112997	302	0.969	168.816	55.899%	37.058	46.064%	0.54266	0.971
SP112973	456	0.987	234.811	51.494%	62.01	30.155%	0.29403	0.987
SP112819	355	0.989	143.188	40.335%	32.018	25.059%	0.20895	0.989
SP112941	241	0.964	96.363	39.985%	16.491	29.856%	0.20483	0.956
SP112965	270	0.974	140.448	52.018%	32.522	32.409%	0.34383	0.974
SP112791	315	0.977	165.532	52.55%	38.191	34.182%	0.311	0.978
SP112949	86	0.923	57.277	66.601%	11.178	50.704%	0.49272	0.914
SP112857	296	0.971	164.882	55.703%	37.558	37.743%	0.32481	0.971
SP112843	392	0.958	190.419	48.576%	35.616	34.59%	0.24964	0.952
SP112915	271	0.936	169.615	62.589%	35.939	56.662%	0.71916	0.935
SP112837	420	0.973	177.837	42.342%	38.415	35.726%	0.3526	0.973
SP112823	191	0.953	103.424	54.149%	20.726	39.26%	0.31353	0.949
SP102633	118	0.938	59.855	50.725%	10.434	38.202%	0.41632	0.923
SP112899	195	0.916	135.841	69.662%	27.571	61.329%	0.83167	0.911
SP112893	229	0.954	138.733	60.582%	27.764	48.236%	0.33328	0.954
SP112895	286	0.977	151.994	53.145%	40.815	34.532%	0.34596	0.977
SP102626	362	0.981	124.925	34.51%	21.553	21.776%	0.18793	0.979
SP112795	317	0.977	178.026	56.16%	43.845	32.719%	0.36104	0.977
SP112927	271	0.97	177.984	65.677%	55.054	59.704%	3.43859	0.974
SP112779	422	0.986	177.446	42.049%	38.195	23.306%	0.26651	0.985
SP112975	364	0.977	186.602	51.264%	49.888	35.838%	0.31577	0.978
SP112867	260	0.945	116.878	44.953%	20.601	35.477%	0.23238	0.93
SP112903	245	0.924	162.24	66.22%	40.524	57.874%	0.45076	0.92
SP112933	155	0.972	81.162	52.363%	16.952	34.814%	0.30905	0.971
SP112869	374	0.977	200.368	53.574%	44.65	35.109%	0.29196	0.977
SP112999	81	0.925	41.013	50.633%	6.629	38.083%	0.32996	0.897
SP112939	172	0.956	127.853	74.333%	38.978	62.999%	2.62328	0.959
SP112921	180	0.935	83.751	46.528%	13.741	37.151%	0.23267	0.91
SP112901	209	0.951	105.479	50.468%	21.549	39.495%	0.26556	0.946
SP112831	208	0.945	110.52	53.135%	23.778	41.761%	0.32173	0.939
SP112891	251	0.95	189.816	75.624%	59.949	75.499%	2.47058	0.956
SP112775	374	0.977	178.893	47.832%	43.831	37.113%	0.31577	0.978
SP112897	326	0.969	155.894	47.82%	30.842	32.442%	0.30649	0.967
SP112885	206	0.97	118.261	57.408%	25.702	38.028%	0.35467	0.969
SP112789	616	0.987	137.524	22.325%	24.592	16.111%	0.09428	0.984
SP102630	447	0.962	217.405	48.636%	39.933	36.92%	0.27935	0.958
SP112971	340	0.973	128.367	37.755%	23.404	26.325%	0.19198	0.969
SP112821	208	0.989	129.056	62.046%	42.462	39.97%	2.78865	0.99
SP112813	105	0.943	51.714	49.251%	8.168	33.263%	0.32804	0.927
SP112961	524	0.981	210.898	40.248%	40.911	27.626%	0.18429	0.98
SP112977	221	0.933	130.768	59.171%	26.325	48.509%	0.38813	0.925
SP112905	289	0.975	187.66	64.934%	55.078	55.437%	2.34701	0.979
SP102647	411	0.969	207.239	50.423%	49.024	37.153%	0.32427	0.969
SP112873	290	0.961	173.413	59.798%	41.625	45.09%	0.36403	0.961
SP112959	48	0.888	39.557	82.41%	7.718	45.96%	3.16238	0.875
SP112931	207	0.947	124.709	60.246%	25.068	45.837%	0.40487	0.944
SP112865	263	0.967	144.287	54.862%	28.054	34.261%	0.52837	0.965
SP113003	181	0.934	88.209	48.734%	16.825	37.169%	0.30168	0.92
SP113001	267	0.983	131.152	49.121%	28.503	29.488%	0.32384	0.983
SP112879	211	0.926	113.415	53.751%	21.853	43.149%	0.32475	0.911
SP112945	341	0.967	152.895	44.837%	29.015	31.981%	0.23049	0.964
SP112935	261	0.99	95.184	36.469%	20.387	20.443%	0.19441	0.99
SP112863	428	0.992	174.708	40.82%	45.487	23.802%	0.20551	0.992
SP112983	451	0.98	204.581	45.362%	40.317	30.972%	0.26288	0.98
SP112809	463	0.986	257.441	55.603%	78.686	43.817%	1.1489	0.988
SP112923	294	0.97	162.526	55.281%	38.661	42.137%	0.30507	0.971
SP112853	233	0.949	140.015	60.092%	29.607	42.069%	0.36048	0.946
SP113005	97	0.904	59.295	61.129%	9.697	43.323%	0.46874	0.876
SP112957	263	0.952	150.164	57.097%	31.984	46.441%	0.33566	0.951
SP112783	291	0.979	152.83	52.519%	33.896	33.452%	0.36232	0.98
SP112943	155	0.936	99.83	64.406%	18.736	48.264%	0.42114	0.93
SP112861	223	0.936	100.726	45.169%	16.571	35.813%	0.3053	0.911
SP112917	258	0.981	97.998	37.984%	18.124	22.185%	0.23598	0.979
SP112787	373	0.962	200.131	53.654%	44.865	39.844%	0.2765	0.961
SP112995	323	0.963	156.601	48.483%	27.775	31.327%	0.29471	0.958
SP112811	291	0.972	155.643	53.486%	31.921	36.081%	0.29809	0.972
SP112797	382	0.988	178.712	46.783%	42.301	26.531%	0.3084	0.989
SP112909	297	0.964	170.232	57.317%	36.819	42.132%	0.36301	0.964
SP112781	262	0.973	125.233	47.799%	24.519	33.705%	0.27531	0.973
SP112991	498	0.985	203.87	40.938%	45.091	24.801%	0.1941	0.985
SP112907	1441	0.997	598.84	41.557%	252.627	24.15%	2.79213	0.998
SP112817	1095	0.93	506.916	46.294%	125.665	37.328%	0.20786	0.92
SP112993	296	0.95	165.871	56.038%	38.875	45.142%	0.30714	0.948
SP112827	238	0.984	94.799	39.832%	19.115	23.823%	0.23745	0.983
SP112855	181	0.94	86.254	47.654%	17.063	39.28%	0.31485	0.928
SP112969	234	0.961	83.9	35.855%	14.078	27.748%	0.1891	0.947
SP112883	225	0.955	156.75	69.667%	39.902	50.614%	0.48399	0.955
SP112929	379	0.989	126.671	33.422%	25.238	18.748%	0.17876	0.988
SP112833	146	0.948	75.6	51.781%	12.153	35.837%	0.37127	0.936
SP112777	602	0.946	351.935	58.461%	109.479	39.749%	2.36484	0.943
SP112887	245	0.961	97.989	39.996%	16.931	30.086%	0.20281	0.952
SP112877	19	0.717	21.476	113.032%	4.231	78.568%	1.56974	0.672
SP112871	212	0.954	112.427	53.032%	24.045	39.551%	0.30557	0.951
SP112875	382	0.966	224.932	58.883%	56.585	47.555%	0.31652	0.968
SP112913	216	0.922	117.929	54.597%	20.724	46.202%	0.29781	0.902
SP112849	302	0.967	164.626	54.512%	31.72	33.219%	0.31723	0.965
SP112881	205	0.929	136.742	66.703%	29.309	55.261%	0.44949	0.925
SP112951	26	0.65	30.931	118.965%	7.194	89.925%	2.71199	0.606
SP112845	241	0.959	118.553	49.192%	23.679	35.939%	0.29131	0.955
SP114910	867	0.992	509.335	58.747%	204.21	46.435%	1.18197	0.995
SP114906	605	0.99	388.291	64.18%	167.34	54.745%	1.51057	0.993
SP114921	1180	0.991	302.804	25.661%	50.376	15.638%	0.10033	0.99
SP114901	975	0.98	583.142	59.809%	170.71	48.967%	0.59748	0.984
SP114926	552	0.989	390.089	70.668%	155.811	59.888%	1.94969	0.992
SP114974	729	0.994	260.896	35.788%	66.566	20.046%	0.17647	0.994
SP114958	1261	0.991	497.083	39.42%	117.887	24.738%	0.20468	0.992
SP114935	515	0.988	377.604	73.321%	148.566	61.535%	2.12523	0.991
SP114900	952	0.98	565.982	59.452%	169.172	49.315%	0.58317	0.983
SP114941	1205	0.979	407.454	33.814%	82.637	24.098%	0.12907	0.976
SP114937	1176	0.983	370.06	31.468%	73.448	21.498%	0.11455	0.982
SP114945	1240	0.985	389.191	31.386%	77.153	20.7%	0.11346	0.984
SP114943	1275	0.985	405.877	31.833%	81.605	21.195%	0.11383	0.984
SP114949	678	0.992	293.683	43.316%	81.296	24.105%	0.25085	0.992
SP114960	1250	0.99	507.84	40.627%	121.11	26.416%	0.21628	0.99
SP114962	2729	0.985	810.485	29.699%	202.77	27.245%	0.11196	0.985
SP114996	1341	0.988	370.042	27.594%	74.523	20.316%	0.09245	0.988
SP114987	1392	0.989	345.77	24.84%	73.701	19.158%	0.08039	0.988
SP114966	2964	0.984	947.307	31.96%	228.998	28.665%	0.11964	0.984
SP114903	1023	0.985	587.932	57.471%	185.842	47.242%	0.55355	0.989
SP114914	749	0.992	455.928	60.872%	189.09	48.728%	1.29826	0.994
SP114944	1204	0.983	395.295	32.832%	77.977	22.355%	0.12017	0.981
SP114930	750	0.991	207.24	27.632%	43.629	16.641%	0.10731	0.991
SP114946	634	0.994	263.784	41.606%	72.617	21.827%	0.24629	0.994
SP114951	609	0.983	527.128	86.556%	251.828	83.197%	4.71113	0.987
SP114953	1283	0.988	551.14	42.957%	130.646	28.375%	0.23486	0.989
SP114924	957	0.983	295.423	30.87%	54.914	21.803%	0.11884	0.981
SP114957	1216	0.991	479.717	39.45%	113.139	24.627%	0.21087	0.991
SP114986	727	0.994	270.068	37.148%	66.474	20.577%	0.18416	0.994
SP114971	738	0.994	268.386	36.367%	67.748	20.752%	0.19051	0.994
SP114991	1326	0.989	361.393	27.254%	74.051	20.411%	0.08797	0.988
SP114992	1404	0.992	348.546	24.825%	68.722	17.702%	0.07648	0.991
SP114920	844	0.993	495.123	58.664%	197.838	45.304%	1.24756	0.995
SP114898	982	0.988	568.03	57.844%	174.787	45.237%	0.57203	0.991
SP114932	543	0.987	410.252	75.553%	166.096	66.118%	2.10694	0.99
SP114934	494	0.986	374.293	75.768%	147.487	63.911%	2.17285	0.99
SP114968	3041	0.992	801.659	26.362%	176.177	21.611%	0.08668	0.992
SP114982	716	0.992	279.314	39.01%	68.9	21.818%	0.22502	0.992
SP114973	730	0.995	248.304	34.014%	59.686	17.77%	0.18677	0.995
SP114908	672	0.992	408.022	60.718%	174.442	50.434%	1.27228	0.994
SP114904	822	0.992	480.528	58.458%	193.964	46.695%	1.24738	0.994
SP114918	641	0.989	432.059	67.404%	178.615	56.448%	1.42048	0.992
SP114984	649	0.992	248.196	38.243%	57.923	20.473%	0.20117	0.993
SP114994	1359	0.99	325.525	23.953%	67.006	17.624%	0.07999	0.99
SP114978	683	0.992	265.893	38.93%	62.115	21.761%	0.21481	0.992
SP114912	787	0.993	441.086	56.047%	178.574	43.618%	1.07744	0.995
SP114917	824	0.994	454.977	55.216%	186.251	43.426%	1.16814	0.996
SP114980	799	0.993	303.388	37.971%	74.821	21.121%	0.22365	0.993
SP114976	725	0.993	272.165	37.54%	64.941	19.88%	0.21599	0.994
SP114916	774	0.991	486.907	62.908%	200.2	51.038%	1.25949	0.994
SP125579	1	0.453	1.788	178.8%	0.918	91.8%	2.24338	0.458
SP111131	311	0.993	113.006	36.336%	29.932	23.287%	0.21262	0.994
SP111126	262	0.936	105.5	40.267%	20.208	36.784%	0.21128	0.914
SP111146	242	0.959	108.599	44.876%	20.774	31.665%	0.26575	0.953
SP111123	267	0.986	80.172	30.027%	13.819	20.685%	0.16167	0.985
SP111127	369	0.988	199.692	54.117%	58.189	42.251%	0.92381	0.991
SP111121	28	0.822	26.989	96.389%	6.244	79.299%	1.17953	0.806
SP111156	213	0.975	81.12	38.085%	12.912	24.31%	0.20512	0.97
SP111122	309	0.98	133.126	43.083%	28.81	27.285%	0.26254	0.979
SP111129	395	0.981	158.759	40.192%	31.47	23.869%	0.24721	0.98
SP111152	284	0.96	169.23	59.588%	34.792	42.417%	0.43271	0.959
SP111154	453	0.987	137.121	30.27%	25.051	18.969%	0.16002	0.986
SP111124	148	0.954	96.457	65.174%	18.387	38.746%	0.4271	0.95
SP111128	180	0.973	97.214	54.008%	21.585	34.942%	0.4014	0.973
SP111125	505	0.987	234.603	46.456%	56.094	29.901%	0.25526	0.988
SP111130	144	0.969	81.428	56.547%	16.03	31.246%	0.43354	0.967
SP106835	75	0.916	46.715	62.287%	8.675	43.0%	0.48822	0.901
SP106834	155	0.958	80.711	52.072%	16.523	41.82%	0.37734	0.956
SP106825	546	0.985	209.652	38.398%	36.584	21.063%	0.22419	0.984
SP106841	79	0.884	50.405	63.804%	9.651	51.513%	0.64822	0.857
SP106827	345	0.973	194.149	56.275%	39.797	34.195%	0.36452	0.972
SP106833	157	0.938	105.971	67.497%	26.151	63.111%	0.58459	0.94
SP106839	295	0.97	138.923	47.093%	30.56	32.724%	0.24405	0.969
SP106840	170	0.957	81.652	48.031%	16.312	36.996%	0.28716	0.952
SP106828	131	0.941	77.261	58.978%	13.605	41.886%	0.48554	0.933
SP106829	313	0.982	171.009	54.635%	49.537	43.004%	0.57228	0.984
SP106836	23	0.876	17.308	75.252%	3.206	48.891%	0.68501	0.853
SP106837	95	0.865	75.029	78.978%	14.857	57.27%	0.61853	0.845
SP80037	311	0.962	213.952	68.795%	54.787	55.775%	0.7455	0.965
SP102690	228	0.97	84.913	37.243%	15.87	25.289%	0.21772	0.965
SP80213	10	0.676	13.508	135.08%	2.971	74.275%	2.38741	0.643
SP79939	23	0.706	26.164	113.757%	4.818	71.823%	1.63044	0.647
SP109649	82	0.854	56.426	68.812%	9.851	54.228%	0.49712	0.807
SP79988	64	0.878	40.604	63.444%	7.874	53.329%	0.53704	0.848
SP80183	184	0.959	108.859	59.162%	20.72	35.682%	0.35171	0.955
SP79971	188	0.96	108.246	57.578%	23.372	41.381%	0.39682	0.959
SP80217	9	0.847	10.965	121.833%	3.384	62.839%	5.01428	0.851
SP79968	424	0.981	220.845	52.086%	54.903	34.968%	0.35082	0.982
SP80160	16	0.812	21.735	135.844%	9.934	161.151%	12.10666	0.817
SP80244	89	0.925	47.483	53.352%	9.302	44.195%	0.49705	0.911
SP79998	7	0.578	8.984	128.343%	3.161	81.617%	2.14438	0.554
SP80216	95	0.87	55.078	57.977%	10.829	51.45%	0.38601	0.829
SP80042	119	0.899	75.417	63.376%	13.244	51.749%	0.5038	0.874
SP79907	264	0.956	117.309	44.435%	20.65	33.066%	0.21898	0.946
SP79958	357	0.977	181.088	50.725%	40.65	33.495%	0.28817	0.978
SP80205	224	0.976	142.291	63.523%	43.211	56.886%	1.46037	0.981
SP80014	65	0.937	37.38	57.508%	6.371	35.559%	0.49835	0.925
CPCT02070032T	970	0.98	726.004	74.846%	267.243	70.402%	2.9041	0.986
CPCT02060045T	755	0.979	242.56	32.127%	45.415	24.352%	0.14305	0.976
CPCT02020310T	980	0.986	475.03	48.472%	118.719	33.062%	0.30435	0.987
CPCT02020323T	14621	0.999	2378.447	16.267%	709.497	7.267%	0.91943	0.999
CPCT02140007T	646	0.99	271.325	42.001%	74.1	30.337%	0.23274	0.991
CPCT02140011T	721	0.992	216.833	30.074%	37.437	16.699%	0.12313	0.991
CPCT02020348T	578	0.969	472.079	81.675%	171.459	82.447%	3.28967	0.976
CPCT02020357T	1273	0.987	592.693	46.559%	167.704	38.211%	0.36182	0.99
CPCT02020351T	541	0.971	296.245	54.759%	78.796	44.232%	0.38846	0.973
CPCT02140020T	1005	0.989	362.094	36.029%	66.459	22.43%	0.14023	0.989
CPCT02010399T	1221	0.98	333.975	27.353%	60.666	21.45%	0.11357	0.975
CPCT02020370T	1428	0.938	611.839	42.846%	127.126	39.907%	0.17746	0.924
CPCT02140023T	576	0.979	272.43	47.297%	51.881	29.754%	0.30076	0.979
CPCT02140022T	15130	0.999	3560.77	23.535%	1033.854	12.087%	0.91637	0.999
CPCT02020378T	1034	0.983	791.629	76.56%	324.393	73.305%	3.19438	0.988
CPCT02010415T	1055	0.979	507.37	48.092%	123.039	35.363%	0.23717	0.98
CPCT02070021T	1041	0.992	498.72	47.908%	169.344	36.829%	0.89679	0.994
CPCT02070024T	28103	0.998	6012.305	21.394%	1787.086	10.576%	0.80159	0.998
