Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP24708	425	0.987	119.358	28.084%	18.486	16.225%	0.16603	0.985
SP24301	641	0.994	127.012	19.815%	20.141	10.973%	0.06585	0.994
SP27201	497	0.993	110.689	22.271%	17.081	12.266%	0.12429	0.991
SP28791	167	0.967	71.853	43.026%	11.296	25.6%	0.27456	0.961
SP23739	253	0.984	71.722	28.349%	11.234	18.407%	0.12939	0.981
SP24702	483	0.992	127.881	26.476%	19.575	12.74%	0.10263	0.992
SP25332	154	0.947	63.592	41.294%	12.039	32.574%	0.24803	0.933
SP28335	312	0.974	94.304	30.226%	14.921	22.776%	0.13871	0.964
SP26709	232	0.991	73.961	31.88%	11.875	13.956%	0.18029	0.99
SP25350	443	0.983	112.595	25.416%	18.05	18.504%	0.08666	0.977
SP25380	504	0.991	120.347	23.878%	18.283	13.43%	0.08088	0.99
SP24565	237	0.931	102.614	43.297%	18.712	37.005%	0.18736	0.906
SP25833	411	0.992	94.886	23.087%	15.482	13.18%	0.09164	0.99
SP25905	208	0.967	74.766	35.945%	11.87	25.695%	0.15199	0.957
SP26439	161	0.962	65.513	40.691%	10.742	27.69%	0.22711	0.953
SP24236	603	0.985	157.85	26.177%	29.43	17.909%	0.13021	0.983
SP23925	1757	0.969	482.908	27.485%	107.066	24.585%	0.08927	0.962
SP24815	576	0.984	142.563	24.751%	26.121	18.06%	0.09292	0.98
SP27957	375	0.981	113.942	30.385%	19.259	19.584%	0.14289	0.978
SP27603	379	0.979	110.951	29.275%	17.788	20.547%	0.11396	0.973
SP27825	518	0.991	118.077	22.795%	18.244	13.68%	0.08211	0.989
SP24135	1064	0.987	200.539	18.848%	33.27	16.033%	0.04501	0.981
SP26499	249	0.984	72.212	29.001%	11.41	18.039%	0.14355	0.98
SP25518	557	0.983	160.563	28.826%	29.884	19.699%	0.10154	0.981
SP28659	1191	0.99	197.052	16.545%	35.098	14.447%	0.04108	0.986
SP23622	392	0.983	102.527	26.155%	17.335	18.728%	0.10378	0.979
SP27939	316	0.982	89.257	28.246%	14.342	18.825%	0.12563	0.977
SP23754	129	0.949	59.073	45.793%	10.131	31.613%	0.26906	0.936
SP29697	313	0.989	88.965	28.423%	14.334	16.167%	0.12907	0.987
SP27339	312	0.98	96.069	30.791%	15.411	20.036%	0.16214	0.975
SP29559	814	0.994	111.665	13.718%	19.442	10.848%	0.03665	0.992
SP29331	453	0.989	104.166	22.995%	16.225	14.818%	0.08595	0.986
SP26475	407	0.991	98.935	24.308%	16.376	13.424%	0.09718	0.99
SP23775	1020	0.989	185.748	18.211%	30.523	14.87%	0.04567	0.984
SP28275	288	0.973	85.262	29.605%	14.856	23.413%	0.12522	0.965
SP28581	421	0.989	101.577	24.128%	17.541	15.656%	0.09973	0.987
SP23639	473	0.985	118.613	25.077%	20.441	17.72%	0.08802	0.981
SP24391	426	0.988	98.047	23.016%	17.384	15.819%	0.10226	0.986
SP28041	537	0.993	134.841	25.11%	20.296	12.748%	0.11819	0.992
SP25494	1956	0.993	300.006	15.338%	49.881	12.436%	0.03036	0.99
SP26649	436	0.966	134.443	30.836%	26.524	25.863%	0.11199	0.957
SP78927	63	0.992	27.624	43.848%	4.965	12.824%	0.54965	0.992
SP78913	51	0.963	35.518	69.643%	7.174	37.146%	0.61696	0.962
SP107375	195	0.99	57.476	29.475%	9.554	14.279%	0.14343	0.989
SP107408	320	0.998	73.544	22.982%	11.259	6.718%	0.14387	0.998
SP107439	287	0.671	252.775	88.075%	71.407	74.958%	1.06887	0.62
SP78816	44	0.99	23.606	53.65%	4.512	15.932%	0.66924	0.99
SP78663	211	0.994	77.633	36.793%	15.411	12.989%	0.29322	0.994
SP78709	131	0.997	40.532	30.94%	7.37	8.9%	0.25538	0.997
SP107462	223	0.998	62.863	28.19%	14.021	9.6%	0.25371	0.998
SP78951	113	0.994	43.538	38.529%	7.435	12.602%	0.24582	0.994
SP107435	199	0.993	69.419	34.884%	12.851	15.021%	0.20476	0.993
SP78679	219	0.985	79.355	36.235%	14.081	17.305%	0.26863	0.984
SP107360	298	0.995	84.181	28.249%	16.315	11.835%	0.17763	0.995
SP78819	35	0.876	31.393	89.694%	6.409	56.871%	0.90572	0.864
SP78821	141	0.993	44.968	31.892%	7.707	12.394%	0.21406	0.993
SP107552	71	0.988	37.612	52.975%	7.949	19.504%	0.75292	0.988
SP78865	65	0.946	47.968	73.797%	9.36	34.339%	0.6632	0.942
SP107470	144	0.996	51.508	35.769%	8.607	10.767%	0.45938	0.995
SP78673	47	0.817	37.537	79.866%	6.415	58.318%	0.70741	0.76
SP78824	51	0.984	26.887	52.72%	4.607	18.369%	0.46061	0.983
SP107550	62	0.982	31.645	51.04%	6.417	20.841%	0.46583	0.981
SP78718	274	0.999	52.273	19.078%	9.783	5.111%	0.14688	0.999
SP107451	90	0.992	40.652	45.169%	8.435	16.523%	0.43076	0.992
SP107557	79	0.992	33.76	42.734%	7.067	14.778%	0.39616	0.992
SP107358	93	0.957	51.011	54.851%	7.723	29.508%	0.37969	0.95
SP78731	64	0.988	33.488	52.325%	6.722	19.822%	0.54633	0.988
SP107455	58	0.986	25.798	44.479%	5.071	16.829%	0.42212	0.985
SP107549	56	0.989	29.077	51.923%	5.696	17.905%	0.65904	0.988
SP78814	113	0.982	42.742	37.825%	7.959	18.838%	0.28131	0.981
SP107357	496	0.998	109.283	22.033%	17.715	8.2%	0.08226	0.997
SP78919	112	0.995	41.103	36.699%	6.62	10.68%	0.28075	0.995
SP107453	100	0.991	47.393	47.393%	10.398	22.551%	0.45787	0.991
SP78719	14	0.799	15.253	108.95%	3.422	72.957%	1.46857	0.781
SP78662	35	0.967	21.548	61.566%	4.363	28.706%	0.4627	0.966
SP107457	185	0.998	51.009	27.572%	8.13	7.266%	0.19724	0.997
SP107404	279	0.996	77.221	27.678%	11.394	9.291%	0.15402	0.996
SP78714	84	0.99	33.744	40.171%	6.012	14.147%	0.53363	0.99
SP107454	69	0.992	28.393	41.149%	5.11	12.795%	0.46357	0.992
SP107359	356	0.997	80.495	22.611%	13.618	8.152%	0.12409	0.997
SP78664	113	0.996	40.401	35.753%	7.003	9.499%	0.34012	0.996
SP78931	103	0.997	35.207	34.182%	8.423	11.88%	0.56786	0.997
SP78815	48	0.983	25.718	53.579%	4.773	19.922%	0.57433	0.983
SP107466	202	0.992	69.655	34.483%	10.955	13.077%	0.21846	0.991
SP78901	231	0.998	56.944	24.651%	9.993	5.916%	0.23964	0.998
SP107384	740	0.991	148.045	20.006%	26.47	13.204%	0.06725	0.99
SP107467	49	0.958	32.041	65.39%	5.62	31.565%	0.55857	0.956
SP78680	45	0.993	21.827	48.504%	5.258	16.686%	0.47853	0.993
SP78672	53	0.992	24.812	46.815%	5.378	16.464%	0.38682	0.991
SP107365	144	0.982	66.905	46.462%	11.233	21.259%	0.32115	0.98
SP78660	58	0.988	26.35	45.431%	5.025	15.749%	0.41744	0.987
