Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
SP53460	506	12	1	335	180	0	0	32	0	39	7	19	10	12	37
SP50827	720	42	105	284	298	44	157	43	0	45	4	76	67	3	38
SP50263	15	34	155	43	0	39	66	45	2	22	0	15	44	0	40
SP50317	25	116	55	78	11	0	101	25	0	32	0	32	47	4	4
SP54113	2086	47	21	675	320	221	78	131	0	112	9	40	7	67	59
SP50406	4	0	1	0	0	0	0	0	1	0	0	0	7	0	0
SP51824	329	19	84	69	86	61	82	66	0	35	0	6	20	5	48
SP55387	136	0	8	37	44	3	15	14	9	0	0	0	0	0	0
SP52779	589	12	14	296	218	295	15	84	0	0	5	30	26	20	4
SP55235	1502	41	39	491	538	232	38	174	0	77	0	54	48	0	0
SP50713	175	1	13	57	49	0	16	65	0	24	0	3	27	4	8
SP50611	899	11	73	397	326	0	0	44	0	16	1	78	31	0	17
SP50485	8	7	27	8	18	8	25	5	0	12	0	4	31	0	2
SP51037	13	19	97	0	2	1	31	26	0	6	1	7	20	2	6
SP55142	2014	172	232	1312	368	436	367	66	0	497	11	194	53	16	90
SP53387	450	11	0	217	177	87	113	73	0	12	5	37	52	33	36
SP54745	168	65	150	153	98	9	169	60	0	21	2	17	100	37	51
SP52284	26	24	159	14	15	0	40	38	0	21	2	22	31	4	39
SP53618	964	0	23	467	434	205	0	117	0	31	4	61	0	7	15
SP52232	464	0	0	193	142	12	0	27	0	18	5	27	10	13	23
SP50412	11	3	20	7	12	2	15	11	0	5	1	3	22	0	7
SP50321	139	0	50	110	91	10	35	102	0	3	4	14	7	4	28
SP53548	0	11	73	0	3	0	72	32	3	11	2	24	10	13	5
SP55004	0	0	4	3	1	0	2	6	0	2	0	1	2	0	0
SP56079	796	0	8	236	195	116	0	47	0	13	0	47	25	18	2
SP56168	40	22	107	103	19	0	37	71	9	26	2	27	79	10	45
SP54363	497	38	196	276	196	107	11	78	0	21	4	20	17	18	32
SP53810	2704	0	0	1413	879	244	0	63	0	0	0	73	50	14	2
SP50518	5	8	118	15	8	0	82	49	0	27	9	4	57	3	17
SP56303	0	31	141	135	0	0	50	164	0	142	11	18	52	7	53
SP55711	0	7	113	97	10	0	0	53	0	15	0	0	65	3	63
SP55509	985	5	87	528	380	34	0	60	0	11	0	42	30	4	11
SP55309	4	1	4	6	7	0	6	2	0	6	1	0	25	0	7
SP52607	6	0	19	14	11	0	32	6	0	7	0	4	16	8	1
SP52667	489	12	17	312	121	0	0	68	0	36	3	52	26	0	44
SP51446	40	0	131	60	0	0	25	66	2	3	4	16	32	6	24
SP50592	2	4	103	14	12	12	47	35	7	10	3	18	57	0	17
SP53073	334	17	23	94	55	118	64	90	0	14	0	17	36	12	15
SP56638	573	26	168	124	186	0	168	78	13	52	5	56	17	43	0
SP56537	627	108	195	221	104	11	273	83	0	21	0	37	3	30	20
SP57586	398	67	154	109	95	78	155	82	0	31	10	66	24	20	20
SP56541	644	16	0	211	150	61	63	92	0	81	5	39	31	31	54
SP56553	1013	124	148	572	137	566	37	40	0	53	10	12	79	11	22
SP56771	94	34	232	81	19	61	72	82	0	36	8	16	18	0	35
SP57941	944	56	109	695	377	0	339	49	0	41	9	125	20	8	59
SP57818	733	40	53	452	292	102	0	179	0	83	7	16	43	21	28
SP56460	179	77	468	145	7	48	115	118	0	131	13	17	18	20	31
SP56474	11	141	215	116	23	1	76	37	0	56	2	26	24	18	23
SP56704	1138	47	21	15	220	387	217	43	0	23	8	18	5	13	25
SP56533	303	58	137	127	40	29	175	67	3	42	4	58	24	9	29
SP56730	625	92	227	187	96	0	210	118	20	24	5	34	12	46	0
SP59245	624	36	145	237	116	11	86	114	53	359	22	38	64	49	92
SP57024	281	17	107	130	44	162	31	40	0	27	3	31	25	16	25
SP57933	771	125	190	330	121	0	203	144	0	1312	24	35	63	21	76
SP56754	283	46	118	191	56	69	150	72	0	18	1	50	8	22	8
SP56827	587	25	30	227	143	0	40	45	0	10	0	10	20	4	22
SP57084	660	97	378	241	118	0	218	73	0	63	7	15	2	26	82
SP57538	549	109	70	60	59	137	332	131	0	41	2	28	52	28	33
SP57735	656	87	17	202	54	171	185	75	0	22	3	0	31	33	11
SP57669	796	69	118	273	129	0	218	106	56	67	0	35	40	16	21
SP56566	139	38	244	160	46	27	0	70	17	47	0	22	17	8	14
SP56569	451	66	110	154	89	0	191	49	0	34	1	29	0	40	3
SP58342	968	87	374	248	273	59	182	83	13	52	1	35	29	108	34
SP58349	510	62	73	253	152	0	251	112	12	209	13	41	21	79	46
SP56644	761	100	329	244	123	60	136	106	12	95	4	20	62	17	78
SP57629	184	201	821	183	28	29	257	48	48	89	0	60	53	15	26
SP56941	21	1	102	0	8	11	23	21	3	7	0	5	15	3	0
SP57619	584	28	28	218	145	72	181	74	0	101	3	22	0	14	3
SP58245	720	121	0	242	157	313	293	49	0	40	6	11	0	12	26
SP57251	511	78	222	198	98	0	550	63	0	59	15	23	0	24	39
SP56502	721	110	186	286	88	0	184	80	0	40	11	33	89	36	7
SP58668	912	78	114	247	242	322	171	15	0	67	11	52	0	40	23
SP58101	512	110	21	260	101	332	122	86	0	35	0	18	24	48	3
SP58991	343	108	313	146	99	99	82	69	31	39	1	47	51	4	36
