Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP117956	127	0.917	61.838	48.691%	10.041	39.909%	0.3006	0.878
SP117975	88	0.943	47.012	53.423%	8.041	33.799%	0.42293	0.932
SP2149	608	0.979	153.759	25.289%	31.987	20.449%	0.1041	0.974
SP117113	209	0.992	61.898	29.616%	12.778	12.362%	0.20033	0.992
SP117245	159	0.952	61.426	38.633%	10.267	30.72%	0.20051	0.934
SP117402	120	0.953	53.646	44.705%	8.63	30.323%	0.32151	0.94
SP117136	152	0.984	65.323	42.976%	10.588	18.694%	0.27494	0.982
SP117378	141	0.966	57.705	40.926%	10.064	25.822%	0.26205	0.96
SP116947	154	0.963	58.131	37.747%	9.451	27.125%	0.18485	0.952
SP117369	157	0.954	81.586	51.966%	16.163	30.186%	0.35689	0.948
SP117244	104	0.989	47.607	45.776%	8.001	17.873%	0.40267	0.988
SP117162	126	0.965	50.175	39.821%	7.49	26.615%	0.2539	0.955
SP117079	128	0.944	63.459	49.577%	10.852	33.979%	0.37077	0.932
SP117344	576	0.992	110.058	19.107%	18.979	12.741%	0.06813	0.99
SP118074	480	0.995	109.18	22.746%	18.601	9.927%	0.09515	0.995
SP117598	541	0.974	149.598	27.652%	26.979	22.954%	0.11132	0.965
SP117312	120	0.959	60.502	50.418%	9.951	29.524%	0.29887	0.952
SP118038	140	0.982	63.73	45.521%	10.292	19.734%	0.322	0.98
SP117552	91	0.966	45.043	49.498%	6.785	26.552%	0.32764	0.96
SP118073	152	0.977	56.119	36.92%	10.278	21.284%	0.20408	0.974
SP117933	84	0.952	42.919	51.094%	7.198	30.748%	0.33972	0.943
SP118012	153	0.939	66.135	43.225%	11.582	34.592%	0.21547	0.917
SP117108	124	0.982	48.557	39.159%	8.173	18.79%	0.27736	0.981
SP117812	109	0.965	40.438	37.099%	6.548	26.319%	0.222	0.955
SP117354	242	0.983	72.591	29.996%	11.196	18.239%	0.14376	0.979
