Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP53460	1190	0.99	236.704	19.891%	44.968	14.006%	0.05965	0.988
SP50827	1926	0.997	225.57	11.712%	38.043	8.16%	0.02573	0.996
SP50263	520	0.994	121.942	23.45%	19.816	11.586%	0.08528	0.993
SP50317	530	0.99	115.906	21.869%	20.62	14.482%	0.08689	0.988
SP54113	3873	0.998	425.904	10.997%	81.359	7.587%	0.01805	0.997
SP50406	13	0.442	18.523	142.485%	4.274	93.266%	2.09147	0.357
SP51824	910	0.994	136.575	15.008%	24.0	11.189%	0.04926	0.993
SP55387	266	0.983	66.097	24.848%	13.658	19.182%	0.11162	0.98
SP52779	1608	0.995	200.839	12.49%	37.811	9.681%	0.02847	0.994
SP55235	3234	0.996	406.581	12.572%	75.574	9.089%	0.03009	0.995
SP50713	442	0.986	109.974	24.881%	18.175	17.171%	0.10456	0.983
SP50611	1893	0.996	273.154	14.43%	47.704	9.237%	0.04743	0.995
SP50485	155	0.956	69.992	45.156%	11.666	30.032%	0.28496	0.946
SP51037	231	0.995	62.529	27.069%	9.954	10.346%	0.13699	0.995
SP55142	5828	0.998	498.051	8.546%	91.257	6.465%	0.01203	0.998
SP53387	1303	0.991	230.866	17.718%	40.162	13.193%	0.04547	0.989
SP54745	1100	0.989	207.115	18.829%	39.915	15.129%	0.0612	0.985
SP52284	435	0.995	91.309	20.991%	15.165	9.881%	0.08297	0.995
SP53618	2328	0.998	236.022	10.138%	40.893	6.829%	0.02578	0.997
SP52232	934	0.994	165.716	17.743%	30.118	11.78%	0.07761	0.992
SP50412	119	0.953	55.067	46.275%	8.968	30.422%	0.29377	0.941
SP50321	597	0.99	109.211	18.293%	19.175	14.439%	0.06223	0.986
SP53548	259	0.979	89.537	34.57%	16.321	20.32%	0.19731	0.976
SP55004	21	0.834	20.228	96.324%	3.549	55.426%	0.98506	0.806
SP56079	1503	0.993	292.793	19.481%	52.351	12.613%	0.06278	0.992
SP56168	597	0.993	101.956	17.078%	16.678	11.896%	0.04722	0.991
SP54363	1511	0.996	200.545	13.272%	36.018	9.268%	0.02982	0.995
SP53810	5442	0.994	704.718	12.95%	184.932	11.632%	0.02099	0.993
SP50518	402	0.986	129.794	32.287%	22.242	17.803%	0.13206	0.984
SP56303	804	0.99	176.922	22.005%	28.911	14.429%	0.06502	0.988
SP55711	426	0.983	146.452	34.378%	23.87	18.599%	0.13969	0.981
SP55509	2177	0.997	263.766	12.116%	48.339	8.112%	0.02901	0.996
SP55309	69	0.81	52.778	76.49%	8.329	60.267%	0.60385	0.724
SP52607	124	0.961	52.455	42.302%	8.514	27.829%	0.27332	0.951
SP52667	1180	0.991	233.207	19.763%	43.7	14.187%	0.05584	0.989
SP51446	409	0.994	90.661	22.167%	14.625	10.976%	0.0969	0.994
SP50592	341	0.992	79.933	23.441%	14.838	14.13%	0.10907	0.991
SP53073	889	0.988	192.487	21.652%	32.796	15.601%	0.08083	0.984
SP56638	1509	0.996	199.495	13.22%	33.248	9.054%	0.02898	0.995
SP56537	1733	0.997	197.321	11.386%	32.106	7.356%	0.03523	0.997
SP57586	1309	0.995	176.267	13.466%	31.327	10.193%	0.03579	0.993
SP56541	1478	0.997	163.134	11.037%	28.507	7.991%	0.02653	0.996
SP56553	2824	0.996	327.031	11.58%	61.978	8.733%	0.0248	0.995
SP56771	788	0.994	185.809	23.58%	31.041	12.598%	0.09513	0.994
SP57941	2831	0.993	417.524	14.748%	90.359	12.76%	0.03722	0.991
SP57818	2049	0.996	249.152	12.16%	42.804	8.674%	0.02325	0.996
SP56460	1387	0.998	178.672	12.882%	26.589	5.653%	0.03006	0.998
SP56474	769	0.997	127.756	16.613%	20.883	8.269%	0.06786	0.996
SP56704	2180	0.996	285.708	13.106%	56.891	10.212%	0.02834	0.995
SP56533	1105	0.993	168.708	15.268%	29.575	11.523%	0.03767	0.992
SP56730	1696	0.998	202.936	11.966%	33.488	7.777%	0.02909	0.997
SP59245	2046	0.996	222.939	10.896%	38.357	8.827%	0.02272	0.995
SP57024	939	0.995	145.36	15.48%	23.69	10.201%	0.04449	0.994
SP57933	3415	0.997	325.838	9.541%	55.33	7.496%	0.01731	0.997
SP56754	1092	0.993	174.99	16.025%	32.925	12.287%	0.03982	0.991
SP56827	1163	0.995	189.989	16.336%	32.742	10.275%	0.05834	0.994
SP57084	1980	0.998	201.037	10.153%	33.876	6.333%	0.02147	0.998
SP57538	1631	0.99	329.324	20.192%	54.803	15.028%	0.05118	0.988
SP57735	1547	0.993	224.617	14.52%	45.593	11.853%	0.03499	0.992
SP57669	1944	0.998	213.548	10.985%	35.492	7.393%	0.02233	0.997
SP56566	849	0.994	186.065	21.916%	32.329	12.331%	0.09716	0.993
SP56569	1217	0.994	193.922	15.934%	34.023	11.284%	0.04903	0.993
SP58342	2546	0.998	258.516	10.154%	45.197	6.825%	0.02613	0.997
SP58349	1834	0.995	220.43	12.019%	37.696	9.625%	0.02224	0.994
SP56644	2147	0.998	225.89	10.521%	35.603	6.501%	0.02649	0.997
SP57629	2042	0.999	234.931	11.505%	40.946	5.122%	0.02781	0.999
SP56941	220	0.993	73.403	33.365%	13.257	13.66%	0.18103	0.993
SP57619	1473	0.996	185.361	12.584%	33.737	9.406%	0.02614	0.994
SP58245	1990	0.988	369.136	18.55%	74.948	15.729%	0.05153	0.986
SP57251	1880	0.981	340.922	18.134%	89.61	19.561%	0.04927	0.976
SP56502	1871	0.995	254.423	13.598%	46.958	9.97%	0.02983	0.994
SP58668	2294	0.997	228.422	9.957%	44.494	7.857%	0.02308	0.996
SP58101	1672	0.993	285.307	17.064%	50.005	13.136%	0.04882	0.991
SP58991	1468	0.998	152.523	10.39%	23.899	5.921%	0.02557	0.998
SP56607	917	0.994	158.479	17.282%	29.099	12.366%	0.05476	0.992
SP58326	3133	0.999	256.051	8.173%	43.825	5.432%	0.0173	0.998
SP57267	2233	0.997	267.774	11.992%	42.962	7.92%	0.02759	0.996
SP57066	2325	0.997	269.445	11.589%	48.962	7.711%	0.02192	0.996
SP57901	1357	0.997	169.696	12.505%	31.579	7.638%	0.02659	0.997
SP57651	714	0.991	118.056	16.534%	20.962	13.113%	0.0536	0.989
SP57450	842	0.997	141.841	16.846%	23.467	8.739%	0.04528	0.996
SP57846	1632	0.996	206.756	12.669%	38.567	9.02%	0.03004	0.995
SP58612	1483	0.996	177.85	11.993%	31.085	8.697%	0.02618	0.995
SP56821	1513	0.998	188.559	12.463%	30.919	7.289%	0.03446	0.997
SP58882	1027	0.995	155.276	15.119%	26.959	10.032%	0.0514	0.994
SP57189	4707	0.999	295.274	6.273%	56.859	4.652%	0.01041	0.999
CPCT02020306T	1248	0.997	142.722	11.436%	23.82	7.433%	0.03014	0.997
CPCT02110002T	2089	0.997	236.495	11.321%	40.02	7.982%	0.02595	0.996
CPCT02020308T	71916	1.0	7810.964	10.861%	2625.372	5.852%	0.03776	1.0
CPCT02020305T	979	0.993	147.432	15.059%	27.814	12.202%	0.03493	0.991
CPCT02010356T	970	0.997	110.765	11.419%	17.883	7.789%	0.02955	0.996
CPCT02020337T	2290	0.996	303.858	13.269%	55.457	9.29%	0.03428	0.995
CPCT02010373T	5970	0.999	430.732	7.215%	73.695	4.801%	0.00983	0.999
CPCT02020343T	518	0.986	131.039	25.297%	20.491	16.896%	0.07933	0.982
CPCT02020353T	1808	0.996	209.023	11.561%	39.735	9.257%	0.02335	0.995
CPCT02020334T	2032	0.997	205.043	10.091%	34.607	7.308%	0.02441	0.997
CPCT02140018T	715	0.992	145.795	20.391%	24.511	12.677%	0.07339	0.99
CPCT02140021T	428	0.98	112.868	26.371%	18.466	19.825%	0.11585	0.974
CPCT02040039T	972	0.994	165.203	16.996%	28.667	11.386%	0.04749	0.992
CPCT02010409T	1464	0.995	198.241	13.541%	31.831	10.126%	0.03688	0.993
CPCT02110010T	656	0.993	122.241	18.634%	19.656	11.735%	0.05616	0.992
CPCT02070025T	195	0.967	70.977	36.398%	11.462	25.923%	0.19758	0.957
CPCT02040045T	3856	0.997	405.132	10.507%	74.914	7.7%	0.0161	0.997
CPCT02040051T	1864	0.998	184.055	9.874%	30.376	7.027%	0.01729	0.997
CPCT02040054T	1018	0.996	135.883	13.348%	22.554	8.852%	0.03205	0.995
CPCT02140028T	2036	0.997	216.463	10.632%	35.568	7.697%	0.01948	0.996
CPCT02011006T	4688	0.998	421.49	8.991%	76.476	6.816%	0.01694	0.997
CPCT02040302T	788	0.999	100.346	12.734%	14.984	4.521%	0.03879	0.999
CPCT02011015T	9890	0.997	977.815	9.887%	193.606	8.434%	0.01215	0.996
DRUP01040009T	2154	0.998	241.612	11.217%	40.516	6.213%	0.01929	0.998
CPCT02011018T	2236	0.996	262.081	11.721%	47.825	9.415%	0.02193	0.994
CPCT02270045T	871	0.995	143.237	16.445%	22.284	10.338%	0.04822	0.993
CPCT02120088T	438	0.988	115.749	26.427%	19.127	15.518%	0.13702	0.986
CPCT02011022T	462	0.975	139.142	30.117%	22.734	22.246%	0.10867	0.968
CPCT02010722T	1874	0.997	178.518	9.526%	31.206	8.014%	0.01336	0.996
CPCT02011021T	1218	0.999	145.729	11.965%	22.562	5.058%	0.03252	0.999
CPCT02011019T	1317	0.994	178.071	13.521%	30.796	11.06%	0.02797	0.992
CPCT02011008T	562	0.99	114.992	20.461%	19.105	14.252%	0.07508	0.987
CPCT02011017T	2181	0.997	249.594	11.444%	44.247	7.834%	0.02311	0.997
DRUP01010116T	3996	0.997	421.641	10.552%	68.711	7.953%	0.01888	0.996
CPCT02011029T	947	0.996	159.234	16.815%	25.911	8.44%	0.05345	0.996
CPCT02020887T	317	0.966	91.804	28.96%	14.598	25.794%	0.09952	0.945
CPCT02040214T	1758	0.997	209.663	11.926%	33.653	7.892%	0.03344	0.996
CPCT02190052T	2575	0.993	344.854	13.392%	67.551	11.632%	0.02204	0.991
CPCT02010699T	2346	0.999	182.229	7.768%	30.716	5.285%	0.01406	0.998
CPCT02040213T	1533	0.996	178.431	11.639%	31.751	8.923%	0.02323	0.995
CPCT02070276T	2015	0.994	269.853	13.392%	52.494	11.201%	0.02821	0.992
CPCT02040208T	387	0.993	90.731	23.445%	14.402	12.205%	0.11078	0.991
DRUP01040010T	3892	0.999	339.963	8.735%	63.747	6.325%	0.01959	0.998
CPCT02040315T	1754	0.998	174.046	9.923%	29.664	6.887%	0.01822	0.997
CPCT02040313T	923	0.988	188.048	20.374%	30.476	15.439%	0.06303	0.984
CPCT02040312T	573	0.991	125.213	21.852%	22.175	14.017%	0.06533	0.989
CPCT02010727T	3777	0.998	465.271	12.319%	86.107	5.793%	0.03302	0.998
CPCT02010728T	1064	0.986	220.855	20.757%	37.879	17.863%	0.05037	0.981
CPCT02011031T	1308	0.991	209.532	16.019%	36.706	13.352%	0.03689	0.988
CPCT02011035T	1095	0.996	140.718	12.851%	22.271	9.01%	0.03426	0.995
CPCT02011038T	82	0.878	51.45	62.744%	8.553	48.114%	0.47845	0.833
CPCT02010927T	1406	0.995	216.059	15.367%	36.156	10.5%	0.03105	0.993
CPCT02070447T	1157	1.0	143.634	12.414%	24.324	3.839%	0.03858	1.0
DRUP01020043T	270	0.958	97.847	36.24%	15.147	29.161%	0.15978	0.937
DRUP01270007T	717	0.998	102.382	14.279%	16.556	6.309%	0.045	0.998
CPCT02011040T	296	0.976	88.986	30.063%	14.577	22.376%	0.11431	0.969
CPCT02011032T	490	0.966	144.675	29.526%	25.505	25.939%	0.0996	0.951
CPCT02010738T	2596	0.998	234.246	9.023%	40.794	6.144%	0.01646	0.998
CPCT02011044T	860	0.994	155.233	18.05%	26.443	10.977%	0.04675	0.993
CPCT02011036T	1911	0.998	200.371	10.485%	33.9	6.44%	0.01955	0.998
CPCT02020906T	3732	0.998	361.802	9.695%	66.106	6.417%	0.0218	0.998
CPCT02011046T	925	0.991	180.01	19.461%	26.541	13.544%	0.05829	0.989
CPCT02011047T	667	0.996	110.489	16.565%	16.747	9.382%	0.04388	0.995
CPCT02011050T	43027	1.0	1512.676	3.516%	303.855	1.103%	0.00492	1.0
CPCT02390011T	960	0.975	277.29	28.884%	53.645	24.923%	0.09209	0.971
CPCT02080188T	6191	0.999	363.033	5.864%	61.103	4.038%	0.00831	0.999
CPCT02020912T	751	0.99	162.126	21.588%	26.046	14.257%	0.06711	0.987
CPCT02120100T	426	0.973	119.209	27.983%	20.075	23.268%	0.10176	0.961
CPCT02011053T	1405	0.998	131.153	9.335%	20.738	5.809%	0.0246	0.998
CPCT02011055T	2723	0.998	201.376	7.395%	39.186	6.47%	0.01143	0.997
DRUP01010119T	649	0.987	144.143	22.21%	23.708	16.268%	0.06055	0.983
DRUP01010116TII	4463	0.997	465.022	10.419%	78.729	8.195%	0.01618	0.996
CPCT02040317T	2476	0.998	261.879	10.577%	43.87	6.832%	0.02695	0.997
CPCT02040320T	2460	0.997	265.249	10.782%	45.541	7.548%	0.01958	0.997
CPCT02010955T	2129	0.999	353.686	16.613%	69.478	7.48%	0.06184	0.999
CPCT02011057T	1321	0.999	154.758	11.715%	25.538	5.33%	0.02685	0.999
CPCT02011059T	381	0.97	110.058	28.887%	17.45	24.548%	0.09457	0.955
CPCT02011052T	4226	0.996	474.297	11.223%	92.006	9.256%	0.01528	0.995
CPCT02011056T	1237	0.996	215.701	17.437%	35.212	9.812%	0.03956	0.996
CPCT02270046T	1426	0.996	195.482	13.708%	32.642	9.269%	0.03137	0.995
CPCT02011042T	374	0.97	116.515	31.154%	19.389	24.541%	0.11616	0.958
CPCT02100145T	1744	0.995	206.784	11.857%	36.292	9.53%	0.02	0.994
CPCT02130173T	1335	0.996	295.629	22.144%	53.861	12.644%	0.0643	0.996
CPCT02011067T	1045	0.998	130.948	12.531%	19.99	6.182%	0.0375	0.998
CPCT02190029T	1337	0.998	168.877	12.631%	24.749	6.008%	0.03816	0.998
CPCT02020925T	3125	0.998	275.734	8.823%	53.727	7.086%	0.01105	0.997
CPCT02011051T	691	0.993	184.986	26.771%	33.636	13.691%	0.11658	0.993
DRUP01010066T	1256	0.992	206.133	16.412%	36.209	12.817%	0.04016	0.989
CPCT02011065T	1012	0.997	173.878	17.182%	27.671	8.221%	0.04064	0.996
CPCT02011080T	307	0.992	77.287	25.175%	12.826	12.331%	0.12035	0.992
CPCT02010741T	760	0.996	117.696	15.486%	19.38	8.935%	0.04186	0.996
CPCT02011082T	1827	0.998	197.455	10.808%	33.649	6.816%	0.02498	0.997
CPCT02011079T	4274	0.999	312.073	7.302%	49.305	4.607%	0.01185	0.999
CPCT02011077T	414	0.998	105.691	25.529%	19.852	9.577%	0.14491	0.998
CPCT02270047T	2007	0.997	245.026	12.209%	40.008	8.412%	0.02712	0.996
CPCT02410018T	2650	0.998	279.635	10.552%	49.407	7.142%	0.02488	0.997
CPCT02011074T	1181	0.997	164.786	13.953%	28.086	7.935%	0.03756	0.997
CPCT02011089T	989	0.998	149.02	15.068%	22.576	6.918%	0.0433	0.997
CPCT02011086T	1680	0.991	235.843	14.038%	46.363	13.403%	0.02959	0.987
CPCT02011088T	3279	0.996	349.975	10.673%	70.14	9.409%	0.01835	0.994
CPCT02011087T	1927	0.998	197.448	10.246%	33.398	6.297%	0.01853	0.998
CPCT02020671T	9609	0.999	689.01	7.17%	123.211	4.957%	0.01195	0.999
CPCT02011071T	634	0.998	117.988	18.61%	18.776	7.041%	0.05709	0.998
CPCT02040216T	658	0.995	185.773	28.233%	30.908	13.107%	0.13451	0.994
CPCT02140057T	2525	0.996	278.873	11.044%	49.514	8.509%	0.0176	0.995
CPCT02040221T	1594	0.996	225.737	14.162%	35.326	8.611%	0.04018	0.996
WIDE01010002T	1945	0.997	280.123	14.402%	42.701	9.196%	0.02673	0.997
CPCT02010500T	1077	0.999	124.869	11.594%	18.766	4.365%	0.03782	0.999
CPCT02010966TII	788	0.996	129.943	16.49%	19.826	9.487%	0.05243	0.995
CPCT02010942TII	866	0.996	141.334	16.32%	20.578	8.496%	0.0428	0.996
WIDE01010003T	476	0.99	128.694	27.037%	19.686	14.851%	0.114	0.988
CPCT02190031T	952	0.997	152.493	16.018%	23.586	8.093%	0.05133	0.996
CPCT02011093T	373	0.989	97.352	26.1%	15.057	14.772%	0.11458	0.988
CPCT02011097T	2013	0.997	247.288	12.285%	39.228	8.248%	0.02629	0.996
DRUP01060011T	518	0.99	136.167	26.287%	21.805	15.269%	0.1038	0.988
CPCT02011069T	1919	0.997	199.514	10.397%	31.936	7.522%	0.01819	0.996
DRUP01060014T	564	0.995	100.601	17.837%	16.294	9.559%	0.06612	0.995
DRUP01010064T	685	0.996	100.362	14.651%	16.536	9.298%	0.05507	0.995
CPCT02120107T	1278	0.996	146.864	11.492%	25.375	9.044%	0.02723	0.995
CPCT02011102T	829	0.997	136.934	16.518%	23.807	7.283%	0.05159	0.997
CPCT02040330T	1837	0.997	195.588	10.647%	32.284	7.306%	0.02487	0.997
CPCT02040299TII	2128	0.998	194.401	9.135%	31.463	6.471%	0.01713	0.997
WIDE01010034T	332	0.995	89.0	26.807%	13.123	10.466%	0.1307	0.994
CPCT02040332T	1583	0.986	370.705	23.418%	65.249	18.813%	0.06062	0.982
CPCT02230086T	34084	1.0	3082.132	9.043%	1129.703	5.487%	0.02104	1.0
CPCT02011070T	903	0.996	180.985	20.043%	26.675	9.548%	0.06659	0.995
WIDE01010026T	1545	0.999	181.71	11.761%	28.019	4.242%	0.02705	0.999
CPCT02390020T	1516	0.996	249.04	16.427%	40.473	10.659%	0.04236	0.996
CPCT02011106T	793	0.994	130.373	16.44%	20.164	10.645%	0.05349	0.993
CPCT02410019T	3206	0.998	225.037	7.019%	41.24	5.536%	0.01191	0.998
CPCT02270022T	1314	0.998	148.673	11.315%	23.237	6.494%	0.02674	0.998
CPCT02011040TII	316	0.979	90.716	28.708%	14.609	20.493%	0.11525	0.972
CPCT02010760T	1999	0.99	359.197	17.969%	72.443	15.213%	0.04301	0.987
WIDE01010057T	469	0.99	136.49	29.102%	21.563	15.153%	0.12034	0.989
WIDE01010065T	3603	0.998	304.067	8.439%	52.199	6.054%	0.01208	0.998
CPCT02020964T	2253	0.995	317.188	14.078%	50.751	10.829%	0.03087	0.993
CPCT02050321T	1152	0.996	158.084	13.723%	24.811	8.651%	0.03984	0.995
CPCT02010779T	1125	0.993	200.306	17.805%	30.492	11.895%	0.05702	0.991
