Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP95454	28322	0.998	4878.503	17.225%	1533.748	8.804%	0.52165	0.998
SP94741	55132	0.999	8872.216	16.093%	2591.806	7.365%	0.59542	0.999
SP90209	127212	0.993	30202.913	23.742%	10284.523	14.383%	0.31836	0.993
SP90989	50628	0.999	5411.325	10.688%	1236.546	3.41%	0.51769	0.999
SP93540	96040	0.999	16427.712	17.105%	4842.47	7.5%	0.69083	0.998
SP93227	129339	0.984	45904.58	35.492%	17171.764	24.641%	0.3714	0.983
SP94348	50366	0.998	8195.252	16.271%	2498.512	7.563%	0.56097	0.998
SP94588	533	0.97	398.408	74.748%	128.744	72.605%	1.29181	0.977
SP90725	407	0.98	332.596	81.719%	126.375	76.862%	1.56225	0.986
SP94236	511	0.968	255.273	49.956%	49.578	39.24%	0.3715	0.969
SP93772	385	0.958	209.307	54.365%	48.684	51.637%	0.36327	0.961
SP92195	514	0.979	252.259	49.078%	68.826	44.364%	0.28956	0.982
SP89957	479	0.989	214.374	44.754%	54.53	30.27%	0.31188	0.99
SP92268	438	0.983	309.258	70.607%	109.47	65.071%	2.00154	0.988
SP92707	333	0.972	205.644	61.755%	50.112	45.551%	0.46089	0.974
SP89687	500	0.976	252.803	50.561%	55.631	38.294%	0.33942	0.977
SP90269	488	0.984	310.84	63.697%	105.355	52.347%	0.5609	0.988
SP94933	64286	0.998	13368.977	20.796%	3923.523	10.817%	0.36781	0.998
SP95126	816	0.985	273.405	33.506%	54.554	24.337%	0.14299	0.984
SP95646	505	0.972	332.957	65.932%	90.961	61.537%	2.08008	0.98
SP89443	371	0.972	224.911	60.623%	50.053	48.682%	0.48796	0.976
SP89651	283	0.952	184.72	65.272%	39.31	55.576%	0.53231	0.955
SP94060	377	0.978	207.22	54.966%	55.243	42.411%	0.39187	0.98
SP92787	292	0.969	138.892	47.566%	26.671	39.273%	0.33573	0.97
SP92723	434	0.973	374.354	86.257%	142.083	85.342%	2.51021	0.981
SP92364	59684	0.999	8889.781	14.895%	2626.946	7.189%	0.43605	0.999
SP95406	304	0.931	224.268	73.772%	51.487	65.675%	0.54813	0.933
SP91746	323	0.966	207.825	64.342%	55.763	56.839%	0.49147	0.97
