Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
SP116536	14	9	3	0	12	29	0	0	0	9	0	8	0	0	16
SP116539	0	0	0	0	3	14	3	0	0	3	0	0	0	0	0
SP116542	3	0	3	0	2	10	0	0	0	1	2	9	0	0	0
SP116545	0	0	15	0	5	5	0	0	4	0	0	0	0	0	0
SP116548	7	1	3	0	4	8	1	1	1	6	3	5	0	0	0
SP116550	1	1	2	0	0	0	0	0	0	0	2	0	0	0	0
SP116553	11	3	7	0	1	1	0	2	0	0	0	6	4	0	0
SP116557	0	0	0	1	0	3	2	1	0	0	0	2	0	0	0
SP116559	5	0	8	0	3	11	0	0	4	4	0	5	0	0	0
SP116562	17	9	2	2	0	0	0	0	0	5	2	6	0	0	3
SP116564	4	2	0	0	8	2	4	4	0	2	6	5	5	0	4
SP116571	2	1	3	0	8	3	1	1	0	2	3	2	0	0	0
SP116393	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
SP116442	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
SP116446	1	0	0	0	1	3	0	3	0	0	1	0	0	1	0
SP116419	0	2	27	0	9	16	1	0	9	18	0	16	2	0	31
SP116383	50	121	40	4	103	29	44	0	0	21	23	53	0	15	0
SP116385	52	25	17	0	13	2	13	5	0	5	12	40	33	9	0
SP116440	24	13	0	0	14	19	5	0	17	18	3	42	13	2	9
SP116450	91	112	36	3	43	15	0	0	8	24	17	36	43	0	16
SP116493	24	0	12	0	2	17	2	0	9	3	3	4	5	2	0
SP116391	13	0	0	0	17	10	0	0	0	0	0	0	3	0	31
SP116401	11	16	5	1	2	11	0	0	1	5	6	4	0	1	3
SP116409	35	10	14	0	12	2	2	0	0	8	17	32	0	8	4
SP116416	1	0	6	0	3	11	3	0	1	1	2	0	0	3	0
SP116424	2	3	5	0	1	1	2	0	0	6	4	9	0	0	1
SP116515	0	17	21	0	9	14	11	9	0	9	1	3	0	0	0
SP116499	10	8	57	6	38	0	17	0	0	8	2	0	5	2	5
SP116505	138	2	26	2	64	0	5	0	0	1	2	7	22	2	7
SP116509	10	17	36	2	37	17	16	0	26	7	3	7	1	3	0
SP116437	6	7	11	0	3	15	0	0	0	11	0	6	0	0	6
SP116512	29	19	82	0	17	0	6	0	0	5	191	28	0	0	9
SP116465	4	0	2	1	39	0	9	0	0	1	48	81	5	2	0
SP116496	46	141	38	0	37	114	43	0	0	17	19	38	0	12	47
SP116525	20	42	45	0	33	60	3	0	0	9	5	25	12	0	0
SP116481	9	0	6	1	4	0	2	0	0	0	0	0	0	0	19
SP116586	3	4	22	0	4	15	8	0	0	3	2	7	5	2	0
SP116528	159	27	18	0	14	31	6	7	78	7	12	6	8	2	0
SP116589	70	66	89	7	42	0	39	0	0	14	7	8	43	1	9
SP116406	8	12	36	1	24	0	2	0	0	0	9	11	14	0	0
SP116484	3	0	18	2	4	0	1	0	0	1	3	3	0	0	8
SP116453	10	9	24	1	8	11	0	0	0	2	5	7	19	3	0
SP116469	21	152	69	0	10	60	36	0	8	22	30	13	0	11	0
SP116578	2	331	27	0	19	71	119	0	73	24	29	22	0	0	2
SP116531	30	0	17	0	4	9	2	0	16	6	7	3	4	0	0
SP116593	3	0	34	1	4	2	0	0	0	6	0	4	8	0	0
SP116487	3	1	1	0	0	0	4	0	8	0	3	0	0	0	10
SP116456	2	0	3	0	2	12	0	0	0	4	1	4	0	15	6
SP116472	39	16	23	3	50	1	33	0	0	4	5	22	14	13	16
SP116518	106	11	108	4	136	31	11	0	89	6	14	24	19	0	8
SP116412	24	5	34	0	26	0	0	1	0	6	4	2	0	1	0
SP116534	10	9	9	0	15	13	14	0	0	5	0	6	0	1	7
SP116596	12	71	70	0	5	35	19	0	38	35	17	12	0	11	73
SP116490	23	0	39	0	43	0	17	0	4	7	3	8	13	0	0
SP116459	29	18	36	1	29	22	7	0	8	3	12	14	0	1	21
SP116475	32	1	29	1	21	5	2	0	2	4	0	12	2	2	0
SP116520	21	15	77	0	34	29	10	0	0	12	5	8	0	2	39
SP116431	51	24	100	2	26	10	2	10	9	14	20	6	0	10	0
SP116582	102	43	46	0	48	38	33	0	0	6	5	8	29	9	26
SP116599	35	0	18	0	52	20	1	4	9	7	6	0	0	1	6
SP116478	20	0	72	2	31	0	4	0	7	1	3	3	0	6	20
SP116462	28	4	4	0	14	9	2	0	0	2	5	6	5	0	23
SP116523	38	10	10	0	23	4	4	0	15	2	0	0	0	2	19
SP116434	6	8	0	0	1	1	0	0	0	1	0	0	10	0	0
SP122725	61	27	30	0	42	25	15	2	28	4	33	14	0	0	14
SP122476	9	16	65	5	13	23	27	5	27	23	7	2	0	0	57
SP122372	0	133	48	0	0	38	4	0	0	33	14	7	10	0	0
SP122489	31	5	38	1	21	49	5	0	0	7	8	5	0	8	3
SP122560	39	17	16	1	17	0	10	0	0	0	3	0	28	8	44
SP122590	13	21	59	0	21	12	4	2	0	5	7	8	12	2	27
SP122714	11	15	36	1	6	19	8	7	12	1	5	22	1	4	0
SP121870	43	0	26	1	51	45	8	0	18	9	10	13	0	2	0
SP123010	62	28	21	1	14	36	6	0	24	0	15	50	15	2	4
SP121865	19	33	38	3	29	36	4	0	1	12	10	10	19	0	0
SP122676	123	6	80	4	36	0	17	0	35	17	11	7	0	3	32
SP122412	15	24	17	4	4	25	17	0	28	4	8	20	22	0	0
SP122392	123	64	121	3	66	51	152	1	0	14	35	79	45	6	0
SP122634	25	26	27	0	19	29	10	0	9	8	12	16	2	8	26
SP122702	30	0	49	7	21	49	8	0	0	37	14	1	8	0	52
SP121828	27	13	42	2	4	0	15	0	0	33	4	18	0	0	51
SP121783	7	34	35	0	8	0	14	0	0	7	6	1	0	0	130
SP121774	39	52	136	0	34	0	15	2	7	13	18	15	0	1	117
SP121790	13	8	58	1	20	26	13	0	0	8	1	3	3	4	73
SP121859	21	0	36	0	17	29	10	0	11	22	9	2	0	2	71
SP121808	11	10	0	1	3	47	3	13	0	14	3	8	0	0	19
SP121781	44	66	179	2	61	24	19	0	0	35	20	84	19	1	0
SP121763	13	31	21	0	6	24	13	3	0	0	5	5	0	1	39
SP121811	15	31	29	0	3	7	36	0	0	8	1	14	5	6	46
SP121852	22	42	56	1	20	10	15	10	30	14	1	0	17	7	10
SP122361	68	16	53	1	176	50	17	6	17	14	53	52	0	0	166
SP121837	6	31	26	2	7	20	10	0	0	6	7	10	27	2	0
SP121824	0	22	17	0	0	36	11	0	0	2	2	11	0	1	15
SP121841	4	8	26	1	18	25	1	0	0	6	4	5	0	0	18
SP121831	28	6	12	3	22	0	7	0	0	0	0	0	0	0	142
SP121761	63	31	136	2	21	29	15	0	0	16	9	25	0	4	33
SP121816	21	15	73	1	19	36	9	0	0	19	10	5	11	5	44
SP121861	1	2	0	0	0	2	0	0	0	0	0	0	9	2	0
SP121847	30	34	69	2	19	35	14	0	8	10	10	2	1	2	9
DRUP01010001T	47	70	75	22	28	31	45	6	51	46	54	75	0	8	0
CPCT02010424T	76	147	111	24	20	2	20	12	95	63	30	14	20	17	0
CPCT02010349T	9	20	21	5	3	4	5	11	0	14	15	11	23	3	0
CPCT02020325T	56	0	9	56	19	34	13	61	22	9	29	6	1	26	0
CPCT02030246T	40	17	28	55	28	86	27	2	6	7	13	24	6	15	6
CPCT02070010T	80	0	25	41	30	28	14	11	0	17	10	15	12	14	0
CPCT02010370T	8	43	63	19	26	0	17	20	0	0	0	0	51	6	0
