Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP23435	215	0.978	81.913	38.099%	13.35	21.016%	0.18366	0.975
SP112829	411	0.918	198.341	48.258%	41.414	40.345%	0.23983	0.898
SP112947	325	0.801	203.246	62.537%	48.119	61.9%	0.54298	0.746
SP112985	32	0.205	53.047	165.772%	14.325	100.295%	2.53441	0.079
SP112925	336	0.848	203.023	60.424%	42.984	57.781%	0.49482	0.803
SP112937	122	0.915	65.479	53.671%	10.635	40.37%	0.33604	0.884
SP112989	122	0.953	50.535	41.422%	8.459	30.327%	0.22167	0.939
SP111145	269	0.981	90.912	33.796%	14.781	19.994%	0.15934	0.977
SP111143	219	0.982	75.603	34.522%	12.092	19.098%	0.17296	0.979
SP125584	14	0.743	14.443	103.164%	3.544	66.975%	1.10088	0.715
SP111144	315	0.989	114.573	36.372%	21.073	18.524%	0.15968	0.989
SP116296	70	0.903	47.694	68.134%	8.621	43.994%	0.46822	0.886
SP116254	254	0.991	78.023	30.718%	13.514	14.502%	0.14769	0.99
SP116256	241	0.989	84.346	34.998%	13.888	16.001%	0.16533	0.988
SP116274	119	0.968	60.17	50.563%	10.498	28.435%	0.29721	0.966
SP116259	191	0.987	72.827	38.129%	12.76	17.796%	0.18964	0.986
SP116290	83	0.892	47.522	57.255%	8.812	45.384%	0.4005	0.859
SP116258	226	0.994	69.586	30.79%	10.853	12.391%	0.15007	0.993
SP116261	47	0.813	35.77	76.106%	7.589	59.442%	0.57899	0.777
SP23463	60	0.934	39.552	65.92%	6.481	35.895%	0.49275	0.923
SP116268	62	0.918	39.899	64.353%	6.452	40.806%	0.46495	0.9
SP23471	88	0.967	46.612	52.968%	7.514	25.652%	0.37438	0.964
SP116266	128	0.974	55.769	43.57%	8.276	22.901%	0.29848	0.97
SP116264	179	0.964	88.019	49.173%	14.097	26.513%	0.31558	0.959
SP116269	165	0.971	75.655	45.852%	11.503	24.022%	0.32198	0.966
SP116275	141	0.977	63.948	45.353%	11.685	24.574%	0.24781	0.976
SP23447	84	0.976	38.248	45.533%	6.14	23.011%	0.29586	0.973
SP116255	265	0.985	89.967	33.95%	17.309	17.588%	0.1621	0.984
SP23455	95	0.936	49.3	51.895%	8.149	35.364%	0.30118	0.919
SP23475	82	0.936	45.212	55.137%	7.966	36.284%	0.3866	0.923
SP116227	214	0.994	63.857	29.84%	11.053	10.769%	0.18802	0.994
SP116226	67	0.934	38.202	57.018%	6.547	35.877%	0.42171	0.921
SP23443	199	0.988	84.68	42.553%	13.837	17.829%	0.21551	0.988
SP116260	169	0.982	63.139	37.36%	10.403	19.131%	0.2264	0.979
SP116280	450	0.996	99.527	22.117%	15.478	9.191%	0.09311	0.996
