Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP124389	423	0.997	71.287	16.853%	10.538	8.331%	0.08019	0.996
SP124362	1026	0.997	133.172	12.98%	22.427	7.187%	0.03244	0.997
SP124394	605	0.989	120.948	19.991%	22.92	14.634%	0.05865	0.987
SP124334	548	0.993	105.208	19.199%	19.181	12.277%	0.06025	0.991
SP124339	129	0.975	46.435	35.996%	6.879	22.377%	0.23866	0.968
SP124454	460	0.993	90.179	19.604%	14.562	12.238%	0.09091	0.991
SP124380	746	0.991	144.412	19.358%	29.104	13.927%	0.06762	0.989
SP124273	491	0.998	77.272	15.738%	13.513	6.229%	0.06534	0.998
SP124357	313	0.987	78.807	25.178%	12.146	15.868%	0.1056	0.984
SP124399	994	0.995	142.256	14.311%	25.718	9.673%	0.03504	0.995
SP124311	1015	0.995	152.388	15.014%	27.872	10.11%	0.04332	0.994
SP124355	223	0.991	58.889	26.408%	8.793	13.333%	0.14333	0.99
SP124434	642	0.995	93.497	14.563%	17.713	10.568%	0.04657	0.993
SP124428	1718	0.996	212.332	12.359%	40.823	9.029%	0.0348	0.995
SP124449	781	0.997	113.673	14.555%	16.955	7.7%	0.04631	0.997
SP124298	2107	0.998	193.381	9.178%	33.957	6.446%	0.01957	0.997
SP124431	696	0.993	116.73	16.772%	20.888	12.128%	0.05569	0.991
SP124396	669	0.996	110.777	16.559%	16.922	9.242%	0.05996	0.995
SP124409	1154	0.996	164.414	14.247%	27.255	8.654%	0.04084	0.996
SP124341	363	0.981	105.409	29.038%	18.563	19.413%	0.10894	0.977
SP124353	140	0.956	61.063	43.616%	10.816	30.068%	0.24183	0.946
SP124278	340	0.997	73.14	21.512%	11.026	7.709%	0.10795	0.997
SP124376	521	0.992	94.167	18.074%	15.577	12.866%	0.06968	0.99
SP124346	545	0.998	95.876	17.592%	16.093	7.84%	0.05962	0.998
SP124439	1222	0.998	143.406	11.735%	24.768	6.388%	0.03127	0.998
SP124351	135	0.967	55.989	41.473%	9.522	25.385%	0.25214	0.961
SP124406	728	0.993	131.892	18.117%	20.19	12.189%	0.05395	0.991
SP124323	221	0.992	64.075	28.993%	10.121	14.227%	0.13364	0.991
SP124391	322	0.985	87.002	27.019%	15.023	17.415%	0.10727	0.982
SP124423	79	0.974	32.278	40.858%	6.128	23.692%	0.2455	0.971
SP124382	3153	0.998	297.76	9.444%	61.291	6.623%	0.01702	0.998
SP124415	2234	0.993	360.013	16.115%	68.213	11.5%	0.03682	0.992
SP124436	2284	0.998	224.494	9.829%	37.289	5.965%	0.0201	0.998
SP124460	1024	0.997	140.738	13.744%	22.413	7.469%	0.03694	0.997
SP124425	415	0.99	81.882	19.731%	15.577	14.359%	0.06906	0.989
SP124456	444	0.986	98.898	22.274%	18.278	17.388%	0.08151	0.982
SP124367	756	0.995	121.079	16.016%	20.621	10.077%	0.05377	0.994
SP124281	182	0.992	56.303	30.936%	9.215	12.838%	0.1877	0.991
SP124377	558	0.994	90.313	16.185%	15.986	11.27%	0.04664	0.993
SP124412	467	0.993	96.15	20.589%	16.849	12.027%	0.08849	0.992
SP124333	386	0.992	64.36	16.674%	10.719	12.537%	0.05701	0.99
SP124359	417	0.996	83.654	20.061%	12.802	9.441%	0.08261	0.995
SP124286	111	0.982	42.344	38.148%	7.281	19.261%	0.26497	0.98
SP124329	218	0.992	46.283	21.231%	7.653	12.438%	0.09687	0.991
SP124326	498	0.992	100.151	20.111%	15.968	12.654%	0.07534	0.99
SP124458	1128	0.996	129.503	11.481%	22.903	8.391%	0.02756	0.996
SP124401	2721	0.999	228.47	8.397%	41.512	5.201%	0.01679	0.998
SP124264	549	0.988	133.033	24.232%	24.829	16.925%	0.07606	0.986
SP124384	22000	1.0	1586.415	7.211%	466.549	3.567%	0.01018	1.0
SP124403	155	0.949	62.878	40.566%	11.142	32.449%	0.20922	0.933
SP124462	964	0.995	126.219	13.093%	22.407	9.635%	0.02953	0.994
SP124271	884	0.996	138.397	15.656%	25.529	8.403%	0.05014	0.996
SP124336	454	0.998	73.191	16.121%	11.109	6.127%	0.06045	0.998
SP124452	649	0.996	104.42	16.089%	17.515	10.058%	0.05262	0.995
SP124386	872	0.996	116.304	13.338%	18.976	8.534%	0.03561	0.996
SP124441	539	0.995	98.133	18.206%	15.608	10.183%	0.06105	0.994
SP124418	628	0.996	96.284	15.332%	16.386	8.942%	0.04741	0.995
SP124291	301	0.993	77.477	25.74%	12.503	11.861%	0.13499	0.992
SP124319	657	0.996	118.15	17.983%	20.928	9.415%	0.06495	0.995
SP124305	455	0.991	86.58	19.029%	16.197	13.36%	0.05354	0.989
SP124447	3892	0.996	452.621	11.63%	83.747	8.953%	0.02187	0.995
SP124344	225	0.988	62.79	27.907%	9.241	15.799%	0.12961	0.986
SP124369	903	0.992	143.79	15.924%	28.306	12.966%	0.0421	0.989
SP124348	213	0.956	90.754	42.608%	19.157	29.479%	0.23212	0.95
SP124295	580	0.996	98.434	16.971%	16.064	8.559%	0.06479	0.996
SP124444	389	0.997	76.36	19.63%	11.384	8.319%	0.08416	0.996
SP124365	740	0.994	128.335	17.343%	20.086	11.099%	0.05692	0.993
SP124420	619	0.994	100.429	16.224%	15.872	11.061%	0.05659	0.992
SP124364	1785	0.996	212.503	11.905%	36.905	8.745%	0.02384	0.996
SP124307	745	0.995	126.078	16.923%	21.046	10.059%	0.06432	0.994
SP82445	1738	0.997	249.761	14.371%	50.702	8.903%	0.03238	0.996
SP83242	515	0.992	105.999	20.582%	16.709	12.565%	0.07541	0.991
SP103894	4732	1.0	192.757	4.073%	40.019	2.33%	0.0043	1.0
SP83382	612	0.99	112.247	18.341%	20.185	14.312%	0.05055	0.987
SP82451	672	0.996	92.116	13.708%	14.526	8.959%	0.04194	0.995
SP104330	81	0.893	49.654	61.301%	9.783	45.078%	0.44079	0.869
SP83312	484	0.993	80.861	16.707%	14.832	12.051%	0.071	0.991
SP82614	543	0.988	112.492	20.717%	19.596	15.18%	0.07828	0.985
SP82431	2061	0.998	209.13	10.147%	36.534	6.477%	0.01751	0.998
SP82459	444	0.993	81.354	18.323%	13.702	12.032%	0.0632	0.991
SP113197	178	0.976	64.242	36.091%	9.869	21.872%	0.19289	0.97
SP82532	1006	0.994	165.546	16.456%	29.244	10.991%	0.0448	0.993
SP82636	394	0.994	85.625	21.732%	13.298	11.56%	0.08767	0.993
SP82796	416	0.993	83.982	20.188%	13.293	12.133%	0.08788	0.991
SP83482	420	0.99	81.225	19.339%	13.662	13.973%	0.06664	0.988
SP104530	1284	0.999	142.116	11.068%	22.661	5.065%	0.0267	0.999
SP82429	353	0.987	72.441	20.522%	12.609	16.116%	0.08612	0.983
SP82644	1142	0.997	146.275	12.809%	26.226	7.758%	0.03188	0.997
SP82988	479	0.99	105.137	21.949%	18.525	14.172%	0.08648	0.989
SP82461	742	0.995	118.817	16.013%	19.286	10.822%	0.04363	0.993
SP82900	949	0.993	130.104	13.71%	24.067	11.575%	0.03373	0.991
SP82399	805	0.994	128.041	15.906%	20.881	11.153%	0.0455	0.992
SP82756	226	0.935	88.479	39.15%	16.721	35.763%	0.19803	0.909
SP82836	426	0.991	89.85	21.092%	17.547	13.579%	0.08075	0.989
SP82417	789	0.997	113.89	14.435%	19.736	7.427%	0.04522	0.997
SP82471	465	0.996	97.55	20.978%	19.209	9.829%	0.0881	0.995
SP82435	249	0.991	69.754	28.014%	11.033	13.173%	0.14863	0.99
SP104056	2464	0.998	208.368	8.456%	39.533	5.962%	0.01507	0.998
SP83083	594	0.996	88.125	14.836%	14.292	8.965%	0.05403	0.995
SP82433	399	0.989	91.3	22.882%	14.646	15.172%	0.07792	0.986
SP82780	390	0.992	75.996	19.486%	13.084	13.459%	0.06876	0.99
SP83019	619	0.995	113.12	18.275%	17.903	10.181%	0.05959	0.994
SP83099	245	0.983	70.594	28.814%	11.912	18.781%	0.13742	0.979
SP83146	1700	0.996	223.801	13.165%	42.457	9.514%	0.02894	0.995
SP103866	673	0.995	109.58	16.282%	18.218	10.186%	0.05258	0.994
SP83844	533	0.994	82.218	15.426%	14.705	10.654%	0.05931	0.993
SP83027	230	0.99	65.988	28.69%	10.546	14.555%	0.14111	0.988
CPCT02060044T	906	0.995	124.684	13.762%	19.839	10.259%	0.03992	0.993
CPCT02030247T	450	0.987	101.623	22.583%	16.553	16.416%	0.08182	0.982
CPCT02050043T	302	0.993	74.224	24.577%	12.253	11.96%	0.13068	0.992
CPCT02020342T	647	0.992	119.074	18.404%	20.271	12.654%	0.05541	0.991
CPCT02010371T	620	0.992	108.692	17.531%	17.562	12.573%	0.05114	0.99
CPCT02030256T	264	0.987	61.139	23.159%	9.311	16.429%	0.12061	0.982
CPCT02050045T	831	0.994	137.848	16.588%	21.398	10.993%	0.04727	0.993
CPCT02050047T	599	0.997	117.107	19.55%	20.42	8.623%	0.07343	0.996
CPCT02010393T	1245	0.995	173.099	13.904%	29.99	10.206%	0.02722	0.994
CPCT02020358T	311	0.987	73.684	23.693%	11.685	16.39%	0.10957	0.983
CPCT02090002T	819	0.994	138.388	16.897%	22.246	11.318%	0.05264	0.992
CPCT02010403T	148	0.968	56.278	38.026%	8.863	25.978%	0.24554	0.959
CPCT02030272T	616	0.992	106.329	17.261%	17.514	12.483%	0.05587	0.99
CPCT02020373T	590	0.99	123.278	20.895%	19.482	14.148%	0.06371	0.987
CPCT02050052T	637	0.988	129.66	20.355%	19.27	15.706%	0.07096	0.982
CPCT02030270T	294	0.991	67.58	22.986%	10.314	14.028%	0.09934	0.989
CPCT02050056T	636	0.992	98.497	15.487%	19.893	12.498%	0.0576	0.99
CPCT02050055T	873	0.995	147.018	16.841%	21.503	10.194%	0.06019	0.994
CPCT02030279T	330	0.981	105.712	32.034%	15.76	20.963%	0.13456	0.976
CPCT02020320T	811	0.994	130.765	16.124%	20.914	10.865%	0.04641	0.993
CPCT02060037T	128	0.943	57.807	45.162%	9.422	33.354%	0.27883	0.923
CPCT02100033T	278	0.992	56.2	20.216%	9.115	13.148%	0.1054	0.99
CPCT02010436T	651	0.994	97.919	15.041%	16.877	11.232%	0.03941	0.992
CPCT02010439T	401	0.99	81.246	20.261%	12.895	14.276%	0.07505	0.987
CPCT02060043T	590	0.996	126.954	21.518%	18.461	9.572%	0.07502	0.996
CPCT02030284T	706	0.996	100.881	14.289%	16.264	9.062%	0.04762	0.995
CPCT02020410T	559	0.995	92.346	16.52%	16.016	10.519%	0.06034	0.994
CPCT02020408T	596	0.996	79.74	13.379%	12.317	9.273%	0.03733	0.994
CPCT02030291T	1308	0.999	123.682	9.456%	20.153	5.506%	0.03121	0.998
CPCT02050079T	177	0.979	58.992	33.329%	9.153	20.712%	0.1858	0.974
CPCT02050073T	379	0.985	84.857	22.39%	13.943	17.046%	0.08635	0.98
CPCT02220001T	280	0.992	66.402	23.715%	10.495	13.052%	0.10058	0.991
CPCT02010440T	394	0.991	83.993	21.318%	12.416	13.937%	0.07852	0.988
CPCT02011020T	1259	0.995	169.402	13.455%	25.966	9.684%	0.0302	0.994
CPCT02340050T	1203	0.998	174.697	14.522%	27.894	6.03%	0.04697	0.998
CPCT02080280T	789	0.989	135.477	17.171%	27.603	14.841%	0.05787	0.986
CPCT02080282T	569	0.994	91.073	16.006%	13.763	10.636%	0.04673	0.993
CPCT02060163T	186	0.975	64.793	34.835%	11.573	22.636%	0.20129	0.97
CPCT02011025T	687	0.991	131.426	19.13%	19.865	13.216%	0.05394	0.989
CPCT02010754TII	665	0.986	132.143	19.871%	23.441	16.489%	0.07196	0.982
CPCT02010716T	1329	0.999	115.693	8.705%	17.545	4.79%	0.0208	0.999
CPCT02170039T	313	0.981	87.059	27.814%	14.297	19.375%	0.136	0.976
