Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP101845	824	0.996	107.026	12.989%	18.083	9.032%	0.04357	0.995
SP101682	423	0.986	90.794	21.464%	16.816	16.905%	0.06708	0.982
SP61553	270	0.996	65.019	24.081%	10.446	9.732%	0.11637	0.995
SP101724	665	0.993	119.164	17.919%	20.174	12.001%	0.05686	0.991
SP102103	298	0.971	73.741	24.745%	14.795	23.906%	0.0945	0.96
SP102174	442	0.987	89.368	20.219%	15.861	16.191%	0.07309	0.983
SP101622	942	0.998	105.18	11.166%	18.037	6.76%	0.04375	0.998
SP102161	398	0.989	76.86	19.312%	12.439	14.979%	0.0657	0.985
SP101654	615	0.994	106.286	17.282%	16.643	10.976%	0.05035	0.992
SP102074	233	0.978	60.877	26.127%	11.022	21.053%	0.11149	0.972
SP101694	495	0.987	100.402	20.283%	16.668	15.9%	0.06229	0.983
SP101616	601	0.994	104.974	17.467%	19.043	10.938%	0.04985	0.993
SP101666	515	0.982	136.075	26.422%	24.485	19.033%	0.08744	0.978
SP101558	533	0.986	131.013	24.58%	27.516	17.832%	0.09283	0.985
SP102096	386	0.991	86.591	22.433%	13.559	13.444%	0.08465	0.989
SP102084	527	0.994	99.068	18.798%	16.17	10.86%	0.06606	0.993
SP101580	474	0.985	106.86	22.544%	19.686	17.346%	0.08167	0.981
SP102064	705	0.994	106.053	15.043%	21.319	10.852%	0.05575	0.993
SP101564	262	0.99	58.39	22.286%	8.966	14.027%	0.10436	0.988
SP101921	361	0.991	92.11	25.515%	13.95	14.339%	0.11723	0.99
SP101648	513	0.993	96.279	18.768%	16.761	12.694%	0.05627	0.991
SP101628	306	0.981	80.234	26.22%	15.315	19.628%	0.13617	0.977
SP101708	333	0.99	73.326	22.02%	12.21	14.7%	0.08968	0.987
SP102055	202	0.983	61.0	30.198%	10.473	18.933%	0.12694	0.98
SP101634	586	0.997	83.162	14.191%	13.071	7.74%	0.05309	0.997
SP101588	403	0.988	91.512	22.708%	14.564	15.228%	0.07381	0.985
SP101584	420	0.983	90.342	21.51%	15.375	18.226%	0.07804	0.976
SP101686	251	0.98	67.286	26.807%	11.814	20.222%	0.11997	0.974
SP101532	642	0.994	107.038	16.673%	20.07	11.3%	0.05779	0.993
SP101732	894	0.994	133.154	14.894%	25.491	11.393%	0.0416	0.993
SP101528	290	0.977	90.242	31.118%	15.138	22.081%	0.14641	0.97
SP101536	248	0.974	74.893	30.199%	11.523	22.581%	0.13742	0.964
SP101576	503	0.992	93.808	18.65%	14.52	12.945%	0.06451	0.989
SP102015	953	0.998	107.803	11.312%	18.61	7.157%	0.03469	0.997
SP102168	262	0.974	91.03	34.744%	14.509	22.604%	0.18071	0.968
SP101716	748	0.995	121.789	16.282%	20.66	10.155%	0.04689	0.994
SP101592	328	0.988	71.397	21.767%	11.812	15.542%	0.07989	0.984
SP101658	103	0.977	47.314	45.936%	7.542	23.466%	0.26773	0.975
SP102045	1997	0.999	143.309	7.176%	23.675	4.191%	0.01875	0.999
SP101552	1435	0.998	164.202	11.443%	28.811	7.087%	0.02481	0.998
SP101519	408	0.992	113.074	27.714%	18.257	13.116%	0.12378	0.991
SP101690	566	0.991	92.495	16.342%	14.846	13.49%	0.04832	0.987
SP102123	337	0.99	79.841	23.692%	12.779	14.226%	0.10404	0.988
SP101662	587	0.992	104.177	17.747%	19.576	12.409%	0.0563	0.991
SP101600	208	0.992	64.609	31.062%	10.718	13.784%	0.17174	0.991
SP101544	414	0.993	76.149	18.393%	12.61	12.006%	0.06728	0.991
SP102133	20099	1.0	1085.958	5.403%	306.392	2.375%	0.00961	1.0
SP101881	755	0.994	120.87	16.009%	22.947	11.396%	0.04307	0.993
SP102035	996	0.998	97.555	9.795%	17.072	5.649%	0.02999	0.998
SP101642	1490	0.996	182.977	12.28%	35.987	9.211%	0.03231	0.995
SP101596	395	0.992	78.306	19.824%	13.96	13.203%	0.07045	0.99
SP101670	1211	0.994	200.02	16.517%	37.649	11.202%	0.0455	0.994
SP101674	441	0.994	77.925	17.67%	13.42	11.144%	0.06851	0.993
SP101572	166	0.989	46.883	28.243%	7.135	14.916%	0.15141	0.987
SP101678	902	0.996	118.222	13.107%	21.57	9.178%	0.03821	0.995
SP101740	2121	0.999	145.405	6.855%	25.837	3.869%	0.01598	0.999
SP101700	602	0.996	95.99	15.945%	17.133	9.712%	0.05204	0.995
SP101891	1126	0.997	112.542	9.995%	22.984	7.672%	0.02571	0.997
SP102143	904	0.996	118.643	13.124%	24.966	9.132%	0.04451	0.995
SP102113	536	0.995	85.53	15.957%	14.008	9.86%	0.06213	0.994
SP101521	349	0.993	84.359	24.172%	14.061	13.013%	0.09233	0.992
SP101526	542	0.99	94.879	17.505%	16.148	14.085%	0.0526	0.986
SP101540	404	0.994	91.512	22.651%	14.69	11.022%	0.09083	0.993
SP101604	446	0.99	96.838	21.713%	16.402	14.954%	0.09665	0.988
SP101548	618	0.99	113.81	18.416%	24.894	14.221%	0.0596	0.989
SP101523	685	0.996	100.492	14.67%	20.226	9.9%	0.04529	0.995
SP102090	376	0.983	91.47	24.327%	15.231	18.231%	0.0971	0.978
SP101795	731	0.998	88.425	12.096%	15.031	7.089%	0.04272	0.997
SP102187	584	0.989	98.078	16.794%	20.26	14.656%	0.05201	0.986
SP101515	414	0.991	82.378	19.898%	15.316	13.562%	0.07724	0.99
SP101931	894	0.997	101.636	11.369%	17.146	8.189%	0.03452	0.996
SP101610	575	0.996	87.812	15.272%	16.018	9.475%	0.0526	0.995
SP61703	562	0.992	115.799	20.605%	19.459	12.691%	0.07741	0.99
SP59707	189	0.99	60.024	31.759%	10.073	15.889%	0.16059	0.989
SP68659	481	0.993	89.544	18.616%	17.547	12.172%	0.07483	0.991
SP62616	1436	0.997	162.1	11.288%	32.292	7.555%	0.02802	0.997
SP59761	365	0.994	65.669	17.992%	10.542	11.173%	0.07068	0.993
SP66960	374	0.995	81.856	21.887%	13.829	11.039%	0.10439	0.994
SP61453	267	0.983	68.276	25.572%	11.257	18.993%	0.10716	0.977
SP63796	185	0.983	52.693	28.483%	8.4	18.694%	0.14207	0.98
SP69155	128	0.972	49.616	38.762%	8.219	23.866%	0.23055	0.967
SP59950	1158	0.992	175.786	15.18%	30.245	12.367%	0.03619	0.99
SP59938	526	0.991	98.539	18.734%	20.054	13.321%	0.06963	0.99
SP64976	370	0.981	98.988	26.754%	17.224	19.231%	0.10183	0.977
SP64296	1001	0.996	151.44	15.129%	27.124	9.351%	0.05311	0.996
SP65807	1120	0.998	117.254	10.469%	20.706	6.496%	0.02818	0.998
SP59803	572	0.991	108.526	18.973%	17.328	13.789%	0.05948	0.988
SP66159	1259	0.996	157.12	12.48%	27.979	9.016%	0.03039	0.995
SP63356	375	0.989	95.344	25.425%	14.103	14.94%	0.09255	0.986
SP68348	1100	0.997	137.826	12.53%	21.318	7.811%	0.04064	0.996
SP62450	193	0.967	69.299	35.906%	11.398	25.544%	0.19982	0.958
SP67428	819	0.995	112.706	13.761%	20.575	9.994%	0.03869	0.994
SP61713	748	0.996	105.228	14.068%	21.255	9.189%	0.04597	0.995
SP68725	417	0.995	66.253	15.888%	10.902	10.014%	0.06095	0.994
SP67609	1507	0.999	151.814	10.074%	23.603	5.534%	0.02563	0.998
SP62110	532	0.99	94.514	17.766%	15.873	14.071%	0.05958	0.986
SP64546	568	0.995	85.27	15.012%	15.873	9.908%	0.05003	0.994
SP63546	426	0.992	74.489	17.486%	10.924	12.281%	0.05961	0.99
SP60322	402	0.989	85.15	21.182%	15.087	14.797%	0.07983	0.987
SP60243	512	0.997	69.582	13.59%	12.821	8.351%	0.0558	0.996
SP63966	521	0.994	103.663	19.897%	17.339	11.303%	0.08112	0.993
SP60362	257	0.994	65.26	25.393%	10.111	11.704%	0.10958	0.993
SP69077	1427	0.999	129.935	9.105%	23.139	5.225%	0.02153	0.998
SP67346	654	0.984	147.339	22.529%	27.314	18.743%	0.07505	0.979
SP66687	445	0.997	73.308	16.474%	12.376	7.916%	0.06939	0.997
SP63716	248	0.993	63.551	25.625%	9.561	12.294%	0.14182	0.992
SP65376	1330	0.997	168.196	12.646%	30.064	7.465%	0.04561	0.997
SP61343	273	0.979	81.35	29.799%	14.385	20.598%	0.13633	0.974
SP60001	1024	0.998	107.502	10.498%	19.177	6.94%	0.03114	0.997
SP59860	601	0.989	122.9	20.449%	19.436	15.133%	0.07245	0.985
SP60610	214	0.982	69.746	32.592%	11.965	19.461%	0.17981	0.979
SP64036	790	0.998	91.287	11.555%	14.759	6.385%	0.04065	0.998
SP60842	577	0.99	112.921	19.57%	19.678	14.462%	0.06743	0.987
CPCT02020307T	524	0.996	85.158	16.252%	13.327	9.118%	0.05257	0.995
CPCT02020333T	1292	0.998	110.909	8.584%	18.188	5.717%	0.02246	0.998
CPCT02080024T	602	0.992	107.494	17.856%	16.481	12.887%	0.05267	0.989
CPCT02030259TII	847	0.995	126.528	14.938%	20.816	10.435%	0.04072	0.994
CPCT02040038T	1186	0.999	93.087	7.849%	14.716	4.469%	0.02087	0.999
CPCT02030250T	658	0.992	111.484	16.943%	16.125	12.786%	0.05201	0.988
CPCT02050058T	1051	0.998	111.962	10.653%	17.726	6.339%	0.02983	0.998
CPCT02020393T	741	0.997	96.385	13.007%	15.158	7.443%	0.03985	0.997
CPCT02030280T	1773	0.997	174.148	9.822%	32.485	7.256%	0.02467	0.997
CPCT02030278T	1511	0.996	195.785	12.957%	36.548	8.791%	0.02807	0.995
CPCT02100030T	911	0.994	129.165	14.178%	21.418	11.22%	0.03628	0.991
CPCT02060056T	750	0.995	109.269	14.569%	16.727	10.533%	0.04487	0.993
CPCT02030296T	1177	0.996	150.966	12.826%	24.726	8.373%	0.03849	0.996
CPCT02060046T	280	0.994	74.913	26.755%	10.815	10.837%	0.12328	0.994
CPCT02130056T	691	0.993	123.768	17.911%	19.501	11.784%	0.06183	0.992
CPCT02180051T	433	0.994	75.742	17.492%	11.889	11.115%	0.07367	0.992
CPCT02070434T	805	0.993	109.911	13.654%	17.867	11.495%	0.03691	0.99
DRUP01210006T	1394	0.998	118.735	8.518%	21.087	6.555%	0.01797	0.997
CPCT02020659T	499	0.997	61.535	12.332%	9.962	7.612%	0.0486	0.996
CPCT02080191T	1802	0.998	168.897	9.373%	29.002	6.582%	0.01914	0.997
CPCT02330084T	406	0.995	67.554	16.639%	10.499	9.569%	0.04782	0.995
CPCT02360009T	1391	0.998	183.639	13.202%	28.071	5.819%	0.03883	0.998
CPCT02060196T	269	0.984	73.976	27.5%	11.665	18.136%	0.13547	0.979
CPCT02290028T	579	0.998	76.371	13.19%	10.768	7.065%	0.03811	0.997
CPCT02030455T	1021	0.998	102.458	10.035%	17.533	7.014%	0.02861	0.997
CPCT02080198T	265	0.994	54.373	20.518%	8.535	11.274%	0.08706	0.993
CPCT02010679T	216	0.987	75.283	34.853%	12.288	17.427%	0.17954	0.985
CPCT02100152T	1379	0.997	147.346	10.685%	23.079	7.347%	0.02794	0.996
CPCT02070465T	1959	0.999	171.397	8.749%	28.567	5.248%	0.01948	0.998
CPCT02040224T	919	0.993	148.724	16.183%	24.679	12.377%	0.0474	0.991
DRUP01060007T	291	0.993	66.571	22.877%	10.185	11.981%	0.11865	0.992
CPCT02040223T	556	0.993	96.319	17.324%	15.403	11.678%	0.0676	0.991
CPCT02270023T	1095	0.998	115.308	10.53%	17.822	6.783%	0.02762	0.997
CPCT02220079T	724	0.998	108.991	15.054%	16.786	6.919%	0.04291	0.997
CPCT02230082T	584	0.994	87.066	14.909%	13.77	10.844%	0.06257	0.992
CPCT02090043T	331	0.997	63.009	19.036%	9.358	8.31%	0.07368	0.996
CPCT02130051T	926	0.997	118.223	12.767%	18.963	7.457%	0.03444	0.997
CPCT02030259TIII	764	0.993	120.96	15.832%	21.035	11.951%	0.04849	0.991
DRUP01020026T	1016	0.998	125.45	12.347%	19.48	6.443%	0.03534	0.998
CPCT02210046T	495	0.99	100.908	20.385%	15.794	13.841%	0.07	0.988
CPCT02120120T	333	0.989	90.979	27.321%	13.293	15.093%	0.13735	0.986
WIDE01010205T	943	0.99	165.09	17.507%	28.824	14.191%	0.05036	0.986
CPCT02340080T	328	0.99	76.86	23.433%	13.513	14.418%	0.12343	0.988
WIDE01010216T	653	0.997	127.079	19.461%	21.928	8.72%	0.06479	0.996
CPCT02130087T	878	0.995	121.534	13.842%	19.494	10.148%	0.03485	0.993
WIDE01010264T	349	0.992	78.467	22.483%	12.245	13.345%	0.08764	0.99
CPCT02130085T	1030	0.999	149.25	14.49%	22.078	5.13%	0.04714	0.999
WIDE01010292T	148	0.986	44.714	30.212%	6.799	16.976%	0.17441	0.983
WIDE01010277T	454	0.997	93.954	20.695%	14.834	8.006%	0.09541	0.997
CPCT02120118T	278	0.988	70.504	25.361%	11.297	15.77%	0.11211	0.985
WIDE01010301T	491	0.986	106.874	21.767%	16.955	16.927%	0.08756	0.98
CPCT02220045T	2490	0.998	192.023	7.712%	36.366	5.577%	0.01762	0.998
CPCT02130093T	416	0.996	71.846	17.271%	11.191	8.814%	0.06525	0.996
CPCT02030482T	738	0.995	115.291	15.622%	16.71	10.276%	0.04053	0.993
CPCT02030477T	207	0.984	62.443	30.166%	9.402	18.414%	0.14624	0.981
CPCT02370026T	180	0.957	73.58	40.878%	12.475	30.08%	0.22585	0.945
WIDE01010385T	665	0.993	107.094	16.104%	16.077	11.886%	0.04496	0.99
WIDE01010397T	349	0.991	95.008	27.223%	13.828	13.488%	0.12336	0.99
WIDE01010414T	811	0.995	116.519	14.367%	19.923	10.839%	0.0444	0.993
WIDE01010420T	3564	0.999	221.661	6.219%	37.037	4.351%	0.00928	0.999
CPCT02270031T	341	0.992	87.867	25.767%	13.314	13.518%	0.12308	0.99
CPCT02120132T	393	0.993	92.05	23.422%	14.603	11.923%	0.10413	0.993
DRUP01010084T	899	0.994	127.651	14.199%	20.038	11.416%	0.03969	0.991
CPCT02020741T	623	0.994	94.668	15.196%	14.062	10.893%	0.04338	0.992
CPCT02020740T	1401	0.998	122.943	8.775%	21.37	5.951%	0.02319	0.998
CPCT02030492T	1431	0.998	163.396	11.418%	25.138	6.391%	0.03063	0.998
CPCT02070349T	844	0.993	155.825	18.463%	24.175	11.405%	0.06112	0.992
CPCT02070348T	725	0.996	102.391	14.123%	16.001	9.314%	0.03937	0.994
