Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP135192	2	0.335	3.603	180.15%	1.334	94.328%	2.35291	0.301
SP135335	56	0.906	37.403	66.791%	6.733	42.583%	0.59607	0.889
SP135278	24	0.824	19.382	80.758%	4.192	57.046%	0.73007	0.796
SP135287	64279	1.0	2850.451	4.434%	1038.725	2.331%	1000.0	1.0
SP135345	283	0.963	115.674	40.874%	21.281	27.236%	0.32805	0.956
SP85122	100440	1.0	3295.299	3.281%	764.538	1.123%	1000.0	1.0
SP84384	101638	1.0	9185.374	9.037%	4068.892	6.02%	1000.0	1.0
SP135184	7	0.275	12.066	172.371%	3.499	97.045%	3.10081	0.197
SP135226	229	0.995	54.741	23.904%	8.959	10.212%	0.22767	0.994
SP135436	1306	0.999	177.243	13.571%	33.356	5.805%	0.06184	0.999
SP135262	133	0.96	57.522	43.25%	10.895	28.741%	0.27119	0.953
SP135431	1632	0.999	207.428	12.71%	35.731	4.563%	0.05172	0.999
SP135425	840	0.994	181.753	21.637%	31.941	10.907%	0.09963	0.993
SP135222	472	0.997	115.363	24.441%	20.097	9.625%	0.16784	0.997
SP135230	310	0.996	69.623	22.459%	11.496	9.458%	0.16827	0.995
SP135205	99	0.986	40.195	40.601%	6.601	17.176%	0.30919	0.985
SP135180	5	0.151	9.292	185.84%	2.322	103.843%	3.17184	0.027
SP135213	352	0.992	84.201	23.921%	14.593	13.118%	0.10409	0.99
SP135217	1	0.215	1.872	187.2%	0.98	98.0%	2.74921	0.189
SP135405	808	0.995	167.338	20.71%	28.275	9.611%	0.08769	0.995
SP135238	8	0.638	11.568	144.6%	4.454	140.848%	2.83493	0.627
SP135270	865	0.996	156.542	18.097%	26.684	9.626%	0.05735	0.995
SP135411	284	0.985	91.719	32.295%	18.164	17.228%	0.31896	0.984
SP135188	200	0.983	64.908	32.454%	10.182	18.371%	0.17389	0.98
SP135194	367	0.997	74.863	20.399%	11.942	7.81%	0.15695	0.997
SP135186	433	0.991	120.435	27.814%	21.221	14.546%	0.13983	0.99
SP135420	777	0.998	108.786	14.001%	17.359	6.589%	0.04064	0.998
SP135258	70	0.986	30.37	43.386%	5.147	16.86%	0.3623	0.985
SP135234	1146	0.999	144.698	12.626%	24.056	5.211%	0.03775	0.999
SP135293	5	0.414	7.248	144.96%	2.111	94.407%	2.74286	0.359
SP135393	597	0.997	101.773	17.047%	14.711	7.153%	0.07253	0.997
SP135299	817	0.994	176.051	21.548%	34.185	12.036%	0.0708	0.993
SP135415	198	0.978	69.85	35.278%	11.786	20.77%	0.18295	0.975
SP135310	1	0.059	1.975	197.5%	1.01	101.0%	4.38778	0.002
SP135323	147	0.853	83.804	57.01%	16.025	53.807%	0.29253	0.791
SP135390	45	0.935	27.319	60.709%	5.48	35.748%	0.60437	0.928
SP135209	76	0.962	36.83	48.461%	6.225	27.351%	0.3946	0.956
SP135240	694	0.997	125.444	18.076%	23.353	7.887%	0.09178	0.997
SP135182	2828	0.999	397.118	14.042%	70.225	5.216%	0.07048	0.999
SP85251	416	0.991	120.156	28.884%	19.005	13.379%	0.24898	0.99
SP84408	281	0.984	94.383	33.588%	15.522	18.483%	0.14916	0.981
SP84491	3247	0.999	424.431	13.071%	75.342	5.837%	0.0319	0.998
SP84743	3184	0.999	340.714	10.701%	59.225	4.779%	0.0305	0.999
SP83967	481	0.993	102.617	21.334%	18.026	11.871%	0.12077	0.992
SP105253	2082	0.999	183.156	8.797%	31.184	3.476%	0.02059	0.999
SP84998	915	0.999	123.255	13.47%	20.702	4.952%	0.07809	0.999
SP84062	211	0.957	92.467	43.823%	15.143	29.511%	0.26864	0.946
SP84982	52976	1.0	2156.121	4.07%	639.934	1.678%	1000.0	1.0
SP84790	1219	0.997	196.533	16.122%	32.051	8.429%	0.08099	0.996
SP105673	1377	0.997	166.899	12.12%	28.675	8.355%	0.02901	0.996
SP85339	1654	0.999	208.981	12.635%	36.648	4.367%	0.1012	0.999
SP84719	861	0.993	257.505	29.908%	56.439	16.312%	0.16084	0.992
SP105425	1623	1.0	136.327	8.4%	20.754	2.617%	0.02356	1.0
SP84056	1328	0.997	231.185	17.409%	40.312	8.681%	0.04979	0.996
SP105261	532	0.996	98.316	18.48%	15.923	8.5%	0.07239	0.996
SP85379	1871	0.999	199.44	10.66%	32.605	3.897%	0.02345	0.999
SP105086	1573	0.997	210.505	13.382%	40.338	8.201%	0.0262	0.996
SP84392	102175	1.0	5208.636	5.098%	2079.449	3.041%	1000.0	1.0
SP105018	4707	0.998	346.088	7.353%	88.998	6.641%	0.00594	0.998
SP84858	1929	0.998	335.451	17.39%	54.502	7.36%	0.05186	0.997
SP84086	639	0.972	297.266	46.521%	99.054	32.237%	0.1895	0.973
SP105213	998	0.997	160.794	16.112%	29.949	7.338%	0.07826	0.997
SP105577	813	0.998	130.382	16.037%	20.618	6.751%	0.04806	0.998
SP85431	523	0.991	137.392	26.27%	23.315	13.323%	0.10234	0.99
SP84962	712	0.995	155.929	21.9%	31.346	11.643%	0.10945	0.994
SP105006	983	0.997	178.215	18.13%	27.274	8.098%	0.06504	0.996
SP84439	95879	0.999	14651.35	15.281%	6241.437	10.334%	1000.0	0.999
SP105159	673	0.993	161.794	24.041%	27.391	13.003%	0.12347	0.992
SP85230	1047	0.982	223.406	21.338%	48.345	18.868%	0.05264	0.977
SP84922	2326	0.997	429.521	18.466%	87.809	8.562%	0.05121	0.997
SP85130	1578	0.998	289.82	18.366%	46.564	6.931%	0.13337	0.998
SP104984	747	0.997	129.329	17.313%	22.752	7.624%	0.07062	0.997
SP85222	312	0.99	100.001	32.052%	16.641	14.706%	0.19157	0.989
SP105375	3087	0.998	396.863	12.856%	79.455	6.442%	0.04636	0.998
SP85287	1049	0.998	181.454	17.298%	27.557	6.074%	0.08025	0.998
CPCT02060042T	217	0.954	105.373	48.559%	21.225	31.56%	0.22357	0.949
CPCT02130027T	698	0.996	118.455	16.971%	19.509	8.379%	0.06108	0.996
CPCT02290024T	2754	1.0	250.741	9.105%	43.93	3.413%	0.01913	1.0
CPCT02230080T	1797	1.0	149.445	8.316%	23.738	2.846%	0.02246	1.0
CPCT02070282T	1797	0.999	234.59	13.055%	38.078	5.251%	0.02901	0.999
CPCT02060201T	1667	0.999	164.669	9.878%	25.745	3.385%	0.02757	0.999
CPCT02010752T	741	0.989	189.194	25.532%	35.85	14.984%	0.10519	0.987
