Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP123975	2211	0.999	496.791	22.469%	133.336	9.075%	0.70965	0.999
SP124044	67	0.855	43.141	64.39%	7.505	53.471%	0.5391	0.799
SP123972	413	0.962	160.565	38.878%	29.645	32.036%	0.23133	0.954
SP123850	141	0.898	75.143	53.293%	12.221	45.017%	0.29401	0.848
SP123902	159	0.839	100.173	63.002%	20.183	64.049%	0.54061	0.788
SP123884	219	0.845	126.645	57.829%	22.554	54.43%	0.31612	0.761
SP123964	137	0.816	96.839	70.685%	15.97	59.229%	0.46483	0.726
SP123995	138	0.779	97.747	70.831%	17.65	66.711%	0.55104	0.673
SP123846	176	0.874	102.274	58.11%	16.282	50.057%	0.34583	0.805
SP124003	93	0.815	64.185	69.016%	11.573	62.671%	0.48665	0.739
SP123876	133	0.898	73.728	55.435%	12.399	44.77%	0.36622	0.858
SP123878	91	0.824	64.992	71.42%	11.421	64.147%	0.54612	0.759
SP123842	99	0.825	77.653	78.437%	12.653	62.111%	0.71043	0.764
SP123900	143	0.836	94.294	65.94%	18.423	62.568%	0.5445	0.784
SP123978	65	0.797	49.994	76.914%	8.637	66.835%	0.61927	0.719
SP123897	92	0.894	53.132	57.752%	10.069	50.599%	0.41004	0.866
SP124013	125	0.871	72.624	58.099%	12.211	49.563%	0.33873	0.808
SP124021	89	0.878	49.527	55.648%	8.753	49.634%	0.38806	0.826
SP123852	121	0.863	70.611	58.356%	11.508	53.482%	0.37531	0.784
SP123998	170	0.852	111.171	65.395%	19.631	58.091%	0.48971	0.798
SP123967	96	0.851	63.991	66.657%	11.238	57.499%	0.4953	0.799
SP123988	291	0.916	139.378	47.896%	25.462	45.709%	0.26141	0.886
SP123984	103	0.749	79.08	76.777%	14.128	71.086%	0.57259	0.631
SP123858	88	0.825	63.443	72.094%	10.457	58.64%	0.53533	0.751
SP123890	98	0.856	60.134	61.361%	10.243	52.135%	0.36454	0.79
SP123950	141	0.884	78.338	55.559%	13.82	51.54%	0.37556	0.836
SP123886	62	0.754	60.35	97.339%	12.552	81.023%	1.28655	0.712
SP124033	87	0.665	73.766	84.789%	13.307	78.276%	0.71327	0.485
SP123892	180	0.9	95.333	52.963%	15.448	44.337%	0.28651	0.851
SP123840	122	0.785	87.774	71.946%	15.769	71.237%	0.53207	0.686
SP123969	143	0.892	71.838	50.236%	13.002	49.534%	0.38623	0.842
SP123953	117	0.909	73.33	62.675%	10.942	47.755%	0.61966	0.878
SP123955	95	0.866	66.686	70.196%	11.769	56.689%	0.54897	0.83
SP123882	212	0.887	108.721	51.283%	20.4	53.909%	0.33239	0.839
SP123894	198	0.831	137.754	69.573%	24.848	68.186%	0.59469	0.771
SP124017	47	0.672	47.904	101.923%	9.485	90.85%	1.03801	0.591
SP123856	73	0.828	52.477	71.886%	8.767	59.242%	0.6299	0.759
SP123854	117	0.729	99.113	84.712%	17.815	81.061%	0.83968	0.62
SP123888	108	0.874	65.066	60.246%	10.671	50.081%	0.53369	0.816
SP123870	91	0.833	61.434	67.51%	11.464	62.448%	0.60009	0.776
SP123958	64	0.716	54.075	84.492%	10.18	78.54%	1.15088	0.609
SP123844	116	0.851	73.805	63.625%	11.754	54.803%	0.51122	0.77
SP123872	158	0.919	78.131	49.45%	14.711	47.186%	0.3658	0.896
SP123874	115	0.869	75.477	65.632%	13.144	56.933%	0.44332	0.827
SP123836	178	0.922	91.7	51.517%	13.868	40.895%	0.39332	0.886
SP43633	77	0.904	46.357	60.204%	8.447	50.212%	0.61967	0.882
SP36498	689	0.949	239.349	34.739%	47.411	32.569%	0.13476	0.932
SP37516	556	0.965	182.348	32.796%	33.03	29.529%	0.14347	0.954
SP39997	738	0.941	288.374	39.075%	54.658	36.701%	0.19608	0.92
SP35617	671	0.967	210.265	31.336%	37.733	27.009%	0.11904	0.955
