Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP24708	425	0.977	169.936	39.985%	29.467	25.863%	0.30391	0.974
SP24301	641	0.979	266.766	41.617%	51.291	27.943%	0.30239	0.978
SP27201	497	0.983	201.062	40.455%	41.122	29.529%	0.3688	0.983
SP28791	167	0.964	80.867	48.423%	14.996	33.985%	0.62178	0.961
SP23739	253	0.967	104.541	41.321%	19.664	32.219%	0.4134	0.963
SP24702	483	0.985	191.329	39.613%	36.451	23.723%	0.31981	0.984
SP25332	154	0.924	99.89	64.864%	18.527	50.128%	0.63366	0.914
SP28335	312	0.936	176.985	56.726%	31.578	48.201%	0.52511	0.927
SP26709	232	0.977	150.767	64.986%	42.147	49.533%	0.63286	0.98
SP25350	443	0.963	175.123	39.531%	31.864	32.666%	0.25559	0.956
SP25380	504	0.986	204.057	40.488%	39.184	28.782%	0.33777	0.987
SP24565	237	0.879	148.377	62.606%	26.061	51.538%	0.60689	0.84
SP25833	411	0.979	177.21	43.117%	34.187	29.103%	0.34922	0.979
SP25905	208	0.948	111.757	53.729%	20.82	45.07%	0.51821	0.943
SP26439	161	0.952	98.207	60.998%	18.494	47.672%	0.54115	0.951
SP24236	603	0.982	209.37	34.721%	43.305	26.352%	0.30037	0.982
SP23925	1757	0.981	442.239	25.17%	86.799	19.932%	0.15603	0.976
SP24815	576	0.964	266.437	46.256%	54.682	37.806%	0.40343	0.963
SP27957	375	0.964	186.076	49.62%	36.302	36.914%	0.73836	0.962
SP27603	379	0.954	177.212	46.758%	31.833	36.77%	0.3557	0.947
SP27825	518	0.973	214.046	41.322%	41.003	30.745%	0.28569	0.971
SP24135	1064	0.971	311.831	29.307%	57.377	27.65%	0.11919	0.961
SP26499	249	0.963	134.634	54.07%	24.982	39.495%	0.50055	0.961
SP25518	557	0.982	189.805	34.076%	35.495	23.398%	0.26184	0.98
SP28659	1191	0.968	330.302	27.733%	63.205	26.016%	0.10835	0.957
SP23622	392	0.95	183.191	46.732%	33.909	36.633%	0.35971	0.941
SP27939	316	0.973	126.604	40.065%	21.4	28.09%	0.27007	0.969
SP23754	129	0.935	72.367	56.098%	13.307	41.524%	0.46946	0.924
SP29697	313	0.979	136.129	43.492%	28.282	31.899%	0.29157	0.979
SP27339	312	0.959	166.962	53.513%	30.908	40.184%	0.48753	0.956
SP29559	814	0.976	229.831	28.235%	43.854	24.47%	0.10154	0.971
SP29331	453	0.975	200.108	44.174%	35.863	32.753%	0.30524	0.974
SP26475	407	0.986	160.319	39.39%	30.05	24.634%	0.29195	0.985
SP23775	1020	0.963	342.736	33.602%	66.827	32.557%	0.14153	0.954
SP28275	288	0.928	165.392	57.428%	32.098	50.587%	0.51144	0.918
SP28581	421	0.973	184.48	43.819%	31.646	28.245%	0.35402	0.97
SP23639	473	0.962	221.947	46.923%	39.641	34.364%	0.3461	0.958
SP24391	426	0.972	178.936	42.004%	33.867	30.819%	0.36528	0.97
SP28041	537	0.985	202.075	37.63%	40.367	25.354%	0.28227	0.984
SP25494	1956	0.978	517.695	26.467%	93.609	23.338%	0.07654	0.972
SP26649	436	0.928	235.109	53.924%	44.217	43.114%	0.39536	0.913
SP78927	63	0.982	46.28	73.46%	19.606	50.639%	4.56987	0.983
SP78913	51	0.934	61.718	121.016%	28.285	146.454%	5.29533	0.946
SP107375	195	0.976	101.958	52.286%	26.598	39.752%	0.30721	0.977
SP107408	320	0.994	182.059	56.893%	69.744	41.612%	1.18517	0.995
SP107439	287	0.638	304.282	106.022%	87.482	91.832%	5.87239	0.6
SP78816	44	0.988	30.899	70.225%	12.037	42.504%	4.23292	0.989
SP78663	211	0.988	160.052	75.854%	73.305	61.784%	3.79138	0.99
SP78709	131	0.992	79.231	60.482%	36.153	43.659%	2.72672	0.993
SP107462	223	0.995	114.325	51.267%	55.476	37.984%	2.19772	0.996
SP78951	113	0.995	41.254	36.508%	9.772	16.563%	0.62089	0.995
SP107435	199	0.992	90.128	45.29%	22.255	26.014%	0.29728	0.992
SP78679	219	0.976	128.227	58.551%	34.765	42.725%	0.65496	0.977
SP107360	298	0.988	211.144	70.854%	83.402	60.5%	2.3482	0.991
SP78819	35	0.912	29.098	83.137%	5.056	44.865%	0.96415	0.901
SP78821	141	0.991	61.635	43.713%	17.09	27.482%	0.72624	0.992
SP107552	71	0.983	55.157	77.686%	24.457	60.009%	5.33217	0.985
SP78865	65	0.956	46.814	72.022%	10.871	39.882%	2.76636	0.955
SP107470	144	0.994	71.92	49.944%	22.96	28.722%	1.6149	0.995
SP78673	47	0.823	36.89	78.489%	6.638	60.345%	1.07549	0.775
SP78824	51	0.959	49.765	97.578%	22.559	89.949%	5.32289	0.963
SP107550	62	0.974	45.571	73.502%	16.541	53.723%	2.23349	0.976
SP78718	274	0.999	71.346	26.039%	24.65	12.878%	0.54598	0.999
SP107451	90	0.982	66.999	74.443%	31.626	61.952%	4.9741	0.984
SP107557	79	0.985	54.371	68.824%	24.755	51.764%	4.22065	0.986
SP107358	93	0.946	61.773	66.423%	12.837	49.048%	0.64659	0.945
SP78731	64	0.974	57.654	90.084%	25.212	74.346%	5.31644	0.977
SP107455	58	0.964	53.358	91.997%	24.042	79.786%	3.89972	0.967
SP107549	56	0.988	35.615	63.598%	12.885	40.504%	2.92918	0.989
SP78814	113	0.983	52.173	46.171%	11.127	26.337%	0.55524	0.983
SP107357	496	0.988	369.835	74.564%	142.007	65.734%	2.4805	0.993
SP78919	112	0.986	86.466	77.202%	40.131	64.744%	4.30728	0.988
SP107453	100	0.984	74.343	74.343%	29.111	63.136%	1.92083	0.987
SP78719	14	0.773	17.562	125.443%	5.864	125.021%	2.74985	0.768
SP78662	35	0.965	16.898	48.28%	4.238	27.884%	0.47385	0.962
SP107457	185	0.994	119.754	64.732%	55.222	49.351%	2.50128	0.995
SP107404	279	0.988	188.211	67.459%	70.418	57.421%	1.84292	0.991
SP78714	84	0.99	36.05	42.917%	9.134	21.493%	0.50123	0.99
SP107454	69	0.979	51.405	74.5%	23.879	59.791%	5.05522	0.981
SP107359	356	0.987	243.642	68.439%	90.274	54.042%	1.21962	0.99
SP78664	113	0.992	66.756	59.076%	29.213	39.626%	2.13166	0.993
SP78931	103	0.997	36.551	35.486%	11.838	16.696%	0.62455	0.997
SP78815	48	0.963	46.87	97.646%	20.773	86.705%	5.00685	0.966
SP107466	202	0.977	167.554	82.948%	61.839	73.817%	1.92203	0.983
SP78901	231	0.996	93.826	40.617%	41.026	24.287%	2.72418	0.996
SP107384	740	0.984	259.311	35.042%	53.921	26.897%	0.18155	0.985
SP107467	49	0.965	21.939	44.773%	4.962	27.869%	0.59071	0.962
SP78680	45	0.993	14.731	32.736%	3.728	11.83%	0.58123	0.993
SP78672	53	0.98	39.455	74.443%	16.6	50.819%	5.05017	0.981
SP107365	144	0.958	145.396	100.969%	55.529	105.09%	2.44521	0.967
SP78660	58	0.983	31.019	53.481%	6.19	19.401%	0.52849	0.982
SP78659	53	0.953	31.711	59.832%	6.599	34.541%	0.49259	0.95
SP107449	96	0.973	60.941	63.48%	17.483	47.029%	0.96128	0.974
SP78813	84	0.97	79.713	94.896%	37.067	91.924%	4.17076	0.975
SP78953	33	0.987	19.363	58.676%	6.813	34.904%	1.31836	0.988
SP78804	132	0.984	93.276	70.664%	30.83	51.512%	1.08195	0.987
SP107460	106	0.98	65.453	61.748%	17.444	43.583%	1.04674	0.982
SP107548	133	0.992	80.99	60.895%	37.923	45.79%	1.52342	0.993
SP78730	201	0.993	112.707	56.073%	42.752	40.69%	1.36571	0.995
SP78727	110	0.981	80.61	73.282%	36.186	55.338%	4.43224	0.983
SP78822	286	0.988	134.742	47.113%	38.394	30.875%	0.33593	0.989
SP78818	101	0.989	60.693	60.092%	25.91	38.81%	4.11711	0.99
SP78923	38	0.976	31.649	83.287%	14.537	70.765%	4.38574	0.979
SP107405	359	0.983	273.872	76.287%	108.321	66.813%	1.85326	0.987
SP107437	252	0.986	169.766	67.367%	58.073	56.016%	1.68888	0.99
SP78675	126	0.985	99.053	78.613%	45.857	66.286%	5.00327	0.987
SP107371	548	0.978	244.255	44.572%	51.848	31.974%	0.28604	0.978
SP107556	190	0.995	102.182	53.78%	38.124	33.279%	1.6492	0.995
SP78807	85	0.964	60.527	71.208%	15.229	49.592%	0.72101	0.965
SP78945	90	0.991	57.583	63.981%	25.225	44.55%	2.71208	0.993
SP107480	70	0.978	50.678	72.397%	18.881	55.774%	1.03928	0.98
SP107448	89	0.981	74.696	83.928%	35.346	76.749%	4.60431	0.984
SP107436	138	0.989	91.177	66.07%	40.828	48.01%	3.85466	0.991
SP79150	20	0.748	23.272	116.36%	4.88	92.223%	1.67343	0.719
SP107546	267	0.998	94.529	35.404%	35.473	21.398%	0.76063	0.998
SP107459	111	0.983	64.333	57.958%	13.928	32.443%	0.67536	0.983
SP78823	22	0.946	20.47	93.045%	9.381	80.441%	6.05033	0.948
SP78666	81	0.99	49.812	61.496%	18.634	39.719%	1.67138	0.991
SP78721	42	0.978	21.542	51.29%	4.482	22.028%	0.82723	0.977
SP78665	183	0.995	101.477	55.452%	42.826	34.889%	3.11421	0.996
SP78935	124	0.981	90.532	73.01%	42.673	59.614%	4.87181	0.983
SP107458	337	0.992	228.738	67.875%	107.024	54.088%	3.85247	0.994
SP79160	102	0.994	61.061	59.864%	25.024	37.114%	3.38061	0.995
SP107479	138	0.992	85.444	61.916%	38.561	44.414%	3.44398	0.993
SP107377	258	0.989	178.673	69.253%	73.685	58.239%	1.80425	0.992
SP78937	301	0.996	96.626	32.102%	24.351	16.734%	0.2531	0.996
SP107444	80	0.975	73.916	92.395%	33.467	83.459%	6.00645	0.979
SP79144	193	0.989	93.736	48.568%	23.59	26.113%	0.3082	0.989
SP107469	29	0.983	14.722	50.766%	3.722	21.174%	0.81164	0.982
SP107373	288	0.965	315.248	109.461%	146.714	124.837%	5.67801	0.975
SP107406	877	0.966	339.461	38.707%	64.455	32.34%	0.15715	0.96
SP107369	395	0.987	283.694	71.821%	104.442	58.853%	1.9618	0.991
SP107403	544	0.993	258.035	47.433%	79.55	31.731%	0.84684	0.994
SP107363	391	0.985	225.122	57.576%	65.469	44.549%	0.56906	0.988
SP78955	64	0.99	42.438	66.309%	18.798	47.594%	3.51562	0.991
SP78711	2	0.067	3.861	193.05%	1.55	109.602%	3.59113	0.022
SP78677	52	0.969	43.694	84.027%	14.774	64.541%	1.56702	0.972
SP78805	141	0.991	93.039	65.985%	43.858	52.23%	3.28789	0.993
SP107461	54	0.953	57.691	106.835%	26.157	108.238%	3.33062	0.959
SP107472	38	0.975	16.583	43.639%	3.923	23.787%	0.61999	0.974
SP107356	195	0.978	106.306	54.516%	25.025	35.99%	0.46163	0.979
SP78825	86	0.962	55.252	64.247%	12.147	39.327%	0.72818	0.961
SP107468	95	0.982	75.637	79.618%	33.272	61.562%	3.78598	0.984
SP78851	554	0.993	361.49	65.251%	176.803	54.564%	3.74937	0.995
SP78726	107	0.975	51.493	48.124%	11.088	31.349%	0.48005	0.974
SP107379	547	0.99	362.357	66.244%	136.871	55.104%	1.69661	0.993
SP107474	117	0.994	44.055	37.654%	10.617	16.844%	0.66346	0.994
SP107438	88	0.977	44.525	50.597%	8.422	23.994%	0.68175	0.976
SP107478	136	0.987	101.63	74.728%	45.042	56.91%	3.07133	0.989
SP78716	321	0.993	174.603	54.393%	63.537	38.414%	1.20514	0.995
SP78676	190	0.996	71.71	37.742%	24.582	21.225%	0.76887	0.997
SP107443	17	0.924	17.857	105.041%	7.893	91.141%	8.88556	0.926
SP107361	434	0.985	336.705	77.582%	126.162	68.143%	1.83904	0.989
SP107464	297	0.986	233.973	78.779%	88.74	67.307%	1.83304	0.99
SP78717	25	0.858	27.56	110.24%	9.204	107.725%	3.16408	0.859
SP78671	96	0.972	94.316	98.246%	43.761	98.695%	4.49849	0.978
SP78817	50	0.964	39.164	78.328%	14.105	63.85%	1.26777	0.967
SP107381	276	0.988	194.882	70.609%	71.85	58.141%	1.99507	0.992
SP107463	305	0.988	220.358	72.249%	84.943	60.286%	2.35965	0.992
SP107477	143	0.989	96.249	67.307%	43.33	49.726%	3.20926	0.99
SP78661	180	0.987	132.369	73.538%	49.163	58.711%	2.08006	0.99
SP78939	68	0.964	66.222	97.385%	29.893	89.886%	5.22923	0.969
SP78674	269	0.995	136.597	50.78%	64.902	36.436%	3.25818	0.996
SP107553	21	0.942	13.355	63.595%	2.848	34.286%	0.70971	0.937
SP107555	149	0.982	129.172	86.693%	58.636	75.642%	4.69304	0.985
SP107446	71	0.981	39.346	55.417%	10.724	33.464%	1.16642	0.981
SP78713	378	0.998	144.658	38.269%	52.26	21.767%	0.85978	0.998
SP78720	90	0.988	39.79	44.211%	10.048	23.323%	1.2113	0.988
SP78947	81	0.983	65.924	81.388%	28.467	62.135%	4.09379	0.985
SP78875	47	0.971	29.673	63.134%	8.214	32.596%	1.07475	0.971
SP107554	272	0.993	178.052	65.46%	79.68	47.91%	2.88676	0.995
SP107407	486	0.988	323.311	66.525%	115.619	51.771%	1.94332	0.99
SP78820	125	0.987	92.349	73.879%	43.753	62.409%	3.48975	0.989
SP78668	27	0.87	23.433	86.789%	4.405	55.498%	0.9419	0.853
SP107547	57	0.984	39.886	69.975%	18.706	55.622%	2.14685	0.986
SP79148	335	0.998	102.978	30.74%	34.552	15.307%	0.54218	0.998
SP107386	404	0.996	217.226	53.769%	85.79	38.006%	1.17562	0.997
SP78921	183	0.988	132.708	72.518%	63.921	62.295%	3.53266	0.99
SP107545	102	0.975	73.561	72.119%	24.184	52.649%	0.6913	0.977
SP107440	97	0.988	68.559	70.679%	25.906	53.338%	1.29446	0.99
SP79066	62	0.969	30.892	49.826%	6.481	27.436%	0.65525	0.967
SP107473	106	0.982	94.619	89.263%	42.658	78.915%	4.91453	0.986
SP107362	242	0.989	129.264	53.415%	33.443	32.178%	0.44449	0.99
SP78722	26	0.937	27.425	105.481%	12.039	94.009%	7.01568	0.94
SP78729	154	0.997	63.776	41.413%	25.579	22.549%	1.73437	0.998
SP107441	168	0.989	107.368	63.91%	51.817	51.121%	3.37961	0.99
SP78873	98	0.987	74.344	75.861%	32.613	57.419%	3.95238	0.989
SP47708	239	0.965	130.229	54.489%	27.034	35.421%	0.34004	0.963
SP47990	144	0.899	106.149	73.715%	21.988	68.313%	0.836	0.892
SP48414	150	0.909	101.297	67.531%	20.698	60.824%	0.53248	0.9
SP48135	362	0.972	166.044	45.869%	36.978	36.82%	0.46044	0.972
SP47652	117	0.963	61.68	52.718%	11.841	37.13%	0.49133	0.961
SP48888	75	0.89	73.059	97.412%	20.986	102.769%	1.12242	0.897
SP48426	23	0.825	19.153	83.274%	3.71	56.577%	1.20611	0.791
SP48480	310	0.953	173.068	55.828%	31.308	34.787%	0.33207	0.948
SP48263	82	0.907	45.277	55.216%	7.479	43.18%	0.41923	0.872
SP47628	58	0.826	43.502	75.003%	8.231	60.031%	0.75158	0.78
SP47808	209	0.972	103.985	49.754%	19.942	36.586%	0.398	0.972
SP48850	374	0.952	229.424	61.343%	52.841	60.829%	1.36673	0.96
SP48189	473	0.978	156.457	33.078%	28.12	26.027%	0.24023	0.975
SP48073	155	0.972	73.893	47.673%	13.267	33.303%	0.28851	0.971
