Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP23435	215	0.981	78.722	36.615%	12.981	20.436%	0.19424	0.978
SP112829	411	0.914	213.405	51.923%	42.942	41.833%	0.27101	0.895
SP112947	325	0.806	220.159	67.741%	46.304	59.565%	0.55624	0.748
SP112985	32	0.323	50.828	158.838%	13.537	94.778%	2.00834	0.221
SP112925	336	0.856	189.275	56.332%	39.391	52.951%	0.4207	0.807
SP112937	122	0.915	65.935	54.045%	10.618	40.305%	0.34416	0.884
SP112989	122	0.951	52.485	43.02%	8.62	30.904%	0.23618	0.936
SP111145	269	0.981	87.901	32.677%	14.574	19.714%	0.17148	0.977
SP111143	219	0.985	73.629	33.621%	13.03	20.579%	0.19273	0.983
SP125584	14	0.761	14.195	101.393%	3.454	65.274%	1.06853	0.736
SP111144	315	0.994	88.415	28.068%	15.741	13.837%	0.11406	0.993
SP116296	70	0.908	41.641	59.487%	8.27	42.203%	0.38643	0.89
SP116254	254	0.991	69.134	27.218%	12.562	13.48%	0.13388	0.99
SP116256	241	0.989	74.344	30.848%	12.982	14.957%	0.15107	0.988
SP116274	119	0.97	56.717	47.661%	9.841	26.656%	0.28151	0.967
SP116259	191	0.986	69.473	36.373%	12.287	17.136%	0.20541	0.985
SP116290	83	0.894	44.499	53.613%	8.93	45.992%	0.33671	0.865
SP116258	226	0.994	60.748	26.88%	10.269	11.724%	0.12835	0.993
SP116261	47	0.848	31.044	66.051%	6.778	53.089%	0.70703	0.815
SP23463	60	0.93	38.539	64.232%	6.721	37.224%	0.5081	0.919
SP116268	62	0.926	35.064	56.555%	5.963	37.713%	0.44125	0.909
SP23471	88	0.966	45.701	51.933%	8.094	27.632%	0.33616	0.962
SP116266	128	0.977	51.26	40.047%	7.823	21.647%	0.30211	0.973
SP116264	179	0.967	82.584	46.136%	13.79	25.936%	0.30248	0.962
SP116269	165	0.972	74.455	45.124%	11.55	24.12%	0.32635	0.968
SP116275	141	0.979	58.485	41.479%	10.309	21.68%	0.2645	0.977
SP23447	84	0.973	35.313	42.039%	6.147	23.037%	0.30196	0.97
SP116255	265	0.985	87.047	32.848%	17.382	17.662%	0.17265	0.983
SP23455	95	0.931	50.11	52.747%	8.515	36.952%	0.32088	0.913
SP23475	82	0.943	40.123	48.93%	7.345	33.456%	0.35448	0.931
SP116227	214	0.992	86.469	40.406%	17.742	17.286%	0.24984	0.992
SP116226	67	0.944	35.072	52.346%	6.045	33.126%	0.40747	0.933
SP23443	199	0.991	62.617	31.466%	10.442	13.455%	0.24405	0.99
SP116260	169	0.981	66.387	39.282%	12.031	22.125%	0.2605	0.979
SP116280	450	0.997	90.358	20.08%	14.283	8.482%	0.08727	0.996
SP116224	81	0.96	46.286	57.143%	8.342	28.201%	0.45807	0.956
SP116249	3	0.436	4.927	164.233%	1.559	90.009%	2.59903	0.4
SP116232	17	0.724	16.567	97.453%	3.306	68.935%	1.01915	0.663
SP116251	58	0.826	43.467	74.943%	7.557	56.963%	0.61772	0.769
SP116272	123	0.966	62.478	50.795%	11.831	26.422%	0.34614	0.962
SP116286	49	0.909	29.229	59.651%	5.637	41.67%	0.41751	0.891
SP116282	120	0.969	52.941	44.118%	9.399	25.192%	0.34762	0.964
SP116288	22	0.875	20.288	92.218%	4.05	54.12%	1.16226	0.863
SP23467	114	0.971	61.768	54.182%	9.676	23.966%	0.42911	0.968
SP116263	64	0.946	34.424	53.788%	6.54	34.662%	0.34451	0.939
SP116292	61	0.933	35.354	57.957%	6.487	36.095%	0.49536	0.922
SP116248	55	0.872	44.274	80.498%	8.996	49.15%	0.68298	0.856
SP116276	17	0.621	18.43	108.412%	3.659	79.846%	1.1172	0.524
SP116265	265	0.985	79.671	30.065%	12.313	17.002%	0.15395	0.983
SP116267	185	0.982	63.952	34.569%	10.522	19.475%	0.22673	0.979
SP116253	151	0.963	61.542	40.756%	10.236	26.965%	0.24521	0.954
SP23481	50	0.869	33.059	66.118%	6.206	49.688%	0.50043	0.834
SP116233	203	0.986	59.021	29.074%	11.109	17.026%	0.16546	0.984
SP116284	146	0.988	55.97	38.336%	9.59	17.114%	0.23866	0.987
SP116270	75	0.942	41.196	54.928%	7.559	35.36%	0.3715	0.934
SP116257	196	0.989	75.979	38.765%	12.721	16.366%	0.23814	0.988
SP116298	13	0.888	11.022	84.785%	2.754	46.551%	1.11035	0.88
SP116294	32	0.856	22.363	69.884%	4.349	51.98%	0.58946	0.822
SP23439	320	0.972	101.788	31.809%	16.737	23.627%	0.12115	0.962
SP23483	10	0.401	16.272	162.72%	3.193	92.174%	2.11549	0.272
SP116262	67	0.933	38.313	57.184%	7.422	36.173%	0.43783	0.922
SP116228	422	0.993	85.797	20.331%	13.936	11.956%	0.07391	0.991
SP116222	98	0.943	49.743	50.758%	9.478	33.721%	0.39013	0.933
SP23451	103	0.924	52.12	50.602%	10.403	41.089%	0.40535	0.907
SP116247	151	0.983	61.268	40.575%	9.723	18.64%	0.25424	0.981
SP116225	101	0.885	51.742	51.23%	10.169	47.158%	0.31606	0.841
SP116273	105	0.978	50.585	48.176%	8.93	22.53%	0.30584	0.977
SP116221	78	0.936	49.72	63.744%	8.237	35.578%	0.55685	0.925
SP116271	36	0.875	28.546	79.294%	5.486	49.668%	0.63371	0.857
SP23459	85	0.969	42.222	49.673%	7.547	24.922%	0.36393	0.966
SP23479	79	0.95	45.226	57.248%	7.892	31.518%	0.40726	0.943
SP116223	83	0.955	40.016	48.212%	6.953	30.004%	0.34344	0.947
SP116229	351	0.996	86.224	24.565%	14.895	9.211%	0.14426	0.996
SP23477	69	0.895	44.812	64.945%	7.994	46.23%	0.52209	0.87
SP116252	140	0.948	62.835	44.882%	11.121	32.429%	0.25521	0.935
SP116278	6	0.542	9.117	151.95%	2.694	85.192%	1.4837	0.519
SP23431	821	0.997	149.569	18.218%	31.091	7.954%	0.08938	0.997
SP116231	114	0.986	52.912	46.414%	9.798	20.457%	0.28719	0.986
SP116250	36	0.839	29.232	81.2%	6.134	55.535%	0.64364	0.815
SP112815	352	0.992	94.739	26.914%	15.081	12.759%	0.13925	0.991
SP112799	156	0.974	64.113	41.098%	11.116	23.078%	0.23945	0.97
SP112835	238	0.937	99.549	41.827%	19.087	34.988%	0.18971	0.918
SP112955	207	0.913	115.399	55.748%	19.106	41.005%	0.33912	0.884
SP112807	304	0.982	105.404	34.672%	18.178	20.434%	0.21737	0.979
SP112953	423	0.939	200.662	47.438%	41.83	34.872%	0.35071	0.928
SP112911	156	0.932	75.834	48.612%	14.929	36.38%	0.39173	0.916
SP112847	190	0.987	63.937	33.651%	10.404	16.236%	0.23067	0.986
SP112859	452	0.992	97.834	21.645%	15.923	12.534%	0.08599	0.991
SP112919	204	0.958	97.753	47.918%	16.434	29.478%	0.29759	0.95
SP102652	222	0.985	71.759	32.324%	10.989	17.485%	0.16726	0.982
SP112981	247	0.956	104.112	42.151%	19.617	29.767%	0.29549	0.947
SP102620	304	0.973	105.432	34.682%	17.289	23.203%	0.19955	0.967
SP112987	320	0.989	102.469	32.022%	17.195	15.792%	0.19309	0.988
SP112825	255	0.977	93.035	36.484%	14.91	21.376%	0.22424	0.973
SP112967	20	0.679	25.352	126.76%	4.716	74.567%	1.15421	0.633
SP102622	363	0.994	78.479	21.62%	13.25	11.909%	0.08556	0.993
SP112785	666	0.988	142.918	21.459%	25.352	15.259%	0.08281	0.986
SP112793	271	0.986	75.292	27.783%	14.191	16.536%	0.11842	0.984
SP112963	287	0.986	89.48	31.178%	14.652	16.681%	0.14593	0.984
SP112801	464	0.997	88.912	19.162%	15.427	8.218%	0.06463	0.997
SP112997	302	0.977	101.385	33.571%	17.039	21.18%	0.16675	0.973
SP112973	456	0.997	107.58	23.592%	18.057	8.781%	0.10852	0.996
SP112819	355	0.991	109.197	30.76%	21.105	16.518%	0.16652	0.991
SP112941	241	0.978	70.636	29.31%	11.733	21.242%	0.1332	0.971
SP112965	270	0.989	88.34	32.719%	15.637	15.583%	0.22841	0.988
SP112791	315	0.994	79.508	25.241%	12.758	11.419%	0.11893	0.993
SP112949	86	0.938	48.364	56.237%	7.875	35.722%	0.36218	0.924
SP112857	296	0.989	89.561	30.257%	14.583	14.655%	0.16091	0.988
SP112843	392	0.986	104.455	26.647%	17.775	17.263%	0.14849	0.983
SP112915	271	0.958	100.916	37.238%	18.388	28.991%	0.19458	0.947
SP112837	420	0.977	133.544	31.796%	23.487	21.843%	0.15356	0.972
SP112823	191	0.986	54.822	28.703%	8.854	16.771%	0.15721	0.983
SP102633	118	0.949	53.884	45.664%	8.607	31.512%	0.3337	0.934
SP112899	195	0.895	103.949	53.307%	20.213	44.962%	0.42252	0.862
SP112893	229	0.973	91.652	40.023%	14.884	25.859%	0.21141	0.968
SP112895	286	0.991	97.112	33.955%	17.425	14.743%	0.22265	0.99
SP102626	362	0.983	113.682	31.404%	19.895	20.101%	0.19528	0.98
SP112795	317	0.995	83.297	26.277%	13.22	9.865%	0.13529	0.995
SP112927	271	0.98	109.355	40.352%	19.414	21.054%	0.32029	0.978
SP112779	422	0.989	149.49	35.424%	27.297	16.656%	0.18909	0.988
SP112975	364	0.995	98.655	27.103%	16.343	11.74%	0.14311	0.994
SP112867	260	0.95	107.802	41.462%	18.167	31.285%	0.22689	0.933
SP112903	245	0.954	111.563	45.536%	23.961	34.22%	0.38052	0.949
SP112933	155	0.979	64.13	41.374%	11.566	23.753%	0.31174	0.977
SP112869	374	0.991	105.02	28.08%	17.371	13.659%	0.15096	0.99
SP112999	81	0.892	46.748	57.714%	7.882	45.281%	0.38806	0.851
SP112939	172	0.984	69.69	40.517%	11.506	18.597%	0.29076	0.983
SP112921	180	0.904	86.422	48.012%	16.628	44.957%	0.39954	0.868
SP112901	209	0.963	89.252	42.704%	14.695	26.933%	0.22605	0.956
SP112831	208	0.969	80.162	38.539%	14.562	25.575%	0.27039	0.963
SP112891	251	0.98	91.737	36.549%	16.151	20.34%	0.20733	0.977
SP112775	374	0.989	108.029	28.885%	17.603	14.905%	0.14003	0.988
SP112897	326	0.987	97.558	29.926%	15.448	16.249%	0.14336	0.985
