Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
SP99325	2601	73324	4729	9652	3986	13636	11240	1135	0	0	227	2432	0	2781	329
SP18310	36111	49897	20654	3766	2731	10127	8261	1342	207	0	0	733	0	153	0
SP17172	15898	18471	0	0	0	5038	0	0	118	0	27	0	0	0	328
SP96133	18859	38757	0	2428	2055	5078	3932	4940	300	0	0	591	0	367	81
SP110242	20087	67577	311	2100	10128	11525	9744	2029	152	0	182	513	0	147	0
SP21017	11669	69511	0	6695	3409	11338	8506	1251	0	0	0	0	0	0	0
SP22383	10939	50236	0	1452	78	6847	4515	4370	0	0	0	584	0	267	0
SP81312	1452	1880	0	39	0	5644	0	1307	0	0	302	15	0	0	950
SP19215	4069	44473	7011	0	973	5852	4877	5825	90	0	0	376	0	185	0
SP16886	359	115	0	42	0	4798	0	759	136	62	112	27	0	121	1132
SP17905	0	0	0	856	0	9681	0	10522	498	325	1508	0	130	349	1797
SP18121	10607	54357	0	2443	792	21866	6131	3113	0	0	131	59	0	386	145
SP96118	2221	2366	0	0	46	848	1426	2178	119	0	0	171	0	90	0
SP21400	740	990	0	52	0	6756	0	1053	0	32	194	12	6	0	716
SP18946	2240	2441	0	189	0	6886	0	3471	201	60	486	103	64	0	660
SP80615	383	1130	0	207	0	10035	0	3067	558	167	421	21	120	418	2812
SP102897	6338	1283	0	57	907	1261	744	602	97	0	349	1090	405	323	18
SP98845	3587	2396	0	0	198	696	887	541	200	0	232	114	117	238	8
SP107012	12082	7360	0	375	1704	3643	1196	1469	87	0	344	302	57	1152	2
SP55142	14	0	0	0	0	208	194	376	9	0	3822	238	919	0	48
SP53810	53	0	0	0	0	12	120	4	10	51	4955	4	197	0	36
SP116697	0	1921	0	0	795	3504	0	427	144	0	183	729	1584	73	24
SP102133	428	2386	0	0	10056	5297	50	0	1069	7	70	107	98	412	119
SP125732	1551	3739	0	0	0	743	234	1178	133	0	0	109	16	37	3
SP125746	17923	17086	0	438	2964	3568	3530	467	134	0	0	919	0	386	42
SP125770	0	6371	0	0	6350	5044	305	365	1122	0	0	31	1789	355	0
SP77956	0	0	0	0	0	0	0	0	0	0	991	0	0	4482	0
SP124384	11492	3054	0	0	1317	1205	1859	1133	268	0	392	381	708	99	92
SP135287	8330	39269	3043	1037	882	6108	2689	1981	290	0	0	564	0	86	0
SP85122	28403	40848	11792	198	4843	5626	6053	968	939	0	0	770	0	0	0
SP84384	20424	56200	1373	0	0	4565	15496	1294	1034	0	158	1094	0	0	0
SP84982	8361	35849	0	489	0	2598	3653	1583	77	0	0	261	0	2	103
SP84392	16628	56623	4853	1394	2747	5896	11688	1792	494	0	0	48	0	12	0
SP84439	0	65864	0	0	0	6705	16670	5040	438	0	288	139	0	114	621
SP95454	11310	6584	0	1538	3040	2137	2243	906	77	0	0	350	0	137	0
SP94741	17956	18589	0	4278	4933	4008	3782	769	52	0	66	555	0	144	0
SP90209	32281	15871	1909	162	3104	34764	6140	32981	0	0	0	0	0	0	0
SP90989	11562	27376	321	4220	1676	2733	1263	904	45	0	0	525	0	3	0
SP93540	32610	23162	12502	10700	3250	5975	5036	801	136	0	0	1868	0	0	0
SP93227	15861	27328	0	254	1095	27196	5068	52433	0	0	74	2	0	28	0
SP94348	22638	13373	0	3149	2792	2975	3956	480	239	0	61	697	0	0	6
SP94933	12889	10891	932	490	21511	12239	31	420	2350	0	0	327	7	1879	320
SP92364	14990	22894	0	1687	8463	4916	2330	2764	700	0	0	597	0	205	138
SP94917	3779	5707	0	1409	712	2876	1792	670	0	0	196	590	13	100	29
SP92460	5499	2473	0	801	1804	1002	1275	629	48	0	52	391	40	172	0
SP89909	4788	3550	0	0	595	674	1505	981	67	0	33	378	13	78	0
CPCT02020308T	31888	5435	8659	8274	7685	1710	1324	1459	272	1418	140	3147	17	470	18
CPCT02020323T	5020	3652	483	2295	466	837	398	884	0	140	0	274	49	123	0
CPCT02010373T	0	92	101	0	121	0	291	70	49	203	4763	82	151	0	47
CPCT02140022T	7724	1325	0	91	1647	1998	278	140	52	773	161	99	487	293	62
CPCT02070024T	15678	0	1009	2744	4260	790	604	719	94	473	161	384	117	1037	33
CPCT02070023T	36318	38809	0	11587	10773	8397	10952	2087	234	2771	1481	828	264	2367	105
CPCT02020387T	33664	17762	3352	20615	9143	3271	4299	4768	0	898	513	1359	0	879	21
CPCT02140024T	2903	0	106	578	835	296	436	171	8	138	27	351	197	46	8
CPCT02010441T	25531	12571	15699	10750	3020	3497	403	2034	1314	492	269	969	44	326	0
DRUP01010007T	656	1657	0	92	227	669	0	0	0	225	0	167	101	3	489
DRUP01070001T	11069	47907	8372	16704	3392	6339	6631	3934	0	134	310	96	52	168	74
CPCT02011015T	0	0	267	248	0	245	499	473	102	454	6609	293	429	127	144
CPCT02230072T	11114	0	0	10693	3187	3178	2808	271	13	1981	1550	1117	1917	1058	379
CPCT02380035T	6750	12267	0	8884	1974	1001	794	468	8	405	165	794	149	349	284
CPCT02020704TII	16525	24895	0	6824	8188	272	2934	2184	580	1396	450	1133	133	453	158
DRUP01010020T	45492	0	6621	6613	7251	0	3555	761	439	1773	268	1077	204	0	109
CPCT02011050T	16947	8884	3199	4079	2671	2014	520	917	480	365	137	2616	42	149	7
CPCT02080188T	0	0	150	0	81	271	234	213	13	267	4428	62	396	58	18
CPCT02250005T	8836	10466	2153	11121	1175	418	1262	469	282	859	261	410	83	0	60
DRUP01070038T	12454	4568	767	1448	1162	1006	44	222	80	797	180	366	320	77	19
DRUP01010123T	86814	0	46839	28703	14724	7030	1894	2254	2341	2204	107	2987	660	0	233
CPCT02200005T	8343	821	191	1945	0	0	705	0	106	214	105	47	6	11	7
CPCT02120105T	415	2176	0	724	64	124	67	57	19	390	67	0	429	64	14
CPCT02330076T	952	126398	0	6496	6241	1131	5775	10627	0	1103	389	1107	368	0	31
CPCT02220071T	4980	4103	0	2609	704	535	468	273	103	340	45	199	150	10	21
