Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP29914	1477	0.987	630.937	42.717%	171.719	34.348%	0.34102	0.989
SP31046	186	0.988	83.906	45.111%	20.274	27.039%	0.37144	0.988
SP31334	530	0.946	306.011	57.738%	62.343	48.999%	0.41998	0.944
SP30011	706	0.964	347.256	49.186%	84.953	42.395%	0.24204	0.964
SP31174	492	0.975	337.164	68.529%	101.46	59.921%	0.47037	0.98
SP32662	739	0.988	340.291	46.047%	90.858	37.343%	0.27003	0.991
SP31126	1552	0.948	834.126	53.745%	186.512	54.649%	0.31871	0.951
SP32958	556	0.984	462.871	83.25%	227.45	81.806%	4.74737	0.989
SP31422	799	0.97	355.381	44.478%	72.774	34.018%	0.23605	0.968
SP33496	1198	0.987	595.219	49.684%	171.618	38.448%	0.739	0.989
SP34005	259	0.964	210.431	81.247%	71.327	77.561%	1.79487	0.971
SP30113	3582	0.98	1113.44	31.084%	274.882	29.318%	0.19261	0.979
SP31030	982	0.989	631.309	64.288%	231.971	56.783%	1.26634	0.993
SP33544	1196	0.949	692.851	57.931%	173.82	56.143%	0.36446	0.952
SP33688	1345	0.989	357.23	26.56%	77.522	20.706%	0.09444	0.989
SP30907	737	0.96	330.938	44.903%	58.705	35.843%	0.22668	0.954
SP30185	103	0.939	65.59	63.68%	13.062	44.007%	0.75564	0.934
SP33837	237	0.959	180.421	76.127%	55.535	76.711%	1.42605	0.968
SP31790	476	0.985	229.249	48.162%	55.635	35.854%	0.33344	0.987
SP30143	324	0.985	183.324	56.581%	49.142	43.018%	0.42588	0.988
SP30071	812	0.967	445.238	54.832%	96.954	41.64%	0.40965	0.968
SP30493	186	0.969	88.279	47.462%	16.156	31.733%	0.30538	0.966
SP32014	428	0.978	327.13	76.432%	108.944	66.904%	1.85326	0.984
SP30332	2375	0.987	685.212	28.851%	158.515	26.978%	0.11882	0.988
SP31814	385	0.97	267.138	69.386%	80.387	63.195%	0.63591	0.976
SP29987	1128	0.969	602.389	53.403%	127.957	41.814%	0.32635	0.97
SP30083	337	0.978	223.521	66.327%	69.251	59.813%	0.46997	0.983
SP32742	543	0.984	362.291	66.72%	120.771	59.785%	1.19817	0.989
SP115162	204	0.946	170.465	83.561%	49.978	82.409%	1.50788	0.955
SP29940	383	0.975	319.644	83.458%	122.404	86.142%	1.67715	0.983
SP30843	170	0.967	139.986	82.345%	49.62	77.081%	0.77787	0.973
SP32222	5	0.245	7.992	159.84%	2.744	103.713%	6.50962	0.189
SP31190	703	0.971	407.279	57.934%	96.655	43.711%	0.50056	0.973
SP30077	1089	0.974	495.39	45.49%	97.926	33.033%	0.30335	0.973
SP32694	818	0.974	465.662	56.927%	113.319	45.542%	0.57141	0.977
SP33774	297	0.976	177.416	59.736%	45.96	42.045%	0.46244	0.977
SP30093	441	0.985	318.013	72.112%	105.718	61.934%	1.5494	0.99
SP33094	646	0.967	443.975	68.727%	133.126	62.302%	1.15405	0.972
SP30803	644	0.953	341.251	52.989%	75.965	47.685%	0.34657	0.952
SP30675	2514	0.986	697.938	27.762%	165.588	26.057%	0.13003	0.987
SP31854	1471	0.971	706.899	48.056%	144.174	35.388%	0.27063	0.97
SP31606	319	0.985	280.175	87.829%	138.511	91.874%	4.33532	0.99
SP30213	321	0.976	225.707	70.314%	76.133	64.054%	0.52921	0.981
SP32894	232	0.976	161.145	69.459%	58.343	59.435%	0.62682	0.979
SP117260	380	0.939	180.293	47.446%	37.408	45.238%	0.29121	0.929
SP117124	566	0.975	446.683	78.919%	157.632	79.616%	1.48213	0.984
SP117932	613	0.982	450.418	73.478%	160.469	67.625%	2.14367	0.987
SP117189	111	0.954	67.846	61.123%	15.972	48.669%	0.53319	0.954
SP117217	26	0.806	25.267	97.181%	4.75	62.371%	1.50286	0.774
SP117779	332	0.959	229.44	69.108%	62.501	62.37%	0.64743	0.964
SP117376	1255	0.995	577.441	46.011%	199.338	34.139%	0.98596	0.997
SP117681	142	0.942	113.579	79.985%	29.34	71.668%	1.10185	0.947
SP117408	109	0.888	89.699	82.293%	17.208	74.12%	0.76012	0.881
SP118015	370	0.978	250.513	67.706%	68.475	53.237%	1.08951	0.982
SP117509	745	0.983	518.436	69.589%	183.737	64.31%	1.71843	0.988
SP117482	518	0.989	255.049	49.237%	73.491	39.278%	0.8766	0.991
SP117003	548	0.984	237.101	43.267%	51.905	33.764%	0.25076	0.986
CPCT02060034T	321	0.959	123.367	38.432%	22.589	32.911%	0.22735	0.95
CPCT02020356T	428	0.979	212.03	49.54%	47.126	36.474%	0.27725	0.98
CPCT02050063T	692	0.913	386.66	55.876%	76.302	55.824%	0.35516	0.897
CPCT02030275T	874	0.968	402.378	46.039%	88.879	39.785%	0.27289	0.968
CPCT02070033T	385	0.973	220.407	57.249%	57.931	46.726%	0.33219	0.975
CPCT02030294T	1043	0.949	466.462	44.723%	79.504	39.573%	0.24108	0.937
CPCT02070038T	588	0.982	377.995	64.285%	118.038	52.056%	0.545	0.985
CPCT02080179T	627	0.954	304.507	48.566%	48.584	38.487%	0.30634	0.945
CPCT02010866TII	2459	0.981	1200.256	48.811%	316.672	41.345%	0.47641	0.984
CPCT02330133T	1690	0.952	783.54	46.363%	143.305	38.35%	0.27412	0.944
CPCT02050427T	973	0.922	1048.306	107.74%	421.966	141.737%	5.82025	0.939
DRUP01030028T	1675	0.921	1023.778	61.121%	212.899	40.205%	0.7646	0.91
CPCT02080193T	875	0.95	533.995	61.028%	129.446	58.574%	0.33301	0.953
CPCT02030556T	1691	0.967	943.549	55.798%	199.644	46.528%	0.43888	0.971
CPCT02120111T	196	0.919	120.216	61.335%	25.739	39.821%	0.46499	0.909
CPCT02050341T	382	0.978	172.27	45.097%	31.561	22.949%	0.34757	0.976
WIDE01010210T	227	0.944	151.298	66.651%	35.338	61.788%	0.71577	0.948
WIDE01010208T	1536	0.983	523.293	34.069%	121.742	25.122%	0.27787	0.983
CPCT02290033T	902	0.968	353.7	39.213%	65.485	34.216%	0.16734	0.965
CPCT02070323T	376	0.973	197.315	52.477%	40.936	36.197%	0.3345	0.973
WIDE01010450T	947	0.981	749.001	79.092%	278.821	78.244%	2.16719	0.989
CPCT02090049T	1159	0.928	727.06	62.732%	206.96	72.26%	0.8005	0.933
CPCT02010866T	2319	0.988	820.294	35.373%	188.899	27.62%	0.2308	0.989
CPCT02070363T	1080	0.976	357.459	33.098%	63.211	24.293%	0.16169	0.972
CPCT02060222T	199	0.933	100.45	50.477%	18.085	37.734%	0.33806	0.916
CPCT02080251T	2180	0.954	1276.705	58.564%	301.53	58.389%	0.45344	0.96
CPCT02070384T	737	0.988	301.162	40.863%	66.728	25.904%	0.23261	0.988
CPCT02070386T	1866	0.953	1124.432	60.259%	277.266	57.752%	0.55503	0.957
DRUP01070051T	891	0.94	470.032	52.753%	103.939	49.496%	0.28526	0.936
CPCT02080137T	1099	0.981	357.947	32.57%	59.004	21.477%	0.16491	0.977
CPCT02080157T	39002	0.998	9203.044	23.596%	2702.195	12.029%	0.95234	0.999
CPCT02330128T	880	0.94	449.201	51.046%	93.615	51.527%	0.30655	0.937
CPCT02070030T	106	0.946	65.747	62.025%	12.2	33.278%	0.46322	0.941
DRUP01050009T	1286	0.968	504.601	39.238%	95.497	29.354%	0.22458	0.963
CPCT02070225T	566	0.965	253.474	44.783%	44.79	26.337%	0.29462	0.959
CPCT02070230T	810	0.958	320.281	39.541%	59.04	33.69%	0.19606	0.949
DRUP01070022T	955	0.978	483.391	50.617%	110.159	39.219%	0.33173	0.981
DRUP01050010T	431	0.939	205.276	47.628%	34.447	34.806%	0.26248	0.921
CPCT02050161T	806	0.97	472.319	58.6%	117.383	49.373%	0.49713	0.973
CPCT02050174T	405	0.968	268.053	66.186%	73.582	57.453%	0.41777	0.973
CPCT02050172T	1958	0.976	1083.278	55.326%	270.961	50.675%	0.36244	0.983
CPCT02050186T	1355	0.968	925.756	68.321%	254.838	62.468%	0.72661	0.974
DRUP01070016T	685	0.964	268.026	39.128%	47.159	33.531%	0.19927	0.958
CPCT02080120T	556	0.939	415.188	74.674%	95.431	58.807%	0.74151	0.94
CPCT02030351T	1209	0.952	520.703	43.069%	100.015	34.384%	0.2257	0.943
CPCT02060119T	471	0.958	260.839	55.38%	47.803	36.345%	0.40291	0.955
CPCT02080136T	818	0.981	654.138	79.968%	248.956	76.242%	2.87891	0.987
DRUP01010035T	161	0.927	97.57	60.602%	18.872	37.616%	0.42845	0.917
CPCT02070039T	518	0.93	269.648	52.056%	61.318	56.182%	0.30426	0.925
