Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP101845	824	0.995	119.173	14.463%	20.207	10.093%	0.04906	0.994
SP101682	423	0.98	107.7	25.461%	19.699	19.803%	0.09369	0.975
SP61553	270	0.994	80.721	29.897%	12.751	11.879%	0.13776	0.993
SP101724	665	0.991	131.419	19.762%	22.849	13.593%	0.05903	0.989
SP102103	298	0.957	88.02	29.537%	18.15	29.328%	0.13557	0.94
SP102174	442	0.981	111.661	25.263%	19.098	19.496%	0.08474	0.975
SP101622	942	0.996	129.808	13.78%	23.638	8.859%	0.04142	0.995
SP102161	398	0.981	94.254	23.682%	16.044	19.32%	0.08193	0.974
SP101654	615	0.986	159.841	25.99%	25.39	16.744%	0.10543	0.983
SP102074	233	0.975	62.435	26.796%	11.631	22.216%	0.12266	0.968
SP101694	495	0.983	110.639	22.351%	19.041	18.164%	0.07504	0.977
SP101616	601	0.991	128.88	21.444%	23.726	13.627%	0.06201	0.99
SP101666	515	0.975	152.233	29.56%	29.731	23.111%	0.12402	0.97
SP101558	533	0.982	117.427	22.031%	28.964	18.77%	0.08433	0.979
SP102096	386	0.99	93.451	24.21%	14.603	14.479%	0.09497	0.988
SP102084	527	0.993	116.976	22.197%	18.41	12.364%	0.0833	0.991
SP101580	474	0.984	108.731	22.939%	20.533	18.092%	0.07996	0.979
SP102064	705	0.993	107.864	15.3%	22.4	11.402%	0.0571	0.992
SP101564	262	0.987	69.217	26.419%	10.336	16.17%	0.11963	0.984
SP101921	361	0.989	99.166	27.47%	15.157	15.579%	0.12466	0.987
SP101648	513	0.99	96.472	18.805%	18.707	14.168%	0.0533	0.988
SP101628	306	0.971	99.558	32.535%	18.689	23.952%	0.15519	0.965
SP101708	333	0.986	84.517	25.38%	13.998	16.853%	0.09899	0.982
SP102055	202	0.981	63.047	31.211%	11.083	20.035%	0.16717	0.977
SP101634	586	0.997	86.859	14.822%	14.083	8.34%	0.05832	0.996
SP101588	403	0.986	102.26	25.375%	16.079	16.812%	0.084	0.982
SP101584	420	0.979	104.815	24.956%	17.586	20.847%	0.09723	0.97
SP101686	251	0.967	86.55	34.482%	14.82	25.368%	0.14695	0.958
SP101532	642	0.993	109.318	17.028%	20.714	11.663%	0.06077	0.992
SP101732	894	0.991	157.014	17.563%	30.018	13.417%	0.04843	0.989
SP101528	290	0.974	95.191	32.824%	15.933	23.241%	0.14764	0.967
SP101536	248	0.966	91.654	36.957%	13.296	26.056%	0.16431	0.952
SP101576	503	0.991	101.794	20.237%	15.447	13.772%	0.0638	0.988
SP102015	953	0.996	126.103	13.232%	23.052	8.866%	0.0611	0.995
SP102168	262	0.97	95.676	36.518%	15.687	24.439%	0.185	0.962
SP101716	748	0.994	138.202	18.476%	23.361	11.482%	0.05196	0.992
SP101592	328	0.984	81.8	24.939%	13.753	18.096%	0.09412	0.979
SP101658	103	0.967	49.387	47.949%	8.212	25.55%	0.30247	0.963
SP102045	1997	0.999	166.399	8.332%	29.946	5.301%	0.01905	0.998
SP101552	1435	0.995	228.405	15.917%	45.359	11.158%	0.03477	0.994
SP101519	408	0.99	122.02	29.907%	20.929	15.035%	0.12588	0.989
SP101690	566	0.98	133.92	23.661%	22.06	20.045%	0.07323	0.97
SP102123	337	0.988	89.763	26.636%	14.095	15.691%	0.11636	0.985
SP101662	587	0.992	105.55	17.981%	20.134	12.763%	0.07081	0.99
SP101600	208	0.986	80.665	38.781%	16.055	20.648%	0.22531	0.985
SP101544	414	0.991	84.746	20.47%	14.286	13.601%	0.07113	0.989
SP102133	20099	1.0	1137.569	5.66%	441.714	3.424%	0.00736	1.0
SP101881	755	0.991	131.673	17.44%	27.625	13.719%	0.04842	0.989
SP102035	996	0.997	148.32	14.892%	27.056	8.952%	0.04778	0.996
SP101642	1490	0.995	207.207	13.907%	37.147	9.508%	0.03674	0.995
SP101596	395	0.986	94.614	23.953%	18.079	17.099%	0.084	0.983
SP101670	1211	0.993	206.827	17.079%	40.511	12.053%	0.06279	0.992
SP101674	441	0.99	93.064	21.103%	17.097	14.198%	0.08147	0.988
SP101572	166	0.986	53.941	32.495%	8.149	17.036%	0.18073	0.984
SP101678	902	0.995	133.666	14.819%	24.104	10.256%	0.04254	0.994
SP101740	2121	0.999	166.439	7.847%	35.88	5.373%	0.04414	0.998
SP101700	602	0.995	98.183	16.309%	17.698	10.033%	0.06184	0.994
SP101891	1126	0.996	146.02	12.968%	28.15	9.396%	0.05468	0.995
SP102143	904	0.992	179.198	19.823%	38.798	14.191%	0.08255	0.99
SP102113	536	0.993	97.547	18.199%	17.245	12.139%	0.06679	0.991
SP101521	349	0.99	92.494	26.503%	15.919	14.733%	0.10854	0.988
SP101526	542	0.985	116.471	21.489%	19.557	17.058%	0.06768	0.98
SP101540	404	0.992	104.791	25.938%	16.631	12.479%	0.10672	0.991
SP101604	446	0.984	111.146	24.921%	19.674	17.937%	0.11649	0.981
SP101548	618	0.989	128.671	20.821%	25.826	14.754%	0.06596	0.987
SP101523	685	0.993	107.976	15.763%	24.01	11.753%	0.07028	0.992
SP102090	376	0.982	94.639	25.17%	15.757	18.86%	0.10053	0.976
SP101795	731	0.997	98.163	13.429%	16.272	7.674%	0.04969	0.997
SP102187	584	0.985	103.682	17.754%	23.705	17.148%	0.10415	0.981
SP101515	414	0.989	90.764	21.924%	17.321	15.337%	0.10646	0.986
SP101931	894	0.996	120.339	13.461%	19.47	9.299%	0.04501	0.994
SP101610	575	0.995	88.92	15.464%	16.106	9.528%	0.09764	0.995
SP61703	562	0.989	135.678	24.142%	22.801	14.871%	0.09852	0.987
SP59707	189	0.982	76.457	40.453%	12.337	19.46%	0.26659	0.98
SP68659	481	0.992	99.516	20.689%	20.157	13.983%	0.08876	0.991
SP62616	1436	0.997	200.244	13.945%	36.864	8.625%	0.07228	0.996
SP59761	365	0.993	74.053	20.288%	11.434	12.118%	0.07295	0.992
SP66960	374	0.992	99.19	26.521%	16.27	12.987%	0.11956	0.991
SP61453	267	0.979	71.972	26.956%	12.117	20.444%	0.12772	0.973
SP63796	185	0.979	54.992	29.725%	9.33	20.764%	0.1506	0.974
SP69155	128	0.964	54.88	42.875%	9.179	26.653%	0.25884	0.957
SP59950	1158	0.989	208.168	17.977%	36.422	14.893%	0.03917	0.985
SP59938	526	0.99	108.445	20.617%	21.309	14.155%	0.09165	0.988
SP64976	370	0.977	110.148	29.77%	18.942	21.149%	0.11525	0.972
SP64296	1001	0.994	148.329	14.818%	31.53	10.87%	0.05482	0.993
