Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP1086	455	0.984	123.418	27.125%	19.587	17.868%	0.09606	0.98
SP1003	648	0.992	140.029	21.609%	22.305	12.581%	0.06592	0.991
SP1677	632	0.992	114.867	18.175%	19.356	13.083%	0.05472	0.989
SP1305	1826	0.977	412.44	22.587%	96.145	21.563%	0.06202	0.971
SP963	530	0.985	141.687	26.733%	25.508	19.326%	0.0803	0.982
SP1144	389	0.966	117.184	30.124%	22.997	26.007%	0.10894	0.955
SP1132	840	0.957	326.425	38.86%	70.962	30.655%	0.14501	0.95
SP1712	308	0.993	108.067	35.087%	18.112	12.477%	0.20059	0.993
SP1114	578	0.975	173.853	30.078%	37.263	22.434%	0.11755	0.971
SP1431	396	0.994	126.028	31.825%	22.858	12.523%	0.1824	0.993
SP975	1359	0.982	343.475	25.274%	72.654	19.232%	0.07061	0.978
SP1059	1103	0.986	265.541	24.074%	47.707	18.591%	0.08364	0.983
SP1419	779	0.991	195.551	25.103%	30.693	13.219%	0.10153	0.99
SP1009	509	0.99	114.726	22.539%	19.424	13.901%	0.0898	0.989
SP1724	293	0.989	69.118	23.59%	11.861	14.949%	0.09427	0.987
SP96136	1152	0.981	268.246	23.285%	49.963	19.524%	0.06451	0.975
SP967	293	0.994	95.537	32.606%	17.354	13.073%	0.24228	0.994
SP1781	816	0.996	191.432	23.46%	38.634	11.011%	0.06966	0.996
SP1174	1018	0.998	176.276	17.316%	27.144	5.797%	0.07107	0.998
SP953	892	0.992	183.928	20.62%	30.348	12.629%	0.06338	0.991
SP1377	381	0.996	90.684	23.802%	13.994	9.254%	0.10496	0.996
SP1365	758	0.993	161.852	21.353%	26.353	12.05%	0.05977	0.992
SP1491	656	0.978	211.355	32.219%	36.659	21.534%	0.13121	0.973
CPCT02060013T	1670	0.983	377.734	22.619%	69.129	18.49%	0.05982	0.977
CPCT02100026T	573	0.992	118.223	20.632%	20.998	12.285%	0.07811	0.991
CPCT02070020T	1364	0.995	266.58	19.544%	43.034	10.873%	0.04498	0.995
CPCT02030269T	432	0.991	108.495	25.115%	16.99	13.25%	0.10928	0.99
CPCT02010944TIII	719	0.991	132.638	18.448%	23.096	13.133%	0.05412	0.989
CPCT02020867T	1231	0.915	528.606	42.941%	110.192	40.387%	0.16507	0.886
CPCT02070272T	2676	0.997	360.902	13.487%	60.827	8.03%	0.02462	0.996
CPCT02020648T	864	0.987	163.372	18.909%	31.306	16.043%	0.05358	0.983
CPCT02020362T	1257	0.994	235.202	18.711%	46.471	10.597%	0.06499	0.994
CPCT02440020T	1341	0.999	164.2	12.245%	28.328	4.709%	0.02463	0.999
CPCT02210077T	1176	0.998	144.938	12.325%	23.933	6.412%	0.039	0.998
CPCT02070445T	874	0.994	218.46	24.995%	42.025	13.099%	0.07545	0.993
CPCT02020894T	721	0.996	135.404	18.78%	20.398	9.629%	0.05523	0.995
CPCT02020896T	527	0.994	129.975	24.663%	20.288	11.78%	0.08718	0.994
CPCT02140101T	1993	0.981	486.091	24.39%	104.436	19.401%	0.07795	0.977
CPCT02210040T	1111	0.997	210.856	18.979%	35.335	8.008%	0.08678	0.997
DRUP01010020T	74163	1.0	5275.449	7.113%	2052.172	4.305%	0.00977	1.0
CPCT02020902T	1383	0.99	243.97	17.641%	45.514	14.323%	0.04318	0.987
CPCT02070443T	863	0.996	171.205	19.838%	26.64	9.348%	0.06324	0.995
CPCT02080295T	1647	0.998	304.186	18.469%	52.694	8.102%	0.0515	0.997
CPCT02020916T	967	0.978	219.172	22.665%	42.5	21.491%	0.0616	0.969
CPCT02020915T	560	0.997	106.719	19.057%	16.278	8.078%	0.06674	0.997
CPCT02160036T	566	0.995	106.358	18.791%	17.928	9.819%	0.0784	0.995
CPCT02120184T	1140	0.988	225.259	19.76%	41.162	15.975%	0.06125	0.984
CPCT02050315T	471	0.989	114.8	24.374%	18.714	15.394%	0.08835	0.987
CPCT02120182T	630	0.994	112.804	17.905%	19.814	10.93%	0.05621	0.993
CPCT02020940T	495	0.963	168.476	34.036%	27.284	27.63%	0.12404	0.947
CPCT02010712T	2093	0.998	320.331	15.305%	64.745	7.248%	0.04386	0.998
CPCT02070294T	601	0.988	135.381	22.526%	23.45	15.804%	0.08978	0.985
CPCT02070299T	1697	0.999	172.402	10.159%	26.728	4.983%	0.02325	0.999
CPCT02050437T	1594	0.998	210.231	13.189%	37.559	5.898%	0.03774	0.998
CPCT02050436T	1762	0.99	297.378	16.877%	58.31	14.671%	0.03669	0.986
CPCT02020952T	1090	0.995	222.322	20.397%	40.806	10.822%	0.05979	0.995
CPCT02020642TII	3587	0.99	643.778	17.948%	118.527	14.152%	0.04444	0.988
CPCT02020958T	871	0.981	221.475	25.428%	39.528	21.136%	0.06921	0.975
CPCT02020684T	299	0.982	95.068	31.795%	15.916	20.434%	0.16245	0.978
WIDE01010111T	1319	0.986	314.49	23.843%	59.258	18.344%	0.06192	0.983
CPCT02020958TII	892	0.98	235.063	26.352%	41.968	21.673%	0.07915	0.975
CPCT02020972T	1963	0.995	434.222	22.12%	88.551	12.021%	0.05316	0.995
CPCT02020971T	483	0.995	83.705	17.33%	13.818	10.094%	0.07093	0.994
CPCT02330103T	1070	0.995	192.09	17.952%	32.101	10.007%	0.06117	0.994
WIDE01010148T	1745	0.998	248.227	14.225%	37.911	6.383%	0.04661	0.998
CPCT02070480T	513	0.992	106.21	20.704%	17.567	12.576%	0.07958	0.991
CPCT02360014T	2812	0.906	1177.174	41.863%	307.702	42.357%	0.14077	0.884
CPCT02140107T	1778	0.976	441.435	24.828%	93.531	21.93%	0.08132	0.969
CPCT02070485T	1465	0.996	247.269	16.878%	39.994	9.175%	0.04317	0.995
WIDE01010202T	1078	0.998	141.432	13.12%	22.774	6.148%	0.0367	0.998
CPCT02020583TII	1931	0.999	235.936	12.218%	40.027	5.313%	0.02585	0.999
CPCT02020703T	1132	0.994	173.748	15.349%	28.083	10.816%	0.04311	0.992
CPCT02020973T	998	0.996	170.568	17.091%	29.04	10.26%	0.04813	0.996
CPCT02020940TII	693	0.985	186.071	26.85%	30.97	17.512%	0.0895	0.982
